Food code,Food name,Component code,Component name,Facet(s) code,Percentage,Probability,"Probability group",Source(s),Reference(s),Reference link (1),Reference link (2)
A.01.07.001.022,Cheese pie,A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",F28.A07XD,8.00,1.00,,Commercial Products,"Mintel GNPD, Xrisi Zimi Homemade Cheese Pie with Feta & Domokos Cottage Cheese (ID=5478463)",http://www.gnpd.com/sinatra/recordpage/5478463/,
A.01.07.001.022,Cheese pie,I.01.07.001.050,Puff pastry,To be further disaggregated (d),62.00,1.00,,Commercial Products,"Mintel GNPD, Xrisi Zimi Homemade Cheese Pie with Feta & Domokos Cottage Cheese (ID=5478463)",http://www.gnpd.com/sinatra/recordpage/5478463/,
A.01.07.001.023,Fruit tart,A.16.09.002,Vanilla essence,To be further disaggregated (d),0.14,1.00,,Recipe || Probability Analysis,"Allrecipes, Fresh Fruit Flan (ID=143083) || Comprehensive Database",https://www.allrecipes.com/recipe/143083/fresh-fruit-flan/,
A.01.07.001.023,Fruit tart,A.01.03.004.003,Corn starch,To be further disaggregated (d),0.39,1.00,,Recipe || Probability Analysis,"Allrecipes, Fresh Fruit Flan (ID=143083) || Comprehensive Database",https://www.allrecipes.com/recipe/143083/fresh-fruit-flan/,
A.01.07.001.023,Fruit tart,A.12.01.010,"Juice, Lemon",To be further disaggregated (d),1.45,1.00,,Recipe || Probability Analysis,"Allrecipes, Fresh Fruit Flan (ID=143083) || Comprehensive Database",https://www.allrecipes.com/recipe/143083/fresh-fruit-flan/,
A.01.07.001.023,Fruit tart,A.10.01.001,White sugar,To be further disaggregated (d),5.55,1.00,,Recipe || Probability Analysis,"Allrecipes, Fresh Fruit Flan (ID=143083) || Comprehensive Database",https://www.allrecipes.com/recipe/143083/fresh-fruit-flan/,
A.01.07.001.023,Fruit tart,A.12.01.002,"Juice, Orange",To be further disaggregated (d),5.79,1.00,,Recipe || Probability Analysis,"Allrecipes, Fresh Fruit Flan (ID=143083) || Comprehensive Database",https://www.allrecipes.com/recipe/143083/fresh-fruit-flan/,
A.01.07.001.023,Fruit tart,A.08.08.001,Quark,To be further disaggregated (d),10.95,1.00,,Recipe || Probability Analysis,"Allrecipes, Fresh Fruit Flan (ID=143083) || Comprehensive Database",https://www.allrecipes.com/recipe/143083/fresh-fruit-flan/,
A.01.07.001.023,Fruit tart,I.01.07.001.051,Shortcrust pastry,To be further disaggregated (d),35.31,1.00,,Recipe || Probability Analysis,"Allrecipes, Fresh Fruit Flan (ID=143083) || Comprehensive Database",https://www.allrecipes.com/recipe/143083/fresh-fruit-flan/,
A.01.07.001.023,Fruit tart,A.05.02.001,Apple (Malus domesticus),F28.A07XD,40.42,1.00,,Recipe || Probability Analysis,"Allrecipes, Fresh Fruit Flan (ID=143083) || Comprehensive Database",https://www.allrecipes.com/recipe/143083/fresh-fruit-flan/,
A.01.07.001.024,Gingerbread,A.16.02.027,Nutmeg (Myristica fragans),F28.A07KG$F28.A07LA,0.09,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.024,Gingerbread,A.16.02.014,Cinnamon (Cinnamonum verum syn. C. zeylanicum),F28.A07KG$F28.A07LA,0.22,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.024,Gingerbread,A.16.04.001,Salt,F28.A07XD,0.22,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.024,Gingerbread,I.16.02.032,"Ginger, dried",To be further disaggregated (d),0.44,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.024,Gingerbread,A.16.09.002,Vanilla essence,To be further disaggregated (d),0.55,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.024,Gingerbread,A.16.10.003,Baking powder,To be further disaggregated (d),0.55,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.024,Gingerbread,A.09.01.001,"Whole egg, chicken",F28.A07XD,6.60,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.024,Gingerbread,A.10.06.001,Molasses,To be further disaggregated (d),13.20,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.024,Gingerbread,A.10.01.002,Brown sugar,To be further disaggregated (d),18.16,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.024,Gingerbread,A.11.01.001,Butter,To be further disaggregated (d),18.71,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.024,Gingerbread,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),41.26,1.00,,Recipe,"Allrecipes, McCormick® Gingerbread Men Cookies (ID=212428)",https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies,
A.01.07.001.025,Gougere,A.08.08.054,"Cheese, Comte",To be further disaggregated (d),25.00,1.00,,Commercial Products,"Mintel GNPD, Gougéres au Comté Pastries (ID=250670)",http://www.gnpd.com/sinatra/recordpage/250670/,
A.01.07.001.025,Gougere,I.01.07.001.049,Choux pastry,To be further disaggregated (d),75.00,1.00,,Commercial Products,"Mintel GNPD, Gougéres au Comté Pastries (ID=250670)",http://www.gnpd.com/sinatra/recordpage/250670/,
A.01.07.001.026,Kringles,A.16.04.001,Salt,F28.A07XD,0.20,1.00,,Recipe,"Allrecipes, Danish Kringle (ID=124117)",http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,Kringles,A.16.09.002,Vanilla essence,To be further disaggregated (d),0.20,1.00,,Recipe,"Allrecipes, Danish Kringle (ID=124117)",http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,Kringles,A.16.10.001,Yeast,F28.A07XD,0.50,1.00,,Recipe,"Allrecipes, Danish Kringle (ID=124117)",http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,Kringles,A.09.01.001,"Whole egg, chicken",F28.A07XD,4.20,1.00,,Recipe,"Allrecipes, Danish Kringle (ID=124117)",http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,Kringles,A.15.01,Tap water,F28.A07XD,6.40,1.00,,Recipe,"Allrecipes, Danish Kringle (ID=124117)",http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,Kringles,A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",F28.A07XD,9.40,1.00,,Recipe,"Allrecipes, Danish Kringle (ID=124117)",http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,Kringles,A.04.03.012,Walnuts (Juglans regia),F28.A07XD,14.10,1.00,,Recipe,"Allrecipes, Danish Kringle (ID=124117)",http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,Kringles,A.11.01.001,Butter,To be further disaggregated (d),18.00,1.00,,Recipe,"Allrecipes, Danish Kringle (ID=124117)",http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,Kringles,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),19.60,1.00,,Recipe,"Allrecipes, Danish Kringle (ID=124117)",http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.026,Kringles,A.10.01.001,White sugar,To be further disaggregated (d),27.40,1.00,,Recipe,"Allrecipes, Danish Kringle (ID=124117)",http://allrecipes.com/Recipe/danish-kringle-2/detail.aspx,
A.01.07.001.027,Nut cream cake,A.02.12.006,"Instant coffee, powder",To be further disaggregated (d),1.70,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Coffee & Walnut Cake Slices (ID=3599959) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/3599959/,
A.01.07.001.027,Nut cream cake,A.04.03.007,Hazelnuts (Corylus avellana),F28.A07XD,2.60,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Coffee & Walnut Cake Slices (ID=3599959) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/3599959/,
A.01.07.001.027,Nut cream cake,I.20.02.004.001,Dessert cream,To be further disaggregated (d),25.90,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Coffee & Walnut Cake Slices (ID=3599959) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/3599959/,
A.01.07.001.027,Nut cream cake,A.01.07.001.034,Sponge cake,To be further disaggregated (d),69.80,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Coffee & Walnut Cake Slices (ID=3599959) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/3599959/,
A.01.07.001.028,Pancakes,A.16.10.003,Baking powder,To be further disaggregated (d),1.00,1.00,,Commercial Products,"Mintel GNPD, Extra Soft Pancakes (ID=5458513)",http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,Pancakes,A.16.04.001,Salt,F28.A07XD,1.08,1.00,,Commercial Products,"Mintel GNPD, Extra Soft Pancakes (ID=5458513)",http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,Pancakes,A.11.01.001,Butter,To be further disaggregated (d),5.12,1.00,,Commercial Products,"Mintel GNPD, Extra Soft Pancakes (ID=5458513)",http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,Pancakes,A.09.01.001,"Whole egg, chicken",F28.A07XD,12.00,1.00,,Commercial Products,"Mintel GNPD, Extra Soft Pancakes (ID=5458513)",http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,Pancakes,A.10.01.001,White sugar,To be further disaggregated (d),15.80,1.00,,Commercial Products,"Mintel GNPD, Extra Soft Pancakes (ID=5458513)",http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,Pancakes,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),30.00,1.00,,Commercial Products,"Mintel GNPD, Extra Soft Pancakes (ID=5458513)",http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.028,Pancakes,A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",F28.A07XD,35.00,1.00,,Commercial Products,"Mintel GNPD, Extra Soft Pancakes (ID=5458513)",http://www.gnpd.com/sinatra/recordpage/5458513/,
A.01.07.001.029,Profiterole,A.10.05.002,Chocolate sauce,To be further disaggregated (d),21.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Profiterole Dessert (ID=2852767) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/2852767/,
A.01.07.001.029,Profiterole,I.01.07.001.049,Choux pastry,To be further disaggregated (d),37.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Profiterole Dessert (ID=2852767) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/2852767/,
A.01.07.001.029,Profiterole,I.20.02.001.008,"Ice cream, milk-based, vanilla",To be further disaggregated (d),42.00,0.23,1,Commercial Products || Probability Analysis,"Mintel GNPD, Profiterole Dessert (ID=2852767) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/2852767/,
A.01.07.001.029,Profiterole,I.20.02.004.002,Patisserie cream,To be further disaggregated (d),42.00,0.26,1,Commercial Products || Probability Analysis,"Mintel GNPD, Profiterole Dessert (ID=2852767) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/2852767/,
A.01.07.001.029,Profiterole,I.20.02.004.001,Dessert cream,To be further disaggregated (d),42.00,0.51,1,Commercial Products || Probability Analysis,"Mintel GNPD, Profiterole Dessert (ID=2852767) || Comprehensive Database",http://www.gnpd.com/sinatra/recordpage/2852767/,
A.01.07.001.030,Pyramid cake,A.16.09.002,Vanilla essence,To be further disaggregated (d),0.19,1.00,,Recipe,"Allrecipes, Baumkuchen (ID=10363)",http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,Pyramid cake,A.11.04,Vegetable oil,To be further disaggregated (p),0.37,1.00,,Recipe,"Allrecipes, Baumkuchen (ID=10363)",http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,Pyramid cake,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),7.44,1.00,,Recipe,"Allrecipes, Baumkuchen (ID=10363)",http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,Pyramid cake,A.01.03.004.001,Corn flour,To be further disaggregated (d),8.93,1.00,,Recipe,"Allrecipes, Baumkuchen (ID=10363)",http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,Pyramid cake,A.10.04.003,Marzipan,To be further disaggregated (d),11.16,1.00,,Recipe,"Allrecipes, Baumkuchen (ID=10363)",http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,Pyramid cake,A.11.01.001,Butter,To be further disaggregated (d),14.89,1.00,,Recipe,"Allrecipes, Baumkuchen (ID=10363)",http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,Pyramid cake,A.09.01.001,"Whole egg, chicken",F28.A07XD,18.31,1.00,,Recipe,"Allrecipes, Baumkuchen (ID=10363)",http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,Pyramid cake,A.10.03.011,Cooking chocolate,To be further disaggregated (d),18.61,1.00,,Recipe,"Allrecipes, Baumkuchen (ID=10363)",http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.030,Pyramid cake,A.10.01.001,White sugar,To be further disaggregated (d),20.10,1.00,,Recipe,"Allrecipes, Baumkuchen (ID=10363)",http://allrecipes.co.uk/recipe/10363/baumkuchen.aspx,
A.01.07.001.031,Rhubarb flan,A.10.01.001,White sugar,To be further disaggregated (d),17.00,1.00,,Commercial Products,"Mintel GNPD, Pure Butter Apple Pie (ID=1728656)",http://www.gnpd.com/sinatra/recordpage/1728656/,
A.01.07.001.031,Rhubarb flan,I.01.07.001.051,Shortcrust pastry,To be further disaggregated (d),26.60,1.00,,Commercial Products,"Mintel GNPD, Pure Butter Apple Pie (ID=1728656)",http://www.gnpd.com/sinatra/recordpage/1728656/,
A.01.07.001.031,Rhubarb flan,A.02.07.007,Rhubarb (Rheum × hybridum),F28.A0BA1,56.40,1.00,,Commercial Products,"Mintel GNPD, Pure Butter Apple Pie (ID=1728656)",http://www.gnpd.com/sinatra/recordpage/1728656/,
A.01.07.001.032,Scone,A.16.04.001,Salt,F28.A07XD,0.22,1.00,,Recipe,"Allrecipes, Basic Scones (ID=9234)",http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,Scone,A.16.10.003,Baking powder,To be further disaggregated (d),2.10,1.00,,Recipe,"Allrecipes, Basic Scones (ID=9234)",http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,Scone,A.09.01.001,"Whole egg, chicken",F28.A07XD,6.30,1.00,,Recipe,"Allrecipes, Basic Scones (ID=9234)",http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,Scone,A.10.01.001,White sugar,To be further disaggregated (d),10.50,1.00,,Recipe,"Allrecipes, Basic Scones (ID=9234)",http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,Scone,A.11.01.001,Butter,To be further disaggregated (d),17.86,1.00,,Recipe,"Allrecipes, Basic Scones (ID=9234)",http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,Scone,A.08.01.001.002,"Cow milk, 3 - 4% fat (whole milk)",F28.A07XD,23.63,1.00,,Recipe,"Allrecipes, Basic Scones (ID=9234)",http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.032,Scone,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),39.39,1.00,,Recipe,"Allrecipes, Basic Scones (ID=9234)",http://allrecipes.co.uk/recipe/9234/basic-scones.aspx,
A.01.07.001.033,Sponge dough,A.16.10.003,Baking powder,To be further disaggregated (d),0.40,1.00,,Recipe,"Allrecipes, Basic plain sponge cake (ID=12122)",http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.033,Sponge dough,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),24.50,1.00,,Recipe,"Allrecipes, Basic plain sponge cake (ID=12122)",http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.033,Sponge dough,A.10.01.001,White sugar,To be further disaggregated (d),24.50,1.00,,Recipe,"Allrecipes, Basic plain sponge cake (ID=12122)",http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.033,Sponge dough,A.11.01.001,Butter,To be further disaggregated (d),24.50,1.00,,Recipe,"Allrecipes, Basic plain sponge cake (ID=12122)",http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.033,Sponge dough,A.09.01.001,"Whole egg, chicken",F28.A07XD,26.10,1.00,,Recipe,"Allrecipes, Basic plain sponge cake (ID=12122)",http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.034,Sponge cake,A.16.10.003,Baking powder,To be further disaggregated (d),0.40,1.00,,Recipe,"Allrecipes, Basic plain sponge cake (ID=12122)",http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.034,Sponge cake,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),24.50,1.00,,Recipe,"Allrecipes, Basic plain sponge cake (ID=12122)",http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.034,Sponge cake,A.10.01.001,White sugar,To be further disaggregated (d),24.50,1.00,,Recipe,"Allrecipes, Basic plain sponge cake (ID=12122)",http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.034,Sponge cake,A.11.01.001,Butter,To be further disaggregated (d),24.50,1.00,,Recipe,"Allrecipes, Basic plain sponge cake (ID=12122)",http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.034,Sponge cake,A.09.01.001,"Whole egg, chicken",F28.A07XD,26.10,1.00,,Recipe,"Allrecipes, Basic plain sponge cake (ID=12122)",http://allrecipes.co.uk/recipe/12122/basic-plain-sponge-cake.aspx,
A.01.07.001.035,Sponge cake roll,A.05.08.001,Jam,To be further disaggregated (p),5.00,0.43,1,Commercial Products || Probability Analysis,"Mintel GNPD, Strawberry Cream Roll (ID=1285923) || Comprehensive Database",https://www.gnpd.com/sinatra/recordpage/1285923/,
A.01.07.001.035,Sponge cake roll,I.10.03.004.001,Chocolate spread,To be further disaggregated (d),5.00,0.57,1,Commercial Products || Probability Analysis,"Mintel GNPD, Strawberry Cream Roll (ID=1285923) || Comprehensive Database",https://www.gnpd.com/sinatra/recordpage/1285923/,
A.01.07.001.035,Sponge cake roll,I.20.02.004.001,Dessert cream,To be further disaggregated (d),28.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Strawberry Cream Roll (ID=1285923) || Comprehensive Database",https://www.gnpd.com/sinatra/recordpage/1285923/,
A.01.07.001.035,Sponge cake roll,A.01.07.001.034,Sponge cake,To be further disaggregated (d),67.00,1.00,,Commercial Products || Probability Analysis,"Mintel GNPD, Strawberry Cream Roll (ID=1285923) || Comprehensive Database",https://www.gnpd.com/sinatra/recordpage/1285923/,
A.01.07.001.036,Muffins,I.01.07.001.068,"Muffins, chocolate",To be further disaggregated (d),100.00,0.42,1,Probability Analysis,Comprehensive Database,,
A.01.07.001.036,Muffins,I.01.07.001.069,"Muffins, plain",To be further disaggregated (d),100.00,0.58,1,Probability Analysis,Comprehensive Database,,
A.01.07.001.037,Waffles,A.16.04.001,Salt,F28.A07XD,0.24,1.00,,Recipe,"Allrecipes, Waffles II (ID=22183)",https://www.allrecipes.com/recipe/22183/waffles-ii/,
A.01.07.001.037,Waffles,A.16.10.003,Baking powder,To be further disaggregated (d),1.80,1.00,,Recipe,"Allrecipes, Waffles II (ID=22183)",https://www.allrecipes.com/recipe/22183/waffles-ii/,
A.01.07.001.037,Waffles,A.11.04.017,Sunflower oil,To be further disaggregated (d),10.82,1.00,,Recipe,"Allrecipes, Waffles II (ID=22183)",https://www.allrecipes.com/recipe/22183/waffles-ii/,
A.01.07.001.037,Waffles,A.09.01.001,"Whole egg, chicken",F28.A07XD,14.42,1.00,,Recipe,"Allrecipes, Waffles II (ID=22183)",https://www.allrecipes.com/recipe/22183/waffles-ii/,
A.01.07.001.037,Waffles,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),30.05,1.00,,Recipe,"Allrecipes, Waffles II (ID=22183)",https://www.allrecipes.com/recipe/22183/waffles-ii/,
