Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2019,2019,kg,0.96,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2020,2020,kg,0.95,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2021,2021,kg,0.95,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2017,2017,kg,0.26,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2018,2018,kg,0.24,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2019,2019,kg,0.26,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2020,2020,kg,0.26,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2021,2021,kg,0.26,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2017,2017,kg,0.38,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2018,2018,kg,0.39,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2019,2019,kg,0.32,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2020,2020,kg,0.32,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2021,2021,kg,0.32,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2017,2017,kg,0.02,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2018,2018,kg,0.01,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2019,2019,kg,0.01,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2020,2020,kg,0.01,E,Estimated value
FBS,Food Balances (2010-),276,Germany,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2021,2021,kg,0.01,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2017,2017,kg,15.3,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2018,2018,kg,15.51,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2019,2019,kg,14.94,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2020,2020,kg,14.46,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2021,2021,kg,14.51,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2017,2017,kg,7,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2018,2018,kg,6.78,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2019,2019,kg,8.36,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2020,2020,kg,7.56,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2021,2021,kg,7.58,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2017,2017,kg,28.29,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2018,2018,kg,28.8,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2019,2019,kg,28.59,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2020,2020,kg,24.82,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2021,2021,kg,26.6,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2017,2017,kg,15.14,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2018,2018,kg,27.62,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2019,2019,kg,25.66,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2020,2020,kg,23,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2021,2021,kg,26.09,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2017,2017,kg,2.17,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2018,2018,kg,1.78,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2019,2019,kg,2.01,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2020,2020,kg,1.73,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2021,2021,kg,2.01,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2017,2017,kg,3.24,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2018,2018,kg,3.06,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2019,2019,kg,3.31,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2020,2020,kg,3.04,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2021,2021,kg,2.93,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2017,2017,kg,1.03,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2018,2018,kg,0.88,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2019,2019,kg,1.1,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2020,2020,kg,1.02,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2021,2021,kg,1.1,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2743,Cream,2017,2017,kg,2.67,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2743,Cream,2018,2018,kg,1.64,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2743,Cream,2019,2019,kg,2.49,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2743,Cream,2020,2020,kg,2.43,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2743,Cream,2021,2021,kg,3.18,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2017,2017,kg,0.51,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2018,2018,kg,0.83,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2019,2019,kg,1.71,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2020,2020,kg,1.36,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2021,2021,kg,0.95,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2017,2017,kg,9.18,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2018,2018,kg,9.6,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2019,2019,kg,8.95,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2020,2020,kg,8.66,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2021,2021,kg,8.79,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2017,2017,kg,252.01,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2018,2018,kg,267.51,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2019,2019,kg,236.79,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2020,2020,kg,225.97,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2021,2021,kg,233.27,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2017,2017,kg,1.95,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2018,2018,kg,2.01,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2019,2019,kg,2.54,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2020,2020,kg,2.56,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2021,2021,kg,2.57,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2017,2017,kg,6.67,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2018,2018,kg,6.97,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2019,2019,kg,6.87,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2020,2020,kg,6.91,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2021,2021,kg,6.96,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2017,2017,kg,4.3,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2018,2018,kg,4.29,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2019,2019,kg,5.04,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2020,2020,kg,5.07,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2021,2021,kg,5.1,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2017,2017,kg,0.49,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2018,2018,kg,0.71,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2019,2019,kg,0.96,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2020,2020,kg,0.97,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2021,2021,kg,0.98,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2017,2017,kg,1.62,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2018,2018,kg,1.67,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2019,2019,kg,1.68,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2020,2020,kg,1.69,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2021,2021,kg,1.7,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2017,2017,kg,3.6,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2018,2018,kg,3.35,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2019,2019,kg,3.39,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2020,2020,kg,3.41,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2021,2021,kg,3.43,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2017,2017,kg,0.59,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2018,2018,kg,0.7,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2019,2019,kg,0.91,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2020,2020,kg,0.91,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2021,2021,kg,0.92,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2017,2017,kg,0.01,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2018,2018,kg,0.01,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2019,2019,kg,0.01,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2020,2020,kg,0.01,E,Estimated value
FBS,Food Balances (2010-),300,Greece,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2021,2021,kg,0.01,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2017,2017,kg,5.49,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2018,2018,kg,5.81,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2019,2019,kg,6.11,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2020,2020,kg,5.77,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2021,2021,kg,5.77,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2017,2017,kg,0.14,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2018,2018,kg,0.15,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2019,2019,kg,0.16,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2020,2020,kg,0.08,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2021,2021,kg,0.1,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2017,2017,kg,49.52,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2018,2018,kg,53.93,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2019,2019,kg,51.4,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2020,2020,kg,47.86,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2021,2021,kg,49.99,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2017,2017,kg,25.14,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2018,2018,kg,26.51,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2019,2019,kg,27.33,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2020,2020,kg,27.48,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2021,2021,kg,25.73,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2017,2017,kg,0.29,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2018,2018,kg,0.32,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2019,2019,kg,0.16,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2020,2020,kg,0.23,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2021,2021,kg,0.49,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2017,2017,kg,0.07,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2018,2018,kg,0.26,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2019,2019,kg,0.43,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2020,2020,kg,0.4,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2021,2021,kg,0.6,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2017,2017,kg,1.08,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2018,2018,kg,1.17,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2019,2019,kg,1.47,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2020,2020,kg,1.49,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2021,2021,kg,1.54,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2743,Cream,2017,2017,kg,8.04,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2743,Cream,2018,2018,kg,10.3,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2743,Cream,2019,2019,kg,1.22,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2743,Cream,2020,2020,kg,1.78,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2743,Cream,2021,2021,kg,1.19,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2017,2017,kg,3.73,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2018,2018,kg,4.76,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2019,2019,kg,4.86,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2020,2020,kg,4,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2021,2021,kg,4.33,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2782,"Fish, Liver Oil",2017,2017,kg,0,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2782,"Fish, Liver Oil",2018,2018,kg,0,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2782,"Fish, Liver Oil",2019,2019,kg,0,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2782,"Fish, Liver Oil",2020,2020,kg,0,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2782,"Fish, Liver Oil",2021,2021,kg,0,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2017,2017,kg,13.82,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2018,2018,kg,13.69,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2019,2019,kg,14.04,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2020,2020,kg,14.55,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2021,2021,kg,13.85,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2017,2017,kg,172.86,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2018,2018,kg,167.41,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2019,2019,kg,181.86,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2020,2020,kg,181.42,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2021,2021,kg,181.72,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2017,2017,kg,3.08,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2018,2018,kg,3.13,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2019,2019,kg,2.99,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2020,2020,kg,2.99,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2021,2021,kg,3.01,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2017,2017,kg,1.27,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2018,2018,kg,1.41,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2019,2019,kg,1.39,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2020,2020,kg,1.39,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2021,2021,kg,1.4,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2017,2017,kg,1.4,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2018,2018,kg,1.41,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2019,2019,kg,1.38,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2020,2020,kg,1.38,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2021,2021,kg,1.39,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2017,2017,kg,0.18,E,Estimated value
FBS,Food Balances (2010-),348,Hungary,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2018,2018,kg,0.2,E,Estimated value
