Code,Name,L1 Category,L2 Category,Amount (g),"Carbon footprint, total (kg CO2e)","Carbon dioxide, total (kg CO2)","Methane, fossil, total (kg CH4)","Methane, biogenic, total (kg CH4)","Nitrous oxide, total (kg N2O)","Carbon footprint, primary production (kg CO2e)","Carbon dioxide, primary production (kg CO2)","Methane, fossil, primary production (kg CH4)","Methane, biogenic, primary production (kg CH4)","Nitrous oxide, primary production (kg N2O)",Cropland (m2*year),New N input (kg N),New P input (kg P),Water (m3),Pesticides (g a.i),Biodiversity (E/MSY),Ammonia (kg NH3),Animal welfare (index),Antibiotics (index),Mineral fertiliser production (kg CO2e),Capital goods (kg CO2e),Soil emissions (kg CO2e),Energy primary production (kg CO2e),Land use change (kg CO2e),Enteric fermentation (kg CO2e),Manure management (kg CO2e),Mineral fertiliser production (kg CO2),Capital goods (kg CO2),Energy primary production (kg CO2),Land use change (kg CO2),"Mineral fertiliser production (kg CH4, fossil)","Capital goods (kg CH4, fossil)","Energy primary production (kg CH4, fossil)","Soil emissions (kg CH4, biogenic)","Enteric fermentation (kg CH4, biogenic)","Manure management (kg CH4, biogenic)",Mineral fertiliser production (kg N2O),Capital goods (kg N2O),Soil emissions (kg N2O),Energy primary production (kg N2O),Manure management (kg N2O),Processing (kg CO2e),Processing (kg CO2),"Processing (kg CH4, fossil)",Processing (kg N2O),Packaging (kg CO2e),Packaging (kg CO2),"Packaging (kg CH4, fossil)","Packaging (kg CH4, biogenic)",Packaging (kg N2O),Transports (kg CO2e),Transports (kg CO2),"Transports (kg CH4, fossil)",Transports (kg N2O),Processes,Packaging,RPCs with missing data
A.01.02.001,Wheat grain,Grains and grain-based products,Grains for human consumption,1000.00,0.769306740303934,0.40360876009526636,0.000726335505471922,0.0000041134970068027204,0.001259861237093116,0.6152254298287281,0.2604513804720734,0.00042672885104608747,0,0.0012529579838662318,1.8999554517234916,0.03348778699587481,0.0030642419473349497,0.0025360330481889455,0.5807465621643562,2.187497478799681e-13,0.0020358767056712496,0,0,0.2125772561065816,0.042926665954339846,0.2636193571292841,0.096102150638523,0,0,0,0.1282084281100318,0.038465648039320434,0.0937773043227211,0,0.00024132007085725528,0.0001353420949531645,0.00005006668523566766,0,0,0,0.0002827014281501962,0.000001567118994194536,0.0009656386708032372,0.0000030507659186043177,0,0.02586150699355635,0.02495681810781884,0.000022044071657171944,9.076027485486812e-7,0.044463208559146004,0.03784807323006802,0.00020596676553288022,0.0000041134970068027204,0.0000013416164725804992,0.08375659492250358,0.08035248828530611,0.00007159581723578231,0.000004654034005755102,F28.A0BZV,P14,
A.01.02.001.001,Wheat germ,Grains and grain-based products,Grains for human consumption,1000.00,3.9500146283126285,2.301691068924895,0.0032067529518704685,0.0000041134970068027204,0.005687367241768534,2.7685144342292767,1.1720312121243301,0.0019202798297073935,0,0.005638310927398044,8.549799532755713,0.15069504148143664,0.013789088763007273,0.011412148716850253,2.613359529739603,9.843738654598566e-13,0.009161445175520623,0,0,0.956597652479617,0.19316999679452931,1.1862871070817784,0.43245967787335354,0,0,0,0.5769379264951431,0.17309541617694194,0.421997869452245,0,0.001085940318857649,0.0006090394272892403,0.00022530008356050446,0,0,0,0.0012721564266758828,0.000007052035473875413,0.004345374018614567,0.000013728446633719429,0,0.7601323083729394,0.7302255862866192,0.0007583251790691742,0.000026771544872010627,0.044463208559146004,0.03784807323006802,0.00020596676553288022,0.0000041134970068027204,0.0000013416164725804992,0.3769046771512662,0.36158619728387764,0.0003221811775610204,0.000020943153025897956,F28.A0BZV$F28.A0C03,P14,
A.01.02.001.002,"Wheat grain, Durum",Grains and grain-based products,Grains for human consumption,1000.00,0.7991262035446839,0.5437084219016728,0.0008656222507928772,0.0000041134970068027204,0.000840700271612453,0.5302774877332304,0.2905158035081126,0.00046827808552360516,0,0.0008271318581557298,3.3721575888941824,0.03348778699587481,0.00306424194733495,0.024077822261629092,0.22667058180027805,1.6096924634416938e-12,0.00203587670567125,0,0,0.21463342334558919,0.042926665954339846,0.14633776522244393,0.1263796332108574,0,0,0,0.12930850426001364,0.038465648039320434,0.12274165120877858,0,0.0002465064063364678,0.0001353420949531645,0.00008642958423397294,0,0,0,0.0002856374658488968,0.0000015671189941945362,0.0005360357700455817,0.000003891503267056454,0,0.02586150699355635,0.02495681810781884,0.000022044071657171944,9.076027485486812e-7,0.044463208559146004,0.03784807323006802,0.00020596676553288022,0.0000041134970068027204,0.0000013416164725804992,0.19852400025875117,0.19038772705567325,0.00016933332807921974,0.00001131919423559405,F28.A0BZV,P14,
A.01.02.001.003,"Wheat grain, soft",Grains and grain-based products,Grains for human consumption,1000.00,0.769306740303934,0.40360876009526636,0.000726335505471922,0.0000041134970068027204,0.001259861237093116,0.6152254298287281,0.2604513804720734,0.00042672885104608747,0,0.0012529579838662318,1.8999554517234916,0.03348778699587481,0.0030642419473349497,0.0025360330481889455,0.5807465621643562,2.187497478799681e-13,0.0020358767056712496,0,0,0.2125772561065816,0.042926665954339846,0.2636193571292841,0.096102150638523,0,0,0,0.1282084281100318,0.038465648039320434,0.0937773043227211,0,0.00024132007085725528,0.0001353420949531645,0.00005006668523566766,0,0,0,0.0002827014281501962,0.000001567118994194536,0.0009656386708032372,0.0000030507659186043177,0,0.02586150699355635,0.02495681810781884,0.000022044071657171944,9.076027485486812e-7,0.044463208559146004,0.03784807323006802,0.00020596676553288022,0.0000041134970068027204,0.0000013416164725804992,0.08375659492250358,0.08035248828530611,0.00007159581723578231,0.000004654034005755102,F28.A0BZV,P14,
A.01.02.001.004,Bulgur wheat,Grains and grain-based products,Grains for human consumption,1000.00,0.8249877105382402,0.5686652400094916,0.000887666322450049,0.0000041134970068027204,0.0008416078743610018,0.5302774877332304,0.2905158035081126,0.00046827808552360516,0,0.0008271318581557298,3.3721575888941824,0.03348778699587481,0.00306424194733495,0.024077822261629092,0.22667058180027805,1.6096924634416938e-12,0.00203587670567125,0,0,0.21463342334558919,0.042926665954339846,0.14633776522244393,0.1263796332108574,0,0,0,0.12930850426001364,0.038465648039320434,0.12274165120877858,0,0.0002465064063364678,0.0001353420949531645,0.00008642958423397294,0,0,0,0.0002856374658488968,0.0000015671189941945362,0.0005360357700455817,0.000003891503267056454,0,0.0517230139871127,0.04991363621563768,0.00004408814331434389,0.0000018152054970973623,0.044463208559146004,0.03784807323006802,0.00020596676553288022,0.0000041134970068027204,0.0000013416164725804992,0.19852400025875117,0.19038772705567325,0.00016933332807921974,0.00001131919423559405,F28.A0BZV,P14,
A.01.02.002.001,"Barley grain, whole",Grains and grain-based products,Grains for human consumption,1000.00,0.6810829676440654,0.346524319632813,0.0006585901666008116,0.0000041134970068027204,0.0011531926616386984,0.572428824623724,0.24693237432893972,0.00039748277324708604,0,0.0011489064602638141,2.0281936983810596,0.029214101510052038,0.004303844384982511,0.0012294347953348925,0.5384670345769282,1.4741085332819488e-13,0.0017760596945016645,0,0,0.18640745010415782,0.04292666595433984,0.24467307057401025,0.09842163799121652,0,0,0,0.1123597194840886,0.038465648039320434,0.09610700680553066,0,0.00021294225671768396,0.00013534209495316452,0.000049198421576237656,0,0,0,0.00024799286216074074,0.0000015671189941945367,0.0008962383537509526,0.0000031081253579264795,0,0.02586150699355635,0.02495681810781884,0.000022044071657171944,9.076027485486812e-7,0.044463208559146004,0.03784807323006802,0.00020596676553288022,0.0000041134970068027204,0.0000013416164725804992,0.03832942746763901,0.036787053965986395,0.00003309655616367347,0.000002036982153755102,F28.A0BZV,P14,
A.01.02.002.002,"Barley, pearled",Grains and grain-based products,Grains for human consumption,1000.00,0.8912930904765957,0.46846140292494803,0.0008138109711302934,0.0000041134970068027204,0.0014595936124277707,0.7240652202665485,0.31234476028867586,0.0005027759598802391,0,0.0014532517815876984,2.565462209082202,0.036952917000064825,0.005443932762564378,0.0015551120726191054,0.6811069520363564,1.864599883748337e-13,0.002246537907575155,0,0,0.2357867836367492,0.05429793976564446,0.3094869669690655,0.12449352989508976,0,0,0,0.14212380917542364,0.04865519820493642,0.12156575290831573,0,0.0002693506605221984,0.00017119421590625777,0.00006223108345178301,0,0,0,0.00031368617134712093,0.0000019822488157566693,0.0011336518936595798,0.000003931467765241204,0,0.08443523418326214,0.08148151544021773,0.00007197168955350068,0.000002963232213736589,0.044463208559146004,0.03784807323006802,0.00020596676553288022,0.0000041134970068027204,0.0000013416164725804992,0.03832942746763901,0.036787053965986395,0.00003309655616367347,0.000002036982153755102,F28.A0BZV,P14,
A.01.02.003,Corn grain,Grains and grain-based products,Grains for human consumption,1000.00,0.8213335765845584,0.5367262209993011,0.000897227148162731,0.0000041134970068027204,0.0009441718760103452,0.5269269791360655,0.25882604515032587,0.00047504999620193064,0,0.0009301994289337806,1.6400478773876814,0.028449966611701114,0.007974611853279858,0.12177000852014497,0.17865912846689483,1.6584659692007725e-13,0.0017296044169482461,0,0,0.187332739902455,0.042926665954339846,0.1843549956770464,0.11231257760222388,0,0,0,0.11252442446842924,0.038465648039320434,0.10783597264257616,0,0.00022200458676889358,0.00013534209495316452,0.00011770331447987237,0,0,0,0.00024978966574473537,0.0000015671189941945362,0.0006752930244580477,0.0000035496197368032162,0,0.02586150699355635,0.02495681810781884,0.000022044071657171944,9.076027485486812e-7,0.044463208559146004,0.03784807323006802,0.00020596676553288022,0.0000041134970068027204,0.0000013416164725804992,0.22408188189579062,0.21509528451108845,0.00019416631477074827,0.000011723227855435374,F28.A0BZV,P14,
A.01.02.004,Rye grain,Grains and grain-based products,Grains for human consumption,1000.00,0.635560542633985,0.3671251547271418,0.0006443872051433243,0.0000041134970068027204,0.0009125332775618622,0.5052128024968106,0.24672208482979918,0.00036487974009109515,0,0.0009070230820963248,3.650924190604395,0.02268556737397997,0.0016715681222932606,0.000002421968978576173,0.0027460375210456786,3.4038062888663283e-13,0.001379160055494584,0,0,0.14552884791996834,0.042926665954339846,0.19327970749688939,0.12347758112561295,0,0,0,0.08766683843236768,0.038465648039320434,0.12058959835811107,0,0.000167318616768872,0.00013534209495316452,0.00006221902836905855,0,0,0,0.0001936846692596639,0.0000015671189941945362,0.0007079842765453831,0.0000037870172970839912,0,0.02586150699355635,0.02495681810781884,0.000022044071657171944,9.076027485486812e-7,0.044463208559146004,0.03784807323006802,0.00020596676553288022,0.0000041134970068027204,0.0000013416164725804992,0.06002302458447207,0.05759817855945577,0.00005149662786217687,0.0000032609762444081627,F28.A0BZV,P14,
A.01.02.005,Spelt grain,Grains and grain-based products,Grains for human consumption,1000.00,0.769306740303934,0.40360876009526636,0.000726335505471922,0.0000041134970068027204,0.001259861237093116,0.6152254298287281,0.2604513804720734,0.00042672885104608747,0,0.0012529579838662318,1.8999554517234916,0.03348778699587481,0.0030642419473349497,0.0025360330481889455,0.5807465621643562,2.187497478799681e-13,0.0020358767056712496,0,0,0.2125772561065816,0.042926665954339846,0.2636193571292841,0.096102150638523,0,0,0,0.1282084281100318,0.038465648039320434,0.0937773043227211,0,0.00024132007085725528,0.0001353420949531645,0.00005006668523566766,0,0,0,0.0002827014281501962,0.000001567118994194536,0.0009656386708032372,0.0000030507659186043177,0,0.02586150699355635,0.02495681810781884,0.000022044071657171944,9.076027485486812e-7,0.044463208559146004,0.03784807323006802,0.00020596676553288022,0.0000041134970068027204,0.0000013416164725804992,0.08375659492250358,0.08035248828530611,0.00007159581723578231,0.000004654034005755102,F28.A0BZV,P14,
