SUA Code,SUA Name,Category,Producer Country,Share,Waste,Organic
01253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,RoW,0.309,0.07,0
01323,Oranges,Fruits,BR,0.313,0.07,0
01323,Oranges,Fruits,ES,0.103,0.07,0
01323,Oranges,Fruits,US,0.396,0.07,0
01323,Oranges,Fruits,RoW,0.188,0.07,0
01241.90,"Other beans, green",Vegetables,IE,0.529,0.07,0
01241.90,"Other beans, green",Vegetables,KE,0.21,0.07,0
01241.90,"Other beans, green",Vegetables,RoW,0.261,0.07,0
01359.90,"Other fruits, n.e.c.",Fruits,IE,0.141,0.07,0
01359.90,"Other fruits, n.e.c.",Fruits,ES,0.164,0.07,0
01359.90,"Other fruits, n.e.c.",Fruits,RoW,0.695,0.07,0
01449.90,"Other oil seeds, n.e.c.",Oil crops,IN,0.108,0.06,0
01449.90,"Other oil seeds, n.e.c.",Oil crops,MY,0.141,0.06,0
01449.90,"Other oil seeds, n.e.c.",Oil crops,ET,0.109,0.06,0
01449.90,"Other oil seeds, n.e.c.",Oil crops,RoW,0.642,0.06,0
01709.90,Other pulses n.e.c.,Pulses,IE,0.854,0.06,0
01709.90,Other pulses n.e.c.,Pulses,RoW,0.146,0.06,0
01699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,IN,0.608,0.07,0
01699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,TR,0.105,0.07,0
01699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,RoW,0.287,0.07,0
01290.90,"Other vegetables, fresh n.e.c.",Vegetables,IE,0.133,0.07,0
01290.90,"Other vegetables, fresh n.e.c.",Vegetables,RoW,0.867,0.07,0
01317,Papayas,Fruits,BR,0.693,0.07,0
01317,Papayas,Fruits,EC,0.165,0.07,0
01317,Papayas,Fruits,RoW,0.142,0.07,0
01345,Peaches and nectarines,Fruits,IT,0.224,0.07,0
01345,Peaches and nectarines,Fruits,ES,0.692,0.07,0
01345,Peaches and nectarines,Fruits,RoW,0.084,0.07,0
01342.01,Pears,Fruits,NL,0.189,0.07,0
01342.01,Pears,Fruits,PL,0.284,0.07,0
01342.01,Pears,Fruits,ZA,0.28,0.07,0
01342.01,Pears,Fruits,RoW,0.248,0.07,0
01705,"Peas, dry","Pulses, incl feed",CA,0.765,0.06,0
01705,"Peas, dry","Pulses, incl feed",IE,0.124,0.06,0
01705,"Peas, dry","Pulses, incl feed",RoW,0.11,0.06,0
01242,"Peas, green",Vegetables,IE,0.616,0.07,0
01242,"Peas, green",Vegetables,GB,0.246,0.07,0
01242,"Peas, green",Vegetables,RoW,0.137,0.07,0
01651,"Pepper (Piper spp.), raw",Vegetables,BR,0.184,0.07,0
01651,"Pepper (Piper spp.), raw",Vegetables,IN,0.223,0.07,0
01651,"Pepper (Piper spp.), raw",Vegetables,ID,0.303,0.07,0
01651,"Pepper (Piper spp.), raw",Vegetables,RoW,0.29,0.07,0
01359.01,Persimmons,Fruits,IL,0.438,0.07,0
01359.01,Persimmons,Fruits,ES,0.558,0.07,0
01359.01,Persimmons,Fruits,RoW,0.005,0.07,0
21181,"pig meat, cuts, salted, dried or smoked (bacon and ham)",Meat,IE,0.708,0.057,0
21181,"pig meat, cuts, salted, dried or smoked (bacon and ham)",Meat,RoW,0.292,0.057,0
01318,Pineapples,Fruits,CR,0.683,0.07,0
01318,Pineapples,Fruits,TH,0.161,0.07,0
01318,Pineapples,Fruits,RoW,0.156,0.07,0
01375,"pistachios, in shell",Nuts,IR,0.182,0.06,0
01375,"pistachios, in shell",Nuts,US,0.783,0.06,0
01375,"pistachios, in shell",Nuts,RoW,0.035,0.06,0
01313,Plantains and others,Fruits,CO,0.721,0.07,0
01313,Plantains and others,Fruits,EC,0.195,0.07,0
01313,Plantains and others,Fruits,RoW,0.085,0.07,0
01346,Plums and sloes,Fruits,CL,0.198,0.07,0
01346,Plums and sloes,Fruits,FR,0.113,0.07,0
01346,Plums and sloes,Fruits,ZA,0.155,0.07,0
01346,Plums and sloes,Fruits,ES,0.137,0.07,0
01346,Plums and sloes,Fruits,US,0.172,0.07,0
01346,Plums and sloes,Fruits,RoW,0.225,0.07,0
01321,Pomelos and grapefruits,Fruits,IL,0.109,0.07,0
01321,Pomelos and grapefruits,Fruits,ZA,0.363,0.07,0
01321,Pomelos and grapefruits,Fruits,ES,0.165,0.07,0
01321,Pomelos and grapefruits,Fruits,US,0.133,0.07,0
01321,Pomelos and grapefruits,Fruits,RoW,0.229,0.07,0
01448,Poppy seed,Seeds,FR,0.224,0.06,0
01448,Poppy seed,Seeds,CZ,0.118,0.06,0
01448,Poppy seed,Seeds,ES,0.24,0.06,0
01448,Poppy seed,Seeds,TR,0.347,0.06,0
01448,Poppy seed,Seeds,RoW,0.071,0.06,0
01510,Potatoes,Roots,IE,0.639,0.24,0
01510,Potatoes,Roots,GB,0.164,0.24,0
01510,Potatoes,Roots,RoW,0.197,0.24,0
01235,"Pumpkins, squash and gourds",Vegetables,DE,0.101,0.07,0
01235,"Pumpkins, squash and gourds",Vegetables,ES,0.544,0.07,0
01235,"Pumpkins, squash and gourds",Vegetables,RoW,0.354,0.07,0
01342.02,Quinces,Other,TR,0.669,0.06,0
01342.02,Quinces,Other,BE,0.213,0.06,0
01342.02,Quinces,Other,RoW,0.118,0.06,0
01194,Quinoa,Seeds,BO,0.506,0.06,0
01194,Quinoa,Seeds,PE,0.471,0.06,0
01194,Quinoa,Seeds,RoW,0.023,0.06,0
01443,rapeseed or colza seed,Seeds,FR,0.13,0.06,0
01443,rapeseed or colza seed,Seeds,DE,0.132,0.06,0
01443,rapeseed or colza seed,Seeds,IE,0.125,0.06,0
01443,rapeseed or colza seed,Seeds,PL,0.171,0.06,0
01443,rapeseed or colza seed,Seeds,GB,0.144,0.06,0
01443,rapeseed or colza seed,Seeds,RoW,0.298,0.06,0
01353.01,Raspberries,Berries,MA,0.129,0.07,0
01353.01,Raspberries,Berries,ES,0.581,0.07,0
01353.01,Raspberries,Berries,RoW,0.29,0.07,0
02211,raw milk of cattle,Dairy,IE,0.784,0.017,0
02211,raw milk of cattle,Dairy,RoW,0.216,0.017,0
02291,raw milk of sheep,Dairy,RoW,1,0.017,0
0113,Rice,Cereals,GB,0.826,0.045,0
0113,Rice,Cereals,RoW,0.174,0.045,0
0116,Rye,"Cereals, incl feed",FR,0.571,0.045,0
0116,Rye,"Cereals, incl feed",IE,0.359,0.045,0
0116,Rye,"Cereals, incl feed",RoW,0.069,0.045,0
01444,Sesame seed,Seeds,GT,0.156,0.06,0
01444,Sesame seed,Seeds,IN,0.398,0.06,0
01444,Sesame seed,Seeds,RoW,0.446,0.06,0
0114,Sorghum,Cereals,FR,0.815,0.045,0
0114,Sorghum,Cereals,RoW,0.185,0.045,0
01344.01,Sour cherries,Fruits,PL,0.99,0.07,0
01344.01,Sour cherries,Fruits,RoW,0.01,0.07,0
0141,Soya beans,Pulses,AR,0.405,0.06,0
0141,Soya beans,Pulses,BR,0.316,0.06,0
0141,Soya beans,Pulses,US,0.226,0.06,0
0141,Soya beans,Pulses,RoW,0.053,0.06,0
01215,Spinach,Vegetables,FR,0.252,0.07,0
01215,Spinach,Vegetables,ES,0.609,0.07,0
01215,Spinach,Vegetables,RoW,0.139,0.07,0
01354,Strawberries,Fruits,IE,0.815,0.07,0
01354,Strawberries,Fruits,RoW,0.185,0.07,0
01801,Sugar beet,Sugar crops,FR,0.203,0.045,0
01801,Sugar beet,Sugar crops,GB,0.282,0.045,0
01801,Sugar beet,Sugar crops,RoW,0.516,0.045,0
01445,Sunflower seed,Oil crops,BG,0.189,0.06,0
01445,Sunflower seed,Oil crops,FR,0.129,0.06,0
01445,Sunflower seed,Oil crops,RO,0.141,0.06,0
01445,Sunflower seed,Oil crops,RU,0.174,0.06,0
01445,Sunflower seed,Oil crops,UA,0.123,0.06,0
01445,Sunflower seed,Oil crops,RoW,0.244,0.06,0
01530,Sweet potatoes,Roots,US,0.843,0.24,0
01530,Sweet potatoes,Roots,RoW,0.157,0.24,0
01324,"Tangerines, mandarins, clementines",Fruits,PE,0.225,0.07,0
01324,"Tangerines, mandarins, clementines",Fruits,ZA,0.152,0.07,0
01324,"Tangerines, mandarins, clementines",Fruits,ES,0.48,0.07,0
01324,"Tangerines, mandarins, clementines",Fruits,RoW,0.144,0.07,0
01234,"Tomatoes, average",Vegetables,IT,0.338,0.07,0
01234,"Tomatoes, average",Vegetables,NL,0.126,0.07,0
01234,"Tomatoes, average",Vegetables,PL,0.104,0.07,0
01234,"Tomatoes, average",Vegetables,ES,0.175,0.07,0
01234,"Tomatoes, average",Vegetables,RoW,0.256,0.07,0
01191,Triticale,Cereals,FR,0.657,0.045,0
01191,Triticale,Cereals,DE,0.182,0.045,0
01191,Triticale,Cereals,PL,0.101,0.045,0
01191,Triticale,Cereals,RoW,0.06,0.045,0
01929.02,"True hemp, raw or retted",Other,GB,0.826,0.06,0
01929.02,"True hemp, raw or retted",Other,RoW,0.174,0.06,0
01376,"Walnuts, in shell",Nuts,CN,0.202,0.06,0
01376,"Walnuts, in shell",Nuts,US,0.275,0.06,0
01376,"Walnuts, in shell",Nuts,RoW,0.524,0.06,0
01221,Watermelons,Fruits,BR,0.128,0.07,0
01221,Watermelons,Fruits,ES,0.604,0.07,0
01221,Watermelons,Fruits,RoW,0.268,0.07,0
01709.01,Vetches,Other,RoW,1,0.06,0
0111,"Wheat, average","Cereals, incl feed",FR,0.134,0.045,0
0111,"Wheat, average","Cereals, incl feed",IE,0.383,0.045,0
0111,"Wheat, average","Cereals, incl feed",GB,0.201,0.045,0
0111,"Wheat, average","Cereals, incl feed",RoW,0.281,0.045,0
01319,"Other tropical fruits, n.e.c.",Fruits,MX,0.603,0.07,0
01319,"Other tropical fruits, n.e.c.",Fruits,SN,0.106,0.07,0
01319,"Other tropical fruits, n.e.c.",Fruits,TH,0.18,0.07,0
01319,"Other tropical fruits, n.e.c.",Fruits,RoW,0.111,0.07,0
01379.90,Nuts nes,Nuts,CN,0.121,0.06,0
01379.90,Nuts nes,Nuts,TR,0.323,0.06,0
01379.90,Nuts nes,Nuts,RoW,0.556,0.06,0
01620,Tea leaves,Stimulants,LK,0.171,0.07,0
01620,Tea leaves,Stimulants,IN,0.17,0.07,0
01620,Tea leaves,Stimulants,KE,0.447,0.07,0
01620,Tea leaves,Stimulants,RoW,0.212,0.07,0
01655,"Cinnamon and cinnamon-tree flowers, raw",Spices,RoW,1,0.07,0
01656,"Cloves (whole stems), raw",Spices,LK,0.137,0.07,0
01656,"Cloves (whole stems), raw",Spices,KM,0.289,0.07,0
01656,"Cloves (whole stems), raw",Spices,ID,0.148,0.07,0
01656,"Cloves (whole stems), raw",Spices,MG,0.369,0.07,0
01656,"Cloves (whole stems), raw",Spices,RoW,0.057,0.07,0
01657,"Ginger, raw",Spices,RoW,1,0.07,0
01658,Water buffalo milk,Dairy,IE,0.784,0.017,0
01658,Water buffalo milk,Dairy,RoW,0.216,0.017,0
02212,"Vanilla, raw",Spices,MG,0.81,0.07,0
02212,"Vanilla, raw",Spices,RoW,0.19,0.07,0
02292,Goat milk,Dairy,RoW,1,0.017,0
21113.02,Pig meat,Meat,IE,0.708,0.057,0
21113.02,Pig meat,Meat,RoW,0.292,0.057,0
21170.01,Pigeon fresh meat,Meat,FR,0.218,0.057,0
21170.01,Pigeon fresh meat,Meat,IE,0.151,0.057,0
21170.01,Pigeon fresh meat,Meat,NZ,0.284,0.057,0
21170.01,Pigeon fresh meat,Meat,RoW,0.347,0.057,0
21170.92,"Other meat n.e.c, fresh, chilled or frozen",Meat,FR,0.218,0.057,0
21170.92,"Other meat n.e.c, fresh, chilled or frozen",Meat,IE,0.151,0.057,0
21170.92,"Other meat n.e.c, fresh, chilled or frozen",Meat,NZ,0.284,0.057,0
21170.92,"Other meat n.e.c, fresh, chilled or frozen",Meat,RoW,0.347,0.057,0
A02DE,Herrings,Fish,RoW,1,0.02,0
A02ES,Herring roe,Fish,RoW,1,0.02,0
A02DH,Sprat,Fish,RoW,1,0.02,0
A02DB,European sardine,Fish,RoW,1,0.02,0
A02DD,Anchovies,Fish,RoW,1,0.02,0
A029M,Char,Fish,RoW,1,0.02,0
A029B,Smelt,Fish,RoW,1,0.02,0
A029Q,Whitefishes or coregonus,Fish,RoW,1,0.02,0
A027N,Perch,Fish,RoW,1,0.02,0
A029T,Sea bass,Fish,RoW,1,0.02,0
A02CT,Mackerel,Fish,RoW,1,0.02,0
A02DR,Tuna and bonito (generic),Fish,RoW,1,0.02,0
A02AD,Mullets,Fish,RoW,1,0.02,0
A02CB,Hakes,Fish,RoW,1,0.02,0
A02AT,Flounders,Fish,RoW,1,0.02,0
A02AY,Halibut,Fish,RoW,1,0.02,0
