"ECO_ID","ECO_NAME","ISO3CD","ROMNAM","M49Code","area"
80809,"Kazakh forest steppe","KAZ","Kazakhstan","398",47389.1261958074
80810,"Kazakh steppe","KAZ","Kazakhstan","398",665489.073927507
80811,"Kazakh upland","KAZ","Kazakhstan","398",72199.3168516925
80814,"Pontic steppe","KAZ","Kazakhstan","398",74188.9494446835
80818,"Tian Shan foothill arid steppe","KAZ","Kazakhstan","398",69351.7130983985
81001,"Altai alpine meadow and tundra","KAZ","Kazakhstan","398",21222.0888912472
81019,"Tian Shan montane steppe and meadows","KAZ","Kazakhstan","398",19335.9823332383
81308,"Caspian lowland desert","KAZ","Kazakhstan","398",152664.570260981
81310,"Central Asian northern desert","KAZ","Kazakhstan","398",554735.733231938
81311,"Central Asian riparian woodlands","KAZ","Kazakhstan","398",46879.5733970037
81312,"Central Asian southern desert","KAZ","Kazakhstan","398",70752.2117038194
81317,"Junggar Basin semi-desert","KAZ","Kazakhstan","398",31814.1987653523
81318,"Kazakh semi-desert","KAZ","Kazakhstan","398",680440.64947886
-9998,"Lake","KEN","Kenya","404",10873.5678649213
30108,"East African montane forests","KEN","Kenya","404",44004.9940252085
30109,"Eastern Arc forests","KEN","Kenya","404",633.746034028521
30125,"Northern Zanzibar-Inhambane coastal forest mosaic","KEN","Kenya","404",31446.7989176999
30705,"East Sudanian savanna","KEN","Kenya","404",76.7980691749029
30711,"Northern Acacia-Commiphora bushlands and thickets","KEN","Kenya","404",264174.187609691
30715,"Somali Acacia-Commiphora bushlands and thickets","KEN","Kenya","404",102949.701656146
30716,"Southern Acacia-Commiphora bushlands and thickets","KEN","Kenya","404",15822.5645020616
30721,"Victoria Basin forest-savanna mosaic","KEN","Kenya","404",12433.7198882995
30901,"East African halophytics","KEN","Kenya","404",135.393608413212
31005,"East African montane moorlands","KEN","Kenya","404",1724.74317460203
31313,"Masai xeric grasslands and shrublands","KEN","Kenya","404",95655.1991169069
31402,"East African mangroves","KEN","Kenya","404",2862.86817940298
-9999,"Rock and Ice","KGZ","Kyrgyzstan","417",392.139382108739
-9998,"Lake","KGZ","Kyrgyzstan","417",6269.30697034263
80521,"Tian Shan montane conifer forests","KGZ","Kyrgyzstan","417",9985.26523468684
80801,"Alai-Western Tian Shan steppe","KGZ","Kyrgyzstan","417",306.5692368381
80808,"Gissaro-Alai open woodlands","KGZ","Kyrgyzstan","417",46132.9080702398
80818,"Tian Shan foothill arid steppe","KGZ","Kyrgyzstan","417",51144.7620511684
81014,"Pamir alpine desert and tundra","KGZ","Kyrgyzstan","417",14687.7144305968
81019,"Tian Shan montane steppe and meadows","KGZ","Kyrgyzstan","417",65540.1344108672
81310,"Central Asian northern desert","KGZ","Kyrgyzstan","417",3861.03396152549
40106,"Cardamom Mountains rain forests","KHM","Cambodia","116",31355.3449217977
40152,"Southern Annamites montane rain forests","KHM","Cambodia","116",322.03661392532
40163,"Tenasserim-South Thailand semi-evergreen rain forests","KHM","Cambodia","116",22.5854655179473
40164,"Tonle Sap freshwater swamp forests","KHM","Cambodia","116",15808.908654375
40165,"Tonle Sap-Mekong peat swamp forests","KHM","Cambodia","116",14752.0079064124
40202,"Central Indochina dry forests","KHM","Cambodia","116",70615.4636472311
40210,"Southeastern Indochina dry evergreen forests","KHM","Cambodia","116",47314.9242001255
41402,"Indochina mangroves","KHM","Cambodia","116",1063.58836247168
70102,"Central Polynesian tropical moist forests","KIR","Kiribati","296",556.134750263353
70104,"Eastern Micronesia tropical moist forests","KIR","Kiribati","296",305.59953882864
70117,"Western Polynesian tropical moist forests","KIR","Kiribati","296",53.1556231709911
60134,"Leeward Islands moist forests","KNA","Saint Kitts and Nevis","659",63.3935704399239
61305,"Caribbean shrublands","KNA","Saint Kitts and Nevis","659",15.793187765995
61402,"Bahamian-Antillean mangroves","KNA","Saint Kitts and Nevis","659",191.682879814286
80413,"Central Korean deciduous forests","KOR","Republic of Korea","410",75799.7064232667
80426,"Manchurian mixed forests","KOR","Republic of Korea","410",5743.7101364474
80439,"Southern Korea evergreen forests","KOR","Republic of Korea","410",13865.7438864192
81303,"Arabian Desert and East Sahero-Arabian xeric shrublands","KWT","Kuwait","414",990.513832769078
81323,"Persian Gulf desert and semi-desert","KWT","Kuwait","414",15703.3913243684
40121,"Luang Prabang montane rain forests","LAO","Lao People's Democratic Republic","418",50966.0399716776
40136,"Northern Annamites rain forests","LAO","Lao People's Democratic Republic","418",35207.8089898528
40137,"Northern Indochina subtropical forests","LAO","Lao People's Democratic Republic","418",70611.7818753157
40138,"Northern Khorat Plateau moist deciduous forests","LAO","Lao People's Democratic Republic","418",5559.31668964621
40139,"Northern Thailand-Laos moist deciduous forests","LAO","Lao People's Democratic Republic","418",11574.466289213
40141,"Northern Vietnam lowland rain forests","LAO","Lao People's Democratic Republic","418",73.2775255435898
40152,"Southern Annamites montane rain forests","LAO","Lao People's Democratic Republic","418",14793.4061983371
40202,"Central Indochina dry forests","LAO","Lao People's Democratic Republic","418",30414.3620004761
40210,"Southeastern Indochina dry evergreen forests","LAO","Lao People's Democratic Republic","418",11181.0802744042
81207,"Eastern Mediterranean conifer-sclerophyllous-broadleaf forests","LBN","Lebanon","422",6403.61375612852
81220,"Southern Anatolian montane conifer and deciduous forests","LBN","Lebanon","422",3704.75446989437
30114,"Guinean montane forests","LBR","Liberia","430",429.427395888957
30130,"Western Guinean lowland forests","LBR","Liberia","430",93903.586954934
30707,"Guinean forest-savanna mosaic","LBR","Liberia","430",144.18376608445
31403,"Guinean mangroves","LBR","Liberia","430",1324.66264820277
80905,"Saharan halophytics","LBY","Libya","434",2089.77553353961
81213,"Mediterranean dry woodlands and steppe","LBY","Libya","434",51110.8990352301
81214,"Mediterranean woodlands and forests","LBY","Libya","434",12523.0744413411
81321,"North Saharan steppe and woodlands","LBY","Libya","434",344435.066627379
81327,"Sahara desert","LBY","Libya","434",1195744.29138008
81331,"Tibesti-Jebel Uweinat montane xeric woodlands","LBY","Libya","434",7889.62533710753
81332,"West Saharan montane xeric woodlands","LBY","Libya","434",2542.36266416899
60179,"Windward Islands moist forests","LCA","Saint Lucia","662",322.089100210044
60220,"Lesser Antillean dry forests","LCA","Saint Lucia","662",268.548213423654
61305,"Caribbean shrublands","LCA","Saint Lucia","662",18.6667101869528
80445,"Western European broadleaf forests","LIE","Liechtenstein","438",47.1331194974855
80501,"Alps conifer and mixed forests","LIE","Liechtenstein","438",112.861604220318
40154,"Sri Lanka lowland rain forests","LKA","Sri Lanka","144",12487.4273479779
40155,"Sri Lanka montane rain forests","LKA","Sri Lanka","144",3065.68511120478
40212,"Sri Lanka dry-zone dry evergreen forests","LKA","Sri Lanka","144",47944.7474810507
41301,"Deccan thorn scrub forests","LKA","Sri Lanka","144",2347.77910089092
31003,"Drakensberg alti-montane grasslands and woodlands","LSO","Lesotho","426",8208.39868687491
31004,"Drakensberg montane grasslands, woodlands and forests","LSO","Lesotho","426",16272.6464480978
31009,"Highveld grasslands","LSO","Lesotho","426",6093.74751236578
80412,"Central European mixed forests","LTU","Lithuania","440",22163.3059885658
80436,"Sarmatic mixed forests","LTU","Lithuania","440",42742.2333835498
80445,"Western European broadleaf forests","LUX","Luxembourg","442",2595.90714848725
80436,"Sarmatic mixed forests","LVA","Latvia","428",64565.0387113897
80513,"Mediterranean conifer and mixed forests","MAR","Morocco","504",10944.9856635456
81010,"Mediterranean High Atlas juniper steppe","MAR","Morocco","504",6327.64948034812
81212,"Mediterranean acacia-argania dry woodlands and succulent thickets","MAR","Morocco","504",95294.8673356378
81213,"Mediterranean dry woodlands and steppe","MAR","Morocco","504",64702.3430844116
81214,"Mediterranean woodlands and forests","MAR","Morocco","504",145648.00729811
81321,"North Saharan steppe and woodlands","MAR","Morocco","504",90944.0301024772
81211,"Italian sclerophyllous and semi-deciduous forests","MCO","Monaco","492",2.48081490961121
80412,"Central European mixed forests","MDA","Moldova","498",16659.1302146054
80419,"East European forest steppe","MDA","Moldova","498",9693.93715444291
80814,"Pontic steppe","MDA","Moldova","498",7500.73773113329
30117,"Madagascar lowland forests","MDG","Madagascar","450",111444.796115877
30118,"Madagascar subhumid forests","MDG","Madagascar","450",198885.428007471
30202,"Madagascar dry deciduous forests","MDG","Madagascar","450",151112.955091382
31011,"Madagascar ericoid thickets","MDG","Madagascar","450",1273.46825919278
31311,"Madagascar spiny thickets","MDG","Madagascar","450",43179.7320680907
31312,"Madagascar succulent woodlands","MDG","Madagascar","450",79482.5993898242
31404,"Madagascar mangroves","MDG","Madagascar","450",5137.80049490548
40125,"Maldives-Lakshadweep-Chagos Archipelago tropical moist forests","MDV","Maldives","462",58.5181831246241
50201,"Sonoran-Sinaloan transition subtropical dry forest","MEX","Mexico","484",50898.824242667
50302,"Sierra Madre Occidental pine-oak forests","MEX","Mexico","484",215039.086357505
50303,"Sierra Madre Oriental pine-oak forests","MEX","Mexico","484",61491.8809104363
50526,"Sierra Juarez and San Pedro Martir pine-oak forests","MEX","Mexico","484",3998.10397891977
50701,"Western Gulf coastal grasslands","MEX","Mexico","484",3550.99830748121
51201,"California coastal sage and chaparral","MEX","Mexico","484",11763.6816146815
51301,"Baja California desert","MEX","Mexico","484",77444.3967508991
51302,"Central Mexican matorral","MEX","Mexico","484",59194.8299496983
51303,"Chihuahuan desert","MEX","Mexico","484",303349.071752777
51306,"Gulf of California xeric scrub","MEX","Mexico","484",23030.5851653909
51307,"Meseta Central matorral","MEX","Mexico","484",124975.134861346
51310,"Sonoran desert","MEX","Mexico","484",105876.402750167
51311,"Tamaulipan matorral","MEX","Mexico","484",16236.7682899269
51312,"Tamaulipan mezquital","MEX","Mexico","484",83447.9455678725
60112,"Central American montane forests","MEX","Mexico","484",1.7510855094339
60113,"Chiapas montane forests","MEX","Mexico","484",5569.9307552128
60114,"Chimalapas montane forests","MEX","Mexico","484",2076.65997953318
60146,"Oaxacan montane forests","MEX","Mexico","484",7576.9178896418
60148,"Pantanos de Centla","MEX","Mexico","484",17099.2429976506
60154,"Petén-Veracruz moist forests","MEX","Mexico","484",84064.3458532871
60161,"Sierra de los Tuxtlas","MEX","Mexico","484",3846.22700009447
60162,"Sierra Madre de Chiapas moist forests","MEX","Mexico","484",5409.59193981453
60176,"Veracruz moist forests","MEX","Mexico","484",68817.2280112095
60177,"Veracruz montane forests","MEX","Mexico","484",4942.45309383966
60181,"Yucatán moist forests","MEX","Mexico","484",69098.048859626
60204,"Bajío dry forests","MEX","Mexico","484",37383.768087218
60205,"Balsas dry forests","MEX","Mexico","484",62246.5984642775
60209,"Central American dry forests","MEX","Mexico","484",3230.22604416304
60211,"Chiapas Depression dry forests","MEX","Mexico","484",13075.1237938851
60216,"Islas Revillagigedo dry forests","MEX","Mexico","484",131.138512679097
60217,"Jalisco dry forests","MEX","Mexico","484",25295.5731588704
60227,"Sierra de la Laguna dry forests","MEX","Mexico","484",3954.20528411816
60228,"Sinaloan dry forests","MEX","Mexico","484",77307.6096156515
60230,"Southern Pacific dry forests","MEX","Mexico","484",41738.5171138533
60233,"Veracruz dry forests","MEX","Mexico","484",6605.68450130956
60235,"Yucatán dry forests","MEX","Mexico","484",49602.495402283
60303,"Central American pine-oak forests","MEX","Mexico","484",15933.3908122344
60307,"Sierra de la Laguna pine-oak forests","MEX","Mexico","484",1061.0735936161
60308,"Sierra Madre de Oaxaca pine-oak forests","MEX","Mexico","484",14298.3100386685
60309,"Sierra Madre del Sur pine-oak forests","MEX","Mexico","484",60973.4879577762
60310,"Trans-Mexican Volcanic Belt pine-oak forests","MEX","Mexico","484",92025.5286522473
61314,"San Lucan xeric scrub","MEX","Mexico","484",3620.20791332016
61316,"Tehuacán Valley matorral","MEX","Mexico","484",9861.77513225971
61403,"Mesoamerican Gulf-Caribbean mangroves","MEX","Mexico","484",15846.5428485241
61404,"Northern Mesoamerican Pacific mangroves","MEX","Mexico","484",7674.22206942387
61407,"Southern Mesoamerican Pacific mangroves","MEX","Mexico","484",1510.42441434277
70104,"Eastern Micronesia tropical moist forests","MHL","Marshall Islands","584",176.647158965411
80404,"Balkan mixed forests","MKD","North Macedonia","807",18502.7702795407
80435,"Rodope montane mixed forests","MKD","North Macedonia","807",1388.77859636299
81201,"Aegean and Western Turkey sclerophyllous and mixed forests","MKD","North Macedonia","807",2530.36807653753
81217,"Pindus Mountains mixed forests","MKD","North Macedonia","807",3011.30273335485
30713,"Sahelian Acacia savanna","MLI","Mali","466",339506.613120733
30722,"West Sudanian savanna","MLI","Mali","466",343442.836022612
30903,"Inner Niger Delta flooded savanna","MLI","Mali","466",45868.1157064813
81327,"Sahara desert","MLI","Mali","466",275718.183572399
81329,"South Saharan steppe and woodlands","MLI","Mali","466",232192.018078423
81332,"West Saharan montane xeric woodlands","MLI","Mali","466",18014.9143494072
81222,"Tyrrhenian-Adriatic Sclerophyllous and mixed forests","MLT","Malta","470",219.55180521677
40101,"Andaman Islands rain forests","MMR","Myanmar","104",11.1289682962511
40109,"Chin Hills-Arakan Yoma montane forests","MMR","Myanmar","104",29561.1038822665
40116,"Irrawaddy freshwater swamp forests","MMR","Myanmar","104",15092.0324374595
40117,"Irrawaddy moist deciduous forests","MMR","Myanmar","104",137907.344109216
40119,"Kayah-Karen montane rain forests","MMR","Myanmar","104",54983.2882523241
40120,"Lower Gangetic Plains moist deciduous forests","MMR","Myanmar","104",25.0609106098615
40131,"Mizoram-Manipur-Kachin rain forests","MMR","Myanmar","104",70346.3504824847
40132,"Myanmar coastal rain forests","MMR","Myanmar","104",65461.3964716734
40137,"Northern Indochina subtropical forests","MMR","Myanmar","104",136733.608739909
40140,"Northern Triangle subtropical forests","MMR","Myanmar","104",53703.2788049107
40163,"Tenasserim-South Thailand semi-evergreen rain forests","MMR","Myanmar","104",29980.260808176
40202,"Central Indochina dry forests","MMR","Myanmar","104",2.70710635782086
40205,"Irrawaddy dry forests","MMR","Myanmar","104",34987.3850985359
40303,"Northeast India-Myanmar pine forests","MMR","Myanmar","104",44.7053498127212
40401,"Eastern Himalayan broadleaf forests","MMR","Myanmar","104",144.841869877813
40402,"Northern Triangle temperate forests","MMR","Myanmar","104",10673.3038629712
40501,"Eastern Himalayan subalpine conifer forests","MMR","Myanmar","104",14.9117444337837
41404,"Myanmar Coast mangroves","MMR","Myanmar","104",15826.4430271422
80516,"Nujiang Langcang Gorge alpine conifer and mixed forests","MMR","Myanmar","104",4499.26723791304
81003,"Eastern Himalayan alpine shrub and meadows","MMR","Myanmar","104",5253.27822345985
80404,"Balkan mixed forests","MNE","Montenegro","499",148.013204745866
80418,"Dinaric Mountains mixed forests","MNE","Montenegro","499",9546.6173029023
81210,"Illyrian deciduous forests","MNE","Montenegro","499",4158.30581608343
80502,"Altai montane forest and forest steppe","MNG","Mongolia","496",90342.2226451979
80512,"Khangai Mountains conifer forests","MNG","Mongolia","496",2902.01770370789
80519,"Sayan montane conifer forests","MNG","Mongolia","496",38603.9557280899
80609,"Trans-Baikal conifer forests","MNG","Mongolia","496",37943.4949954885
80804,"Daurian forest steppe","MNG","Mongolia","496",94660.5728278621
80813,"Mongolian-Manchurian grassland","MNG","Mongolia","496",308544.625935683
80815,"Sayan Intermontane steppe","MNG","Mongolia","496",289.698212619974
80816,"Selenge-Orkhon forest steppe","MNG","Mongolia","496",202187.135060972
81001,"Altai alpine meadow and tundra","MNG","Mongolia","496",25674.8767633701
81007,"Khangai Mountains alpine meadow","MNG","Mongolia","496",37167.6336107356
81016,"Sayan Alpine meadows and tundra","MNG","Mongolia","496",21756.4836381714
81302,"Alashan Plateau semi-desert","MNG","Mongolia","496",216938.19623548
81314,"Eastern Gobi desert steppe","MNG","Mongolia","496",178498.440537245
81315,"Gobi Lakes Valley desert steppe","MNG","Mongolia","496",139708.313557619
81316,"Great Lakes Basin desert steppe","MNG","Mongolia","496",135917.145715161
81317,"Junggar Basin semi-desert","MNG","Mongolia","496",33739.8668008788
81330,"Taklimakan desert","MNG","Mongolia","496",0.941956497996211
-9998,"Lake","MOZ","Mozambique","508",6808.93157873689
30119,"Maputaland coastal forest mosaic","MOZ","Mozambique","508",17865.0515131175
30128,"Southern Zanzibar-Inhambane coastal forest mosaic","MOZ","Mozambique","508",126065.655304039
30706,"Eastern Miombo woodlands","MOZ","Mozambique","508",281102.542174532
30717,"Southern Africa bushveld","MOZ","Mozambique","508",221.221324550267
30719,"Southern Miombo woodlands","MOZ","Mozambique","508",126198.10810891
30725,"Zambezian and Mopane woodlands","MOZ","Mozambique","508",187948.189973395
30906,"Zambezian coastal flooded savanna","MOZ","Mozambique","508",19467.0291151779
30907,"Zambezian flooded grasslands","MOZ","Mozambique","508",1741.40880691369
30908,"Zambezian halophytics","MOZ","Mozambique","508",8206.93850304489
31006,"Eastern Zimbabwe montane forest-grassland mosaic","MOZ","Mozambique","508",949.066890279749
31015,"Southern Rift montane forest-grassland mosaic","MOZ","Mozambique","508",1385.70304357754
31402,"East African mangroves","MOZ","Mozambique","508",7388.44632213607
31405,"Southern Africa mangroves","MOZ","Mozambique","508",90.2438536217572
30713,"Sahelian Acacia savanna","MRT","Mauritania","478",372645.346301788
30722,"West Sudanian savanna","MRT","Mauritania","478",787.640956158559
80905,"Saharan halophytics","MRT","Mauritania","478",5557.36073653993
81304,"Atlantic coastal desert","MRT","Mauritania","478",16970.7789497277
81321,"North Saharan steppe and woodlands","MRT","Mauritania","478",267528.139619056
81327,"Sahara desert","MRT","Mauritania","478",203886.301488729
81329,"South Saharan steppe and woodlands","MRT","Mauritania","478",153368.913255017
81332,"West Saharan montane xeric woodlands","MRT","Mauritania","478",15424.6387158123
30120,"Mascarene forests","MUS","Mauritius","480",1595.70038122308
40125,"Maldives-Lakshadweep-Chagos Archipelago tropical moist forests","MUS","Mauritius","480",29.7937622750593
-9998,"Lake","MWI","Malawi","454",22024.3030836511
30128,"Southern Zanzibar-Inhambane coastal forest mosaic","MWI","Malawi","454",37.7758735565155
30704,"Central Zambezian Miombo woodlands","MWI","Malawi","454",38068.9669740106
30706,"Eastern Miombo woodlands","MWI","Malawi","454",5918.41445632392
30719,"Southern Miombo woodlands","MWI","Malawi","454",14718.050034931
30725,"Zambezian and Mopane woodlands","MWI","Malawi","454",12674.6113721439
30907,"Zambezian flooded grasslands","MWI","Malawi","454",4450.9745882205
31014,"South Malawi montane forest-grassland mosaic","MWI","Malawi","454",10191.3507743495
31015,"Southern Rift montane forest-grassland mosaic","MWI","Malawi","454",10387.6001371871
40102,"Borneo lowland rain forests","MYS","Malaysia","458",131325.750629641
40103,"Borneo montane rain forests","MYS","Malaysia","458",34019.9473111831
40104,"Borneo peat swamp forests","MYS","Malaysia","458",18942.606429946
40144,"Peninsular Malaysian montane rain forests","MYS","Malaysia","458",16374.2498527203
40145,"Peninsular Malaysian peat swamp forests","MYS","Malaysia","458",3609.63082358979
40146,"Peninsular Malaysian rain forests","MYS","Malaysia","458",108354.956507597
40149,"South China-Vietnam subtropical evergreen forests","MYS","Malaysia","458",1.38932752908032
40153,"Southwest Borneo freshwater swamp forests","MYS","Malaysia","458",1.13745979661583
40161,"Sundaland heath forests","MYS","Malaysia","458",571.540068359928
40163,"Tenasserim-South Thailand semi-evergreen rain forests","MYS","Malaysia","458",2351.42070155862
41001,"Kinabalu montane alpine meadows","MYS","Malaysia","458",4320.05035408024
41404,"Myanmar Coast mangroves","MYS","Malaysia","458",417.951402899192
41405,"Sunda Shelf mangroves","MYS","Malaysia","458",7802.90318231446
30702,"Angolan Mopane woodlands","NAM","Namibia","516",81976.4226081813
30709,"Kalahari Acacia-Baikiaea woodlands","NAM","Namibia","516",105682.01754418
30725,"Zambezian and Mopane woodlands","NAM","Namibia","516",4360.33889168244
30726,"Zambezian Baikiaea woodlands","NAM","Namibia","516",49447.0168647615
30902,"Etosha Pan halophytics","NAM","Namibia","516",7208.25175020462
30907,"Zambezian flooded grasslands","NAM","Namibia","516",3269.49399276091
31309,"Kalahari xeric savanna","NAM","Namibia","516",199856.889253281
31310,"Kaokoveld desert","NAM","Namibia","516",24788.4594342652
31314,"Nama Karoo","NAM","Namibia","516",54934.4853713664
31315,"Namib desert","NAM","Namibia","516",80676.2483137576
31316,"Namibian savanna woodlands","NAM","Namibia","516",191396.325227761
31322,"Succulent Karoo","NAM","Namibia","516",20595.6308089867
-9998,"Lake","NER","Niger","562",931.868392385293
30713,"Sahelian Acacia savanna","NER","Niger","562",439268.556833195
30722,"West Sudanian savanna","NER","Niger","562",111838.985434588
30904,"Lake Chad flooded savanna","NER","Niger","562",3113.04243044856
81327,"Sahara desert","NER","Niger","562",390685.007872019
81329,"South Saharan steppe and woodlands","NER","Niger","562",209829.805959393
81332,"West Saharan montane xeric woodlands","NER","Niger","562",26646.7787131211
-9998,"Lake","NGA","Nigeria","566",3994.97043806834
30103,"Cameroonian Highlands forests","NGA","Nigeria","566",9128.34851662989
30106,"Cross-Niger transition forests","NGA","Nigeria","566",20628.6110570555
30107,"Cross-Sanaga-Bioko coastal forests","NGA","Nigeria","566",16019.1852637895
30122,"Niger Delta swamp forests","NGA","Nigeria","566",14343.288433204
30123,"Nigerian lowland forests","NGA","Nigeria","566",66243.4954092547
30705,"East Sudanian savanna","NGA","Nigeria","566",813.806449262081
30707,"Guinean forest-savanna mosaic","NGA","Nigeria","566",266144.880943413
30710,"Mandara Plateau mosaic","NGA","Nigeria","566",1886.55164819472
30712,"Northern Congolian forest-savanna mosaic","NGA","Nigeria","566",64.0161257668032
30713,"Sahelian Acacia savanna","NGA","Nigeria","566",36465.4650742489
30722,"West Sudanian savanna","NGA","Nigeria","566",437933.905179125
30904,"Lake Chad flooded savanna","NGA","Nigeria","566",5264.2914670682
31010,"Jos Plateau forest-grassland mosaic","NGA","Nigeria","566",13281.3484113613
31401,"Central African mangroves","NGA","Nigeria","566",17973.440020672
-9998,"Lake","NIC","Nicaragua","558",7982.8975187365
60110,"Cayos Miskitos-San Andrés and Providencia moist forests","NIC","Nicaragua","558",42.964940416816
60111,"Central American Atlantic moist forests","NIC","Nicaragua","558",47248.2023295979
60112,"Central American montane forests","NIC","Nicaragua","558",917.5655893539
60119,"Costa Rican seasonal moist forests","NIC","Nicaragua","558",2100.81433433717
60129,"Isthmian-Atlantic moist forests","NIC","Nicaragua","558",18525.8688180438
60209,"Central American dry forests","NIC","Nicaragua","558",24346.9008437281
60303,"Central American pine-oak forests","NIC","Nicaragua","558",10506.7483182072
60306,"Miskito pine forests","NIC","Nicaragua","558",11995.0415782677
61403,"Mesoamerican Gulf-Caribbean mangroves","NIC","Nicaragua","558",3392.67077639097
61407,"Southern Mesoamerican Pacific mangroves","NIC","Nicaragua","558",938.842945222856
60220,"Lesser Antillean dry forests","NLD","Netherlands","528",21.5295134232189
61305,"Caribbean shrublands","NLD","Netherlands","528",464.619889182231
61401,"Amazon-Orinoco-Southern Caribbean mangroves","NLD","Netherlands","528",410.83843722432
80402,"Atlantic mixed forests","NLD","Netherlands","528",34667.2407242713
80445,"Western European broadleaf forests","NLD","Netherlands","528",20.8853136998051
21103,"Scotia Sea Islands tundra","NOR","Norway","578",38.4516547722202
80429,"North Atlantic moist mixed forests","NOR","Norway","578",109.510770355418
80436,"Sarmatic mixed forests","NOR","Norway","578",8860.2714660628
80520,"Scandinavian coastal conifer forests","NOR","Norway","578",16525.7153839774
80608,"Scandinavian and Russian taiga","NOR","Norway","578",97420.6528801236
81101,"Arctic desert","NOR","Norway","578",60007.7559769084
81106,"Kola Peninsula tundra","NOR","Norway","578",3673.59839193081
81110,"Scandinavian Montane Birch forest and grasslands","NOR","Norway","578",183545.616227816
-9999,"Rock and Ice","NPL","Nepal","524",6766.46375075772
40115,"Himalayan subtropical broadleaf forests","NPL","Nepal","524",28222.8346867658
40120,"Lower Gangetic Plains moist deciduous forests","NPL","Nepal","524",210.074646880813
40166,"Upper Gangetic Plains moist deciduous forests","NPL","Nepal","524",4.89949493591297
40301,"Himalayan subtropical pine forests","NPL","Nepal","524",22742.9379640355
40401,"Eastern Himalayan broadleaf forests","NPL","Nepal","524",15305.8772447786
40403,"Western Himalayan broadleaf forests","NPL","Nepal","524",4804.96391316814
40501,"Eastern Himalayan subalpine conifer forests","NPL","Nepal","524",4995.97231694645
40502,"Western Himalayan subalpine conifer forests","NPL","Nepal","524",12090.760899272
40701,"Terai-Duar savanna and grasslands","NPL","Nepal","524",22401.1066550341
81003,"Eastern Himalayan alpine shrub and meadows","NPL","Nepal","524",8594.44931433314
81021,"Western Himalayan alpine shrub and Meadows","NPL","Nepal","524",21469.1865374149
10401,"Chatham Island temperate forests","NZL","New Zealand","554",566.594149914164
10403,"Fiordland temperate forests","NZL","New Zealand","554",10683.4737900275
10404,"Nelson Coast temperate forests","NZL","New Zealand","554",14512.4250399303
10405,"North Island temperate forests","NZL","New Zealand","554",83145.3092344523
10406,"Northland temperate kauri forests","NZL","New Zealand","554",28165.9544635885
10407,"Rakiura Island temperate forests","NZL","New Zealand","554",1392.05815305668
10408,"Richmond temperate forests","NZL","New Zealand","554",12481.300409428
10410,"South Island temperate forests","NZL","New Zealand","554",11328.5326055429
10414,"Westland temperate forests","NZL","New Zealand","554",5246.5738069153
10801,"Cantebury-Otago tussock grasslands","NZL","New Zealand","554",52237.3600252856
11003,"South Island montane grasslands","NZL","New Zealand","554",40006.3064328695
11101,"Antipodes Subantarctic Islands tundra","NZL","New Zealand","554",521.38325672215
70102,"Central Polynesian tropical moist forests","NZL","New Zealand","554",32.860092808879
70103,"Cook Islands tropical moist forests","NZL","New Zealand","554",203.915289423182
70107,"Kermadec Islands subtropical moist forests","NZL","New Zealand","554",31.0176144146452
70114,"Tongan tropical moist forests","NZL","New Zealand","554",263.323738781025
30801,"Al Hajar montane woodlands","OMN","Oman","512",25405.6986499467
31302,"Arabian Peninsula coastal fog desert","OMN","Oman","512",29527.7367630893
31306,"Gulf of Oman desert and semi-desert","OMN","Oman","512",50472.3261592806
31320,"Southwestern Arabian foothills savanna","OMN","Oman","512",4130.74177474105
81303,"Arabian Desert and East Sahero-Arabian xeric shrublands","OMN","Oman","512",114579.610901541
81325,"Red Sea Nubo-Sindian tropical desert and semi-desert","OMN","Oman","512",83633.7960083624
-9999,"Rock and Ice","PAK","Pakistan","586",1507.83406947071
40149,"South China-Vietnam subtropical evergreen forests","PAK","Pakistan","586",14.5416661943631
40301,"Himalayan subtropical pine forests","PAK","Pakistan","586",8766.9615790091
40403,"Western Himalayan broadleaf forests","PAK","Pakistan","586",2567.0755626055
40502,"Western Himalayan subalpine conifer forests","PAK","Pakistan","586",16263.6617745199
40901,"Rann of Kutch seasonal salt marsh","PAK","Pakistan","586",3070.88330309734
41302,"Indus Valley desert","PAK","Pakistan","586",19479.3844542634
41303,"Northwestern thorn scrub forests","PAK","Pakistan","586",243494.062539862
41304,"Thar desert","PAK","Pakistan","586",78406.0688810083
41403,"Indus River Delta-Arabian Sea mangroves","PAK","Pakistan","586",2558.07709991186
80506,"East Afghan montane conifer forests","PAK","Pakistan","586",7313.28994803414
81006,"Karakoram-West Tibetan Plateau alpine steppe","PAK","Pakistan","586",9483.9307547785
81009,"Kuh Rud and Eastern Iran montane woodlands","PAK","Pakistan","586",2084.68478892879
81012,"Northwestern Himalayan alpine shrub and meadows","PAK","Pakistan","586",15634.7804510073
81018,"Sulaiman Range alpine meadows","PAK","Pakistan","586",19584.6847291168
81307,"Baluchistan xeric woodlands","PAK","Pakistan","586",255144.603939402
81309,"Central Afghan Mountains xeric woodlands","PAK","Pakistan","586",25.5438163382677
81326,"Registan-North Pakistan sandy desert","PAK","Pakistan","586",67508.9316716117
81328,"South Iran Nubo-Sindian desert and semi-desert","PAK","Pakistan","586",40016.4439019407
60115,"Chocó-Darién moist forests","PAN","Panama","591",13539.7206578854
60122,"Eastern Panamanian montane forests","PAN","Panama","591",2194.13366341866
