RPC Code,RPC Name,Producer Country Name,Producer Country Code,Share,Waste,SUA Code
"A.02.05.015","Watercresses","Sweden","SE",0.365,0.07,01212
"A.02.05.015","Watercresses","Rest of World","RoW",0.239,0.07,01212
"A.02.05.016","Witloofs","Spain","ES",0.462,0.07,01214
"A.02.05.016","Witloofs","Sweden","SE",0.394,0.07,01214
"A.02.05.016","Witloofs","Rest of World","RoW",0.143,0.07,01214
"A.02.05.017","Oraches leaves","Spain","ES",0.108,0.07,01359.90
"A.02.05.017","Oraches leaves","Turkey","TR",0.104,0.07,01359.90
"A.02.05.017","Oraches leaves","Rest of World","RoW",0.788,0.07,01359.90
"A.02.05.019","Dandelions","Bulgaria","BG",0.177,0.06,01445
"A.02.05.019","Dandelions","France","FR",0.164,0.06,01445
"A.02.05.019","Dandelions","Hungary","HU",0.125,0.06,01445
"A.02.05.019","Dandelions","Russia","RU",0.106,0.06,01445
"A.02.05.019","Dandelions","Ukraine","UA",0.251,0.06,01445
"A.02.05.019","Dandelions","Rest of World","RoW",0.176,0.06,01445
"A.02.05.020","Common nettle","Denmark","DK",0.111,0.07,01215
"A.02.05.020","Common nettle","Italy","IT",0.487,0.07,01215
"A.02.05.020","Common nettle","Spain","ES",0.243,0.07,01215
"A.02.05.020","Common nettle","Rest of World","RoW",0.159,0.07,01215
"A.02.05.021","Garden sorrel","Denmark","DK",0.111,0.07,01215
