eco_id,eco_name,species_group,S
10101,Admiralty Islands lowland rain forests,Amphibians,5
10101,Admiralty Islands lowland rain forests,Birds,65
10101,Admiralty Islands lowland rain forests,Mammals,20
10101,Admiralty Islands lowland rain forests,Plants,303
10101,Admiralty Islands lowland rain forests,Reptiles,29
10102,Banda Sea Islands moist deciduous forests,Amphibians,2
10102,Banda Sea Islands moist deciduous forests,Birds,225
10102,Banda Sea Islands moist deciduous forests,Mammals,19
10102,Banda Sea Islands moist deciduous forests,Plants,30
10102,Banda Sea Islands moist deciduous forests,Reptiles,54
10103,Biak-Numfoor rain forests,Amphibians,3
10103,Biak-Numfoor rain forests,Birds,107
10103,Biak-Numfoor rain forests,Mammals,27
10103,Biak-Numfoor rain forests,Plants,1145
10103,Biak-Numfoor rain forests,Reptiles,64
10104,Buru rain forests,Amphibians,5
10104,Buru rain forests,Birds,178
10104,Buru rain forests,Mammals,24
10104,Buru rain forests,Plants,79
10104,Buru rain forests,Reptiles,26
10105,Central Range montane rain forests,Amphibians,127
10105,Central Range montane rain forests,Birds,348
10105,Central Range montane rain forests,Mammals,139
10105,Central Range montane rain forests,Plants,94
10105,Central Range montane rain forests,Reptiles,79
10106,Halmahera rain forests,Amphibians,15
10106,Halmahera rain forests,Birds,223
10106,Halmahera rain forests,Mammals,50
10106,Halmahera rain forests,Plants,2161
10106,Halmahera rain forests,Reptiles,62
10107,Huon Peninsula montane rain forests,Amphibians,41
10107,Huon Peninsula montane rain forests,Birds,370
10107,Huon Peninsula montane rain forests,Mammals,77
10107,Huon Peninsula montane rain forests,Plants,26
10107,Huon Peninsula montane rain forests,Reptiles,81
10108,Yapen rain forests,Amphibians,16
10108,Yapen rain forests,Birds,147
10108,Yapen rain forests,Mammals,41
10108,Yapen rain forests,Plants,3283
10108,Yapen rain forests,Reptiles,64
10109,Lord Howe Island subtropical forests,Amphibians,0
10109,Lord Howe Island subtropical forests,Birds,29
10109,Lord Howe Island subtropical forests,Mammals,2
10109,Lord Howe Island subtropical forests,Plants,406
10109,Lord Howe Island subtropical forests,Reptiles,2
10110,Louisiade Archipelago rain forests,Amphibians,15
10110,Louisiade Archipelago rain forests,Birds,100
10110,Louisiade Archipelago rain forests,Mammals,26
10110,Louisiade Archipelago rain forests,Plants,135
10110,Louisiade Archipelago rain forests,Reptiles,34
10111,New Britain-New Ireland lowland rain forests,Amphibians,19
10111,New Britain-New Ireland lowland rain forests,Birds,185
10111,New Britain-New Ireland lowland rain forests,Mammals,53
10111,New Britain-New Ireland lowland rain forests,Plants,2334
10111,New Britain-New Ireland lowland rain forests,Reptiles,52
10112,New Britain-New Ireland montane rain forests,Amphibians,19
10112,New Britain-New Ireland montane rain forests,Birds,103
10112,New Britain-New Ireland montane rain forests,Mammals,44
10112,New Britain-New Ireland montane rain forests,Plants,109
10112,New Britain-New Ireland montane rain forests,Reptiles,37
10113,New Caledonia rain forests,Amphibians,0
10113,New Caledonia rain forests,Birds,90
10113,New Caledonia rain forests,Mammals,9
10113,New Caledonia rain forests,Plants,312
10113,New Caledonia rain forests,Reptiles,66
10114,Norfolk Island subtropical forests,Amphibians,0
10114,Norfolk Island subtropical forests,Birds,42
10114,Norfolk Island subtropical forests,Mammals,0
10114,Norfolk Island subtropical forests,Plants,302
10114,Norfolk Island subtropical forests,Reptiles,2
10115,Northern New Guinea lowland rain and freshwater swamp forests,Amphibians,73
10115,Northern New Guinea lowland rain and freshwater swamp forests,Birds,359
10115,Northern New Guinea lowland rain and freshwater swamp forests,Mammals,97
10115,Northern New Guinea lowland rain and freshwater swamp forests,Plants,3217
10115,Northern New Guinea lowland rain and freshwater swamp forests,Reptiles,121
10116,Northern New Guinea montane rain forests,Amphibians,42
10116,Northern New Guinea montane rain forests,Birds,264
10116,Northern New Guinea montane rain forests,Mammals,68
10116,Northern New Guinea montane rain forests,Plants,40
10116,Northern New Guinea montane rain forests,Reptiles,23
10117,Queensland tropical rain forests,Amphibians,63
10117,Queensland tropical rain forests,Birds,374
10117,Queensland tropical rain forests,Mammals,97
10117,Queensland tropical rain forests,Plants,63
10117,Queensland tropical rain forests,Reptiles,172
10118,Seram rain forests,Amphibians,8
10118,Seram rain forests,Birds,213
10118,Seram rain forests,Mammals,47
10118,Seram rain forests,Plants,237
10118,Seram rain forests,Reptiles,56
10119,Solomon Islands rain forests,Amphibians,26
10119,Solomon Islands rain forests,Birds,198
10119,Solomon Islands rain forests,Mammals,45
10119,Solomon Islands rain forests,Plants,71
10119,Solomon Islands rain forests,Reptiles,71
10120,Southeastern Papuan rain forests,Amphibians,90
10120,Southeastern Papuan rain forests,Birds,509
10120,Southeastern Papuan rain forests,Mammals,137
10120,Southeastern Papuan rain forests,Plants,162
10120,Southeastern Papuan rain forests,Reptiles,119
10121,Southern New Guinea freshwater swamp forests,Amphibians,44
10121,Southern New Guinea freshwater swamp forests,Birds,339
10121,Southern New Guinea freshwater swamp forests,Mammals,93
10121,Southern New Guinea freshwater swamp forests,Plants,250
10121,Southern New Guinea freshwater swamp forests,Reptiles,116
10122,Southern New Guinea lowland rain forests,Amphibians,65
10122,Southern New Guinea lowland rain forests,Birds,344
10122,Southern New Guinea lowland rain forests,Mammals,119
10122,Southern New Guinea lowland rain forests,Plants,206
10122,Southern New Guinea lowland rain forests,Reptiles,116
10123,Sulawesi lowland rain forests,Amphibians,26
10123,Sulawesi lowland rain forests,Birds,337
10123,Sulawesi lowland rain forests,Mammals,116
10123,Sulawesi lowland rain forests,Plants,3211
10123,Sulawesi lowland rain forests,Reptiles,113
10124,Sulawesi montane rain forests,Amphibians,19
10124,Sulawesi montane rain forests,Birds,168
10124,Sulawesi montane rain forests,Mammals,125
10124,Sulawesi montane rain forests,Plants,1793
10124,Sulawesi montane rain forests,Reptiles,58
10125,Trobriand Islands rain forests,Amphibians,20
10125,Trobriand Islands rain forests,Birds,136
10125,Trobriand Islands rain forests,Mammals,39
10125,Trobriand Islands rain forests,Plants,301
10125,Trobriand Islands rain forests,Reptiles,43
10126,Vanuatu rain forests,Amphibians,0
10126,Vanuatu rain forests,Birds,79
10126,Vanuatu rain forests,Mammals,14
10126,Vanuatu rain forests,Plants,455
10126,Vanuatu rain forests,Reptiles,28
10127,Vogelkop montane rain forests,Amphibians,37
10127,Vogelkop montane rain forests,Birds,354
10127,Vogelkop montane rain forests,Mammals,30
10127,Vogelkop montane rain forests,Plants,258
10127,Vogelkop montane rain forests,Reptiles,43
10128,Vogelkop-Aru lowland rain forests,Amphibians,49
10128,Vogelkop-Aru lowland rain forests,Birds,366
10128,Vogelkop-Aru lowland rain forests,Mammals,48
10128,Vogelkop-Aru lowland rain forests,Plants,1836
10128,Vogelkop-Aru lowland rain forests,Reptiles,112
10201,Lesser Sundas deciduous forests,Amphibians,12
10201,Lesser Sundas deciduous forests,Birds,273
10201,Lesser Sundas deciduous forests,Mammals,51
10201,Lesser Sundas deciduous forests,Plants,680
10201,Lesser Sundas deciduous forests,Reptiles,59
10202,New Caledonia dry forests,Amphibians,0
10202,New Caledonia dry forests,Birds,79
10202,New Caledonia dry forests,Mammals,7
10202,New Caledonia dry forests,Plants,2998
10202,New Caledonia dry forests,Reptiles,32
10203,Sumba deciduous forests,Amphibians,5
10203,Sumba deciduous forests,Birds,180
10203,Sumba deciduous forests,Mammals,17
10203,Sumba deciduous forests,Plants,217
10203,Sumba deciduous forests,Reptiles,27
10204,Timor and Wetar deciduous forests,Amphibians,6
10204,Timor and Wetar deciduous forests,Birds,229
10204,Timor and Wetar deciduous forests,Mammals,40
10204,Timor and Wetar deciduous forests,Plants,171
10204,Timor and Wetar deciduous forests,Reptiles,57
10401,Chatham Island temperate forests,Amphibians,0
10401,Chatham Island temperate forests,Birds,56
10401,Chatham Island temperate forests,Mammals,0
10401,Chatham Island temperate forests,Plants,350
10401,Chatham Island temperate forests,Reptiles,1
10402,Eastern Australian temperate forests,Amphibians,69
10402,Eastern Australian temperate forests,Birds,379
10402,Eastern Australian temperate forests,Mammals,87
10402,Eastern Australian temperate forests,Plants,172
10402,Eastern Australian temperate forests,Reptiles,184
10403,Fiordland temperate forests,Amphibians,0
10403,Fiordland temperate forests,Birds,44
10403,Fiordland temperate forests,Mammals,1
10403,Fiordland temperate forests,Plants,278
10403,Fiordland temperate forests,Reptiles,2
10404,Nelson Coast temperate forests,Amphibians,0
10404,Nelson Coast temperate forests,Birds,51
10404,Nelson Coast temperate forests,Mammals,1
10404,Nelson Coast temperate forests,Plants,300
10404,Nelson Coast temperate forests,Reptiles,7
10405,North Island temperate forests,Amphibians,1
10405,North Island temperate forests,Birds,58
10405,North Island temperate forests,Mammals,2
10405,North Island temperate forests,Plants,166
10405,North Island temperate forests,Reptiles,16
10406,Northland temperate kauri forests,Amphibians,2
10406,Northland temperate kauri forests,Birds,61
10406,Northland temperate kauri forests,Mammals,1
10406,Northland temperate kauri forests,Plants,163
10406,Northland temperate kauri forests,Reptiles,17
10407,Rakiura Island temperate forests,Amphibians,0
10407,Rakiura Island temperate forests,Birds,45
10407,Rakiura Island temperate forests,Mammals,2
10407,Rakiura Island temperate forests,Plants,87
10407,Rakiura Island temperate forests,Reptiles,4
10408,Richmond temperate forests,Amphibians,1
10408,Richmond temperate forests,Birds,57
10408,Richmond temperate forests,Mammals,1
10408,Richmond temperate forests,Plants,208
10408,Richmond temperate forests,Reptiles,14
10409,Southeast Australia temperate forests,Amphibians,44
10409,Southeast Australia temperate forests,Birds,344
10409,Southeast Australia temperate forests,Mammals,67
10409,Southeast Australia temperate forests,Plants,204
10409,Southeast Australia temperate forests,Reptiles,92
10410,South Island temperate forests,Amphibians,0
10410,South Island temperate forests,Birds,47
10410,South Island temperate forests,Mammals,1
10410,South Island temperate forests,Plants,105
10410,South Island temperate forests,Reptiles,4
10411,Tasmanian Central Highland forests,Amphibians,11
10411,Tasmanian Central Highland forests,Birds,147
10411,Tasmanian Central Highland forests,Mammals,34
10411,Tasmanian Central Highland forests,Plants,127
10411,Tasmanian Central Highland forests,Reptiles,15
10412,Tasmanian temperate forests,Amphibians,12
10412,Tasmanian temperate forests,Birds,161
10412,Tasmanian temperate forests,Mammals,35
10412,Tasmanian temperate forests,Plants,406
10412,Tasmanian temperate forests,Reptiles,16
10413,Tasmanian temperate rain forests,Amphibians,12
10413,Tasmanian temperate rain forests,Birds,150
10413,Tasmanian temperate rain forests,Mammals,33
10413,Tasmanian temperate rain forests,Plants,359
10413,Tasmanian temperate rain forests,Reptiles,16
10414,Westland temperate forests,Amphibians,0
10414,Westland temperate forests,Birds,49
10414,Westland temperate forests,Mammals,1
10414,Westland temperate forests,Plants,38
10414,Westland temperate forests,Reptiles,1
10701,Arnhem Land tropical savanna,Amphibians,27
10701,Arnhem Land tropical savanna,Birds,282
10701,Arnhem Land tropical savanna,Mammals,65
10701,Arnhem Land tropical savanna,Plants,311
10701,Arnhem Land tropical savanna,Reptiles,133
10702,Brigalow tropical savanna,Amphibians,42
10702,Brigalow tropical savanna,Birds,386
10702,Brigalow tropical savanna,Mammals,106
10702,Brigalow tropical savanna,Plants,302
10702,Brigalow tropical savanna,Reptiles,173
10703,Cape York Peninsula tropical savanna,Amphibians,36
10703,Cape York Peninsula tropical savanna,Birds,327
10703,Cape York Peninsula tropical savanna,Mammals,78
10703,Cape York Peninsula tropical savanna,Plants,76
10703,Cape York Peninsula tropical savanna,Reptiles,139
10704,Carpentaria tropical savanna,Amphibians,32
10704,Carpentaria tropical savanna,Birds,306
10704,Carpentaria tropical savanna,Mammals,82
10704,Carpentaria tropical savanna,Plants,119
10704,Carpentaria tropical savanna,Reptiles,158
10705,Einasleigh upland savanna,Amphibians,22
10705,Einasleigh upland savanna,Birds,267
10705,Einasleigh upland savanna,Mammals,106
10705,Einasleigh upland savanna,Plants,300
10705,Einasleigh upland savanna,Reptiles,147
10706,Kimberly tropical savanna,Amphibians,42
10706,Kimberly tropical savanna,Birds,309
10706,Kimberly tropical savanna,Mammals,79
10706,Kimberly tropical savanna,Plants,121
10706,Kimberly tropical savanna,Reptiles,199
10707,Mitchell grass downs,Amphibians,24
10707,Mitchell grass downs,Birds,231
10707,Mitchell grass downs,Mammals,78
10707,Mitchell grass downs,Plants,321
10707,Mitchell grass downs,Reptiles,144
10708,Trans Fly savanna and grasslands,Amphibians,23
10708,Trans Fly savanna and grasslands,Birds,306
10708,Trans Fly savanna and grasslands,Mammals,45
10708,Trans Fly savanna and grasslands,Plants,355
10708,Trans Fly savanna and grasslands,Reptiles,71
10709,Victoria Plains tropical savanna,Amphibians,22
10709,Victoria Plains tropical savanna,Birds,213
10709,Victoria Plains tropical savanna,Mammals,64
10709,Victoria Plains tropical savanna,Plants,586
10709,Victoria Plains tropical savanna,Reptiles,130
10801,Cantebury-Otago tussock grasslands,Amphibians,0
10801,Cantebury-Otago tussock grasslands,Birds,47
10801,Cantebury-Otago tussock grasslands,Mammals,0
10801,Cantebury-Otago tussock grasslands,Plants,52
10801,Cantebury-Otago tussock grasslands,Reptiles,10
10802,Eastern Australia mulga shrublands,Amphibians,21
10802,Eastern Australia mulga shrublands,Birds,214
10802,Eastern Australia mulga shrublands,Mammals,38
10802,Eastern Australia mulga shrublands,Plants,200
10802,Eastern Australia mulga shrublands,Reptiles,96
10803,Southeast Australia temperate savanna,Amphibians,30
10803,Southeast Australia temperate savanna,Birds,295
10803,Southeast Australia temperate savanna,Mammals,59
10803,Southeast Australia temperate savanna,Plants,139
10803,Southeast Australia temperate savanna,Reptiles,131
11001,Australian Alps montane grasslands,Amphibians,19
11001,Australian Alps montane grasslands,Birds,226
11001,Australian Alps montane grasslands,Mammals,41
11001,Australian Alps montane grasslands,Plants,192
11001,Australian Alps montane grasslands,Reptiles,55
11002,Central Range sub-alpine grasslands,Amphibians,65
11002,Central Range sub-alpine grasslands,Birds,84
11002,Central Range sub-alpine grasslands,Mammals,28
11002,Central Range sub-alpine grasslands,Plants,98
11002,Central Range sub-alpine grasslands,Reptiles,6
11003,South Island montane grasslands,Amphibians,0
11003,South Island montane grasslands,Birds,41
11003,South Island montane grasslands,Mammals,1
11003,South Island montane grasslands,Plants,297
11003,South Island montane grasslands,Reptiles,9
11101,Antipodes Subantarctic Islands tundra,Amphibians,0
11101,Antipodes Subantarctic Islands tundra,Birds,68
11101,Antipodes Subantarctic Islands tundra,Mammals,0
11101,Antipodes Subantarctic Islands tundra,Plants,225
11101,Antipodes Subantarctic Islands tundra,Reptiles,0
11201,Coolgardie woodlands,Amphibians,9
11201,Coolgardie woodlands,Birds,189
11201,Coolgardie woodlands,Mammals,36
11201,Coolgardie woodlands,Plants,212
11201,Coolgardie woodlands,Reptiles,109
11202,Esperance mallee,Amphibians,21
11202,Esperance mallee,Birds,222
11202,Esperance mallee,Mammals,39
11202,Esperance mallee,Plants,42
11202,Esperance mallee,Reptiles,99
11203,Eyre and York mallee,Amphibians,7
11203,Eyre and York mallee,Birds,264
11203,Eyre and York mallee,Mammals,27
11203,Eyre and York mallee,Plants,298
11203,Eyre and York mallee,Reptiles,85
11204,Jarrah-Karri forest and shrublands,Amphibians,18
11204,Jarrah-Karri forest and shrublands,Birds,194
11204,Jarrah-Karri forest and shrublands,Mammals,29
11204,Jarrah-Karri forest and shrublands,Plants,127
11204,Jarrah-Karri forest and shrublands,Reptiles,46
11205,Swan Coastal Plain Scrub and Woodlands,Amphibians,16
11205,Swan Coastal Plain Scrub and Woodlands,Birds,226
11205,Swan Coastal Plain Scrub and Woodlands,Mammals,33
11205,Swan Coastal Plain Scrub and Woodlands,Plants,323
11205,Swan Coastal Plain Scrub and Woodlands,Reptiles,83
11206,Mount Lofty woodlands,Amphibians,11
11206,Mount Lofty woodlands,Birds,267
11206,Mount Lofty woodlands,Mammals,39
11206,Mount Lofty woodlands,Plants,209
11206,Mount Lofty woodlands,Reptiles,76
11207,Murray-Darling woodlands and mallee,Amphibians,28
11207,Murray-Darling woodlands and mallee,Birds,293
11207,Murray-Darling woodlands and mallee,Mammals,52
11207,Murray-Darling woodlands and mallee,Plants,451
11207,Murray-Darling woodlands and mallee,Reptiles,127
11208,Naracoorte woodlands,Amphibians,11
11208,Naracoorte woodlands,Birds,273
11208,Naracoorte woodlands,Mammals,43
11208,Naracoorte woodlands,Plants,251
11208,Naracoorte woodlands,Reptiles,47
11209,Southwest Australia savanna,Amphibians,21
11209,Southwest Australia savanna,Birds,251
11209,Southwest Australia savanna,Mammals,46
11209,Southwest Australia savanna,Plants,90
11209,Southwest Australia savanna,Reptiles,139
11210,Southwest Australia woodlands,Amphibians,20
11210,Southwest Australia woodlands,Birds,207
11210,Southwest Australia woodlands,Mammals,39
11210,Southwest Australia woodlands,Plants,417
11210,Southwest Australia woodlands,Reptiles,72
11301,Carnarvon xeric shrublands,Amphibians,11
11301,Carnarvon xeric shrublands,Birds,217
11301,Carnarvon xeric shrublands,Mammals,45
11301,Carnarvon xeric shrublands,Plants,298
11301,Carnarvon xeric shrublands,Reptiles,152
11302,Central Ranges xeric scrub,Amphibians,14
11302,Central Ranges xeric scrub,Birds,186
11302,Central Ranges xeric scrub,Mammals,41
11302,Central Ranges xeric scrub,Plants,129
11302,Central Ranges xeric scrub,Reptiles,135
11303,Gibson desert,Amphibians,9
11303,Gibson desert,Birds,120
11303,Gibson desert,Mammals,29
11303,Gibson desert,Plants,215
11303,Gibson desert,Reptiles,104
11304,Great Sandy-Tanami desert,Amphibians,16
11304,Great Sandy-Tanami desert,Birds,184
11304,Great Sandy-Tanami desert,Mammals,58
11304,Great Sandy-Tanami desert,Plants,585
11304,Great Sandy-Tanami desert,Reptiles,145
11305,Great Victoria desert,Amphibians,9
11305,Great Victoria desert,Birds,160
11305,Great Victoria desert,Mammals,39
11305,Great Victoria desert,Plants,72
11305,Great Victoria desert,Reptiles,135
11306,Nullarbor Plains xeric shrublands,Amphibians,4
11306,Nullarbor Plains xeric shrublands,Birds,166
11306,Nullarbor Plains xeric shrublands,Mammals,30
11306,Nullarbor Plains xeric shrublands,Plants,328
11306,Nullarbor Plains xeric shrublands,Reptiles,100
11307,Pilbara shrublands,Amphibians,10
11307,Pilbara shrublands,Birds,208
11307,Pilbara shrublands,Mammals,47
11307,Pilbara shrublands,Plants,4745
11307,Pilbara shrublands,Reptiles,124
11308,Simpson desert,Amphibians,17
11308,Simpson desert,Birds,208
11308,Simpson desert,Mammals,54
11308,Simpson desert,Plants,361
11308,Simpson desert,Reptiles,123
11309,Tirari-Sturt stony desert,Amphibians,15
11309,Tirari-Sturt stony desert,Birds,249
11309,Tirari-Sturt stony desert,Mammals,52
11309,Tirari-Sturt stony desert,Plants,382
11309,Tirari-Sturt stony desert,Reptiles,147
11310,Western Australian Mulga shrublands,Amphibians,12
11310,Western Australian Mulga shrublands,Birds,170
11310,Western Australian Mulga shrublands,Mammals,50
11310,Western Australian Mulga shrublands,Plants,203
11310,Western Australian Mulga shrublands,Reptiles,142
11401,New Guinea mangroves,Amphibians,16
11401,New Guinea mangroves,Birds,306
11401,New Guinea mangroves,Mammals,38
11401,New Guinea mangroves,Plants,4017
11401,New Guinea mangroves,Reptiles,43
21101,Marielandia Antarctic tundra,Amphibians,0
21101,Marielandia Antarctic tundra,Birds,1
21101,Marielandia Antarctic tundra,Mammals,0
21101,Marielandia Antarctic tundra,Plants,69
21101,Marielandia Antarctic tundra,Reptiles,0
21102,Maudlandia Antarctic desert,Amphibians,0
21102,Maudlandia Antarctic desert,Birds,0
21102,Maudlandia Antarctic desert,Mammals,0
21102,Maudlandia Antarctic desert,Plants,94
21102,Maudlandia Antarctic desert,Reptiles,0
21103,Scotia Sea Islands tundra,Amphibians,0
21103,Scotia Sea Islands tundra,Birds,55
21103,Scotia Sea Islands tundra,Mammals,0
21103,Scotia Sea Islands tundra,Plants,406
21103,Scotia Sea Islands tundra,Reptiles,0
21104,Southern Indian Ocean Islands tundra,Amphibians,0
21104,Southern Indian Ocean Islands tundra,Birds,81
21104,Southern Indian Ocean Islands tundra,Mammals,0
21104,Southern Indian Ocean Islands tundra,Plants,373
21104,Southern Indian Ocean Islands tundra,Reptiles,0
30101,Albertine Rift montane forests,Amphibians,66
30101,Albertine Rift montane forests,Birds,732
30101,Albertine Rift montane forests,Mammals,228
30101,Albertine Rift montane forests,Plants,178
30101,Albertine Rift montane forests,Reptiles,130
30102,Atlantic Equatorial coastal forests,Amphibians,93
30102,Atlantic Equatorial coastal forests,Birds,484
30102,Atlantic Equatorial coastal forests,Mammals,161
30102,Atlantic Equatorial coastal forests,Plants,147
30102,Atlantic Equatorial coastal forests,Reptiles,120
30103,Cameroonian Highlands forests,Amphibians,89
30103,Cameroonian Highlands forests,Birds,573
30103,Cameroonian Highlands forests,Mammals,144
30103,Cameroonian Highlands forests,Plants,450
30103,Cameroonian Highlands forests,Reptiles,38
30104,Central Congolian lowland forests,Amphibians,18
30104,Central Congolian lowland forests,Birds,342
30104,Central Congolian lowland forests,Mammals,115
30104,Central Congolian lowland forests,Plants,378
30104,Central Congolian lowland forests,Reptiles,77
30105,Comoros forests,Amphibians,1
30105,Comoros forests,Birds,79
30105,Comoros forests,Mammals,5
30105,Comoros forests,Plants,409
30105,Comoros forests,Reptiles,18
30106,Cross-Niger transition forests,Amphibians,29
30106,Cross-Niger transition forests,Birds,373
30106,Cross-Niger transition forests,Mammals,104
30106,Cross-Niger transition forests,Plants,20
30106,Cross-Niger transition forests,Reptiles,69
30107,Cross-Sanaga-Bioko coastal forests,Amphibians,108
30107,Cross-Sanaga-Bioko coastal forests,Birds,485
30107,Cross-Sanaga-Bioko coastal forests,Mammals,158
30107,Cross-Sanaga-Bioko coastal forests,Plants,171
30107,Cross-Sanaga-Bioko coastal forests,Reptiles,129
30108,East African montane forests,Amphibians,17
30108,East African montane forests,Birds,621
30108,East African montane forests,Mammals,192
30108,East African montane forests,Plants,419
30108,East African montane forests,Reptiles,61
30109,Eastern Arc forests,Amphibians,78
30109,Eastern Arc forests,Birds,547
30109,Eastern Arc forests,Mammals,159
30109,Eastern Arc forests,Plants,360
30109,Eastern Arc forests,Reptiles,85
30110,Eastern Congolian swamp forests,Amphibians,13
30110,Eastern Congolian swamp forests,Birds,352
30110,Eastern Congolian swamp forests,Mammals,122
30110,Eastern Congolian swamp forests,Plants,121
30110,Eastern Congolian swamp forests,Reptiles,75
30111,Eastern Guinean forests,Amphibians,61
30111,Eastern Guinean forests,Birds,517
30111,Eastern Guinean forests,Mammals,181
30111,Eastern Guinean forests,Plants,907
30111,Eastern Guinean forests,Reptiles,92
30112,Ethiopian montane forests,Amphibians,28
30112,Ethiopian montane forests,Birds,482
30112,Ethiopian montane forests,Mammals,132
30112,Ethiopian montane forests,Plants,866
30112,Ethiopian montane forests,Reptiles,60
30113,Granitic Seychelles forests,Amphibians,5
30113,Granitic Seychelles forests,Birds,54
30113,Granitic Seychelles forests,Mammals,3
30113,Granitic Seychelles forests,Plants,205
30113,Granitic Seychelles forests,Reptiles,31
30114,Guinean montane forests,Amphibians,20
30114,Guinean montane forests,Birds,405
30114,Guinean montane forests,Mammals,128
30114,Guinean montane forests,Plants,2482
30114,Guinean montane forests,Reptiles,51
30115,Knysna-Amatole montane forests,Amphibians,24
30115,Knysna-Amatole montane forests,Birds,272
30115,Knysna-Amatole montane forests,Mammals,55
30115,Knysna-Amatole montane forests,Plants,44
30115,Knysna-Amatole montane forests,Reptiles,36
30116,KwaZulu-Cape coastal forest mosaic,Amphibians,40
30116,KwaZulu-Cape coastal forest mosaic,Birds,373
30116,KwaZulu-Cape coastal forest mosaic,Mammals,74
30116,KwaZulu-Cape coastal forest mosaic,Plants,74
30116,KwaZulu-Cape coastal forest mosaic,Reptiles,88
30117,Madagascar lowland forests,Amphibians,88
30117,Madagascar lowland forests,Birds,172
30117,Madagascar lowland forests,Mammals,87
30117,Madagascar lowland forests,Plants,187
30117,Madagascar lowland forests,Reptiles,150
30118,Madagascar subhumid forests,Amphibians,86
30118,Madagascar subhumid forests,Birds,151
30118,Madagascar subhumid forests,Mammals,104
30118,Madagascar subhumid forests,Plants,319
30118,Madagascar subhumid forests,Reptiles,154
30119,Maputaland coastal forest mosaic,Amphibians,47
30119,Maputaland coastal forest mosaic,Birds,389
30119,Maputaland coastal forest mosaic,Mammals,97
30119,Maputaland coastal forest mosaic,Plants,145
30119,Maputaland coastal forest mosaic,Reptiles,107
30120,Mascarene forests,Amphibians,1
30120,Mascarene forests,Birds,54
30120,Mascarene forests,Mammals,6
30120,Mascarene forests,Plants,177
30120,Mascarene forests,Reptiles,19
30121,Mount Cameroon and Bioko montane forests,Amphibians,81
30121,Mount Cameroon and Bioko montane forests,Birds,403
30121,Mount Cameroon and Bioko montane forests,Mammals,123
30121,Mount Cameroon and Bioko montane forests,Plants,175
30121,Mount Cameroon and Bioko montane forests,Reptiles,55
30122,Niger Delta swamp forests,Amphibians,3
30122,Niger Delta swamp forests,Birds,333
30122,Niger Delta swamp forests,Mammals,96
30122,Niger Delta swamp forests,Plants,37
30122,Niger Delta swamp forests,Reptiles,63
30123,Nigerian lowland forests,Amphibians,35
30123,Nigerian lowland forests,Birds,407
30123,Nigerian lowland forests,Mammals,125
30123,Nigerian lowland forests,Plants,497
30123,Nigerian lowland forests,Reptiles,74
30124,Northeastern Congolian lowland forests,Amphibians,62
30124,Northeastern Congolian lowland forests,Birds,554
30124,Northeastern Congolian lowland forests,Mammals,201
30124,Northeastern Congolian lowland forests,Plants,76
30124,Northeastern Congolian lowland forests,Reptiles,117
30125,Northern Zanzibar-Inhambane coastal forest mosaic,Amphibians,55
30125,Northern Zanzibar-Inhambane coastal forest mosaic,Birds,552
30125,Northern Zanzibar-Inhambane coastal forest mosaic,Mammals,172
30125,Northern Zanzibar-Inhambane coastal forest mosaic,Plants,2030
30125,Northern Zanzibar-Inhambane coastal forest mosaic,Reptiles,191
30126,Northwestern Congolian lowland forests,Amphibians,75
30126,Northwestern Congolian lowland forests,Birds,525
30126,Northwestern Congolian lowland forests,Mammals,192
30126,Northwestern Congolian lowland forests,Plants,354
30126,Northwestern Congolian lowland forests,Reptiles,123
30127,"Sao Tome, Principe and Annobon moist lowland forests",Amphibians,11
30127,"Sao Tome, Principe and Annobon moist lowland forests",Birds,106
30127,"Sao Tome, Principe and Annobon moist lowland forests",Mammals,10
30127,"Sao Tome, Principe and Annobon moist lowland forests",Plants,3215
30127,"Sao Tome, Principe and Annobon moist lowland forests",Reptiles,22
30128,Southern Zanzibar-Inhambane coastal forest mosaic,Amphibians,47
30128,Southern Zanzibar-Inhambane coastal forest mosaic,Birds,445
30128,Southern Zanzibar-Inhambane coastal forest mosaic,Mammals,111
30128,Southern Zanzibar-Inhambane coastal forest mosaic,Plants,48
30128,Southern Zanzibar-Inhambane coastal forest mosaic,Reptiles,130
30129,Western Congolian swamp forests,Amphibians,19
30129,Western Congolian swamp forests,Birds,321
30129,Western Congolian swamp forests,Mammals,130
30129,Western Congolian swamp forests,Plants,2343
30129,Western Congolian swamp forests,Reptiles,77
30130,Western Guinean lowland forests,Amphibians,57
30130,Western Guinean lowland forests,Birds,453
30130,Western Guinean lowland forests,Mammals,171
30130,Western Guinean lowland forests,Plants,943
30130,Western Guinean lowland forests,Reptiles,87
30201,Cape Verde Islands dry forests,Amphibians,2
30201,Cape Verde Islands dry forests,Birds,67
30201,Cape Verde Islands dry forests,Mammals,4
30201,Cape Verde Islands dry forests,Plants,441
30201,Cape Verde Islands dry forests,Reptiles,15
30202,Madagascar dry deciduous forests,Amphibians,20
30202,Madagascar dry deciduous forests,Birds,162
30202,Madagascar dry deciduous forests,Mammals,70
30202,Madagascar dry deciduous forests,Plants,1097
30202,Madagascar dry deciduous forests,Reptiles,105
30203,Zambezian Cryptosepalum dry forests,Amphibians,14
30203,Zambezian Cryptosepalum dry forests,Birds,380
