no.csv,Code,Name,Category,Country_name,Country_code,Carbon_Footprint,Carbon_Dioxide,Methane_fossil,Methane_bio,Nitrous_Oxide,HFC,Land,N_input,P_input,Water,Pesticides,Biodiversity,Ammonia,Labour,Animal_Welfare,Antibiotics
114,1709.02,Lupins,Pulses,France,FR,0.250763405,0.144216625,1.70E-04,0,3.72E-04,NA,4.304148338,1.17E-02,2.67E-03,6.10E-02,2.041484716,1.43E-09,8.13E-05,1.01E-02,,
115,112,Maize (corn),"Cereals, incl feed",France,FR,0.354709094,0.166218309,2.93E-04,0,6.59E-04,NA,1.103268101,2.00E-02,5.60E-03,9.10E-02,4.63E-02,3.67E-10,1.21E-03,2.32E-03,,
116,118,Millet,Cereals,France,FR,0.431646103,0.201891556,3.12E-04,0,8.08E-04,NA,2.635046113,2.32E-02,7.91E-03,2.40E-02,0.140469167,8.75E-10,1.41E-03,4.64E-03,,
117,1199.02,Mixed grain,Cereals,France,FR,0.418027355,0.202991085,3.20E-04,0,7.53E-04,NA,2.594531765,2.28E-02,7.78E-03,6.70E-02,0.314542484,8.62E-10,1.39E-03,6.09E-03,,
118,117,Oats,"Cereals, incl feed",France,FR,0.367199594,0.176687668,2.78E-04,0,6.67E-04,NA,2.236165959,1.81E-02,3.82E-03,5.30E-02,8.72E-02,7.43E-10,1.10E-03,5.13E-03,,
119,1450,Olives,"Oil crops, tree",France,FR,1.275423752,1.045409244,7.64E-04,0,7.59E-04,NA,6.929814835,2.22E-02,2.22E-02,0.419,0.532876297,2.30E-09,1.35E-03,0.773367336,,
120,1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,France,FR,9.64E-02,5.74E-02,1.49E-04,0,1.27E-04,NA,0.264362972,3.14E-03,9.60E-04,0.04,0,8.78E-11,1.91E-04,7.05E-03,,
121,1323,Oranges,Fruits,France,FR,0.508747233,0.266420535,3.95E-04,0,8.45E-04,NA,1.012680789,2.63E-02,7.60E-03,0.139,0.199636497,3.36E-10,1.60E-03,4.90E-02,,
122,1241.9,"Other beans, green",Vegetables,France,FR,0.155277402,5.43E-02,1.38E-04,0,3.55E-04,NA,0.906110629,2.96E-03,1.56E-03,5.50E-02,0.292503596,3.01E-10,4.76E-05,2.13E-03,,
123,1359.9,"Other fruits, n.e.c.",Fruits,France,FR,0.225054648,0.133364072,2.14E-04,0,3.12E-04,NA,0.581395349,5.79E-03,2.93E-03,0.116,6.883924661,1.93E-10,3.52E-04,2.61E-02,,
124,1449.9,"Other oil seeds, n.e.c.",Oil crops,France,FR,1.237281872,0.563021624,9.39E-04,0,2.37E-03,NA,6.036241595,8.52E-02,9.27E-03,0.558,0.974745237,2.01E-09,5.18E-03,1.45E-02,,
125,1709.9,Other pulses n.e.c.,Pulses,France,FR,0.264252203,0.157433991,1.76E-04,0,3.72E-04,NA,5.086728725,1.35E-02,2.67E-03,6.10E-02,1.731481481,1.69E-09,8.13E-05,1.20E-02,,
126,1290.9,"Other vegetables, fresh n.e.c.",Vegetables,France,FR,0.251185362,0.11248391,2.30E-04,0,4.83E-04,NA,0.744039869,1.25E-02,2.83E-03,5.50E-02,0.281105991,2.47E-10,7.57E-04,2.77E-02,,
127,1345,Peaches and nectarines,Fruits,France,FR,0.154951567,0.102372465,1.70E-04,0,1.74E-04,NA,0.495762716,4.46E-04,1.69E-03,0.116,1.901346803,1.65E-10,2.71E-05,2.50E-02,,
128,1342.01,Pears,Fruits,France,FR,0.178945926,0.107597296,1.87E-04,0,2.41E-04,NA,0.455743646,3.04E-03,4.14E-04,0.116,3.132326079,1.51E-10,1.85E-04,1.97E-02,,
129,1705,"Peas, dry","Pulses, incl feed",France,FR,0.21225366,0.114584057,1.42E-04,0,3.42E-04,NA,3.011431394,1.90E-02,1.69E-03,2.60E-02,1.010856294,1.00E-09,0,6.26E-03,,
130,1242,"Peas, green",Vegetables,France,FR,0.157771251,6.09E-02,1.30E-04,0,3.41E-04,NA,1.574728753,9.92E-03,1.24E-03,2.60E-02,0.528593969,5.23E-10,0,3.71E-03,,
131,1346,Plums and sloes,Fruits,France,FR,0.267117424,0.167650804,2.35E-04,0,3.39E-04,NA,0.834877857,6.78E-03,9.92E-04,0.116,1.860107286,2.77E-10,4.12E-04,4.21E-02,,
132,1321,Pomelos and grapefruits,Fruits,France,FR,0.205367506,0.112894216,1.98E-04,0,3.17E-04,NA,0.428353213,6.00E-03,1.37E-03,7.80E-02,0.154678927,1.42E-10,3.65E-04,1.75E-02,,
133,1448,Poppy seed,Seeds,France,FR,1.612933358,0.798951561,1.15E-03,0,2.86E-03,NA,16.77570877,0.103916867,6.39E-02,0.558,1.187810731,5.57E-09,6.32E-03,4.03E-02,,
134,1510,Potatoes,Roots,France,FR,9.10E-02,5.37E-02,1.41E-04,0,1.21E-04,NA,0.240669601,2.94E-03,1.19E-03,1.70E-02,0.453394332,8.00E-11,1.79E-04,4.01E-03,,
135,1235,"Pumpkins, squash and gourds",Vegetables,France,FR,0.105966981,5.24E-02,1.37E-04,0,1.81E-04,NA,0.34576951,7.82E-04,0,5.50E-02,0.106890628,1.15E-10,4.75E-05,7.93E-03,,
136,1443,"Rape or colza seed, average",Oil crops,France,FR,0.719454983,0.32718206,4.99E-04,0,1.38E-03,NA,3.050417297,4.72E-02,9.27E-03,1.30E-02,0.669888423,1.01E-09,2.87E-03,7.33E-03,,
137,1353.01,Raspberries,Berries,France,FR,0.505687609,0.249526494,3.80E-04,0,8.97E-04,NA,1.29655945,2.84E-02,3.55E-03,0.116,0.198900842,4.31E-10,1.73E-03,0.345278968,,
138,113,Rice,Cereals,France,FR,1.508624988,0.235819321,4.95E-04,0.04,6.52E-04,NA,1.888945137,1.79E-02,1.79E-02,0.93,6.41E-02,6.28E-10,1.09E-03,7.03E-02,,
139,116,Rye,"Cereals, incl feed",France,FR,0.337340079,0.16458557,2.49E-04,0,6.06E-04,NA,2.239772081,1.59E-02,1.17E-03,1.00E-03,0,7.44E-10,9.68E-04,5.42E-03,,
140,114,Sorghum,Cereals,France,FR,0.338214248,0.16268946,2.56E-04,0,6.15E-04,NA,1.898231987,1.67E-02,5.69E-03,1.70E-02,0.140469167,6.31E-10,1.02E-03,3.34E-03,,
141,1344.01,Sour cherries,Fruits,France,FR,0.776369776,0.520594033,5.09E-04,0,8.81E-04,NA,3.103108539,2.75E-02,3.57E-03,0.116,0.998900918,1.03E-09,1.67E-03,0.252223765,,
142,141,Soya beans,Pulses,France,FR,0.240797561,0.135766232,1.68E-04,0,3.66E-04,NA,3.800056241,9.58E-02,8.36E-03,7.20E-02,0.676147938,1.26E-09,6.93E-05,8.16E-03,,
143,1215,Spinach,Vegetables,France,FR,0.244607036,0.104233503,2.28E-04,0,4.89E-04,NA,0.498084368,1.27E-02,2.54E-03,5.50E-02,1.63E-04,1.65E-10,7.72E-04,1.76E-03,,
144,1354,Strawberries,Fruits,France,FR,0.182515128,0.10336236,1.92E-04,0,2.69E-04,NA,0.577852976,4.14E-03,1.76E-03,0.116,0.156898997,1.92E-10,2.52E-04,7.06E-02,,
145,1801,Sugar beet,Sugar crops,France,FR,7.01E-02,4.29E-02,1.26E-04,0,8.60E-05,NA,0.121863953,1.58E-03,3.60E-04,3.00E-03,4.51E-02,4.05E-11,9.58E-05,5.51E-04,,
146,1445,Sunflower seed,Oil crops,France,FR,0.829515687,0.382976113,5.75E-04,0,1.57E-03,NA,4.192801798,5.45E-02,3.35E-02,5.30E-02,0.770993975,1.39E-09,3.31E-03,9.20E-03,,
147,1324,"Tangerines, mandarins, clementines",Fruits,France,FR,0.26939935,0.142283593,2.51E-04,0,4.38E-04,NA,0.484294804,1.07E-02,3.08E-03,0.139,1.632073489,1.61E-10,6.49E-04,1.56E-02,,
148,1234,"Tomatoes, average",Vegetables,France,FR,6.496622955,6.044414603,1.33E-02,0,2.02E-04,NA,8.07E-02,0,0,0,0,0,0,0,,
149,1191,Triticale,Cereals,France,FR,0.362453835,0.172856394,2.73E-04,0,6.65E-04,NA,1.998608968,1.94E-02,7.52E-03,3.00E-03,0.227042195,6.64E-10,1.18E-03,4.83E-03,,
150,1929.02,"True hemp, raw or retted",Other,France,FR,0.250105781,0.10882537,2.19E-04,0,4.94E-04,NA,1.463049229,1.29E-02,4.39E-03,6.70E-02,0.213888889,4.86E-10,7.83E-04,5.44E-02,,
151,1376,"Walnuts, in shell",Nuts,France,FR,3.602858916,1.837426676,2.32E-03,0,6.21E-03,NA,6.764343791,0.229376258,0,0.554,8.867132586,2.25E-09,1.39E-02,5.87E-02,,
152,1221,Watermelons,Fruits,France,FR,3.61E-02,3.23E-02,1.12E-04,0,1.60E-06,NA,0.486221456,0,0,0,0,0,0,0,,
153,111,"Wheat, average","Cereals, incl feed",France,FR,0.405124659,0.179775363,3.00E-04,0,7.93E-04,NA,1.41349549,2.35E-02,2.15E-03,3.00E-03,0.265461103,4.70E-10,1.43E-03,3.32E-03,,
154,1341,Apples,Fruits,Germany,DE,0.172918296,0.107638914,1.89E-04,0,2.18E-04,NA,0.352799642,2.17E-03,3.17E-04,0.02,1.318645738,1.18E-11,1.32E-04,1.79E-02,,
155,1343,Apricots,Fruits,Germany,DE,0.472067938,0.367587384,3.53E-04,0,3.44E-04,NA,2.301813829,6.78E-03,9.92E-04,0.123,0.852169957,7.67E-11,4.12E-04,0.131010036,,
156,1211,Asparagus,Vegetables,Germany,DE,0.310708415,0.172672176,2.78E-04,0,4.75E-04,NA,1.811154539,1.21E-02,2.42E-03,3.80E-02,0,6.04E-11,7.34E-04,0.109031503,,
157,115,"Barley, average","Cereals, incl feed",Germany,DE,0.373318109,0.177252444,2.90E-04,0,6.87E-04,NA,1.5289725,2.05E-02,3.05E-03,0,0.314968335,5.10E-11,1.25E-03,4.18E-03,,
158,1355.01,Blueberries,Berries,Germany,DE,0.587497914,0.329644045,4.17E-04,0,8.99E-04,NA,2.28933536,2.84E-02,3.55E-03,0.123,0.152156062,7.63E-11,1.73E-03,0.404617132,,
159,1702,"Broad beans and horse beans, dry","Pulses, incl feed",Germany,DE,0.229661993,0.125428222,1.74E-04,0,3.63E-04,NA,2.72759012,7.56E-03,2.02E-03,8.20E-02,1.052256313,9.09E-11,6.14E-05,6.40E-03,,
160,1243,"Broad beans and horse beans, green",Vegetables,Germany,DE,0.191526706,0.13361871,2.07E-04,0,1.89E-04,NA,1.823745901,5.39E-03,2.02E-03,8.20E-02,0.430556902,6.08E-11,6.14E-05,4.85E-03,,
161,1212,Cabbages,Vegetables,Germany,DE,0.158691165,8.82E-02,2.06E-04,0,2.36E-04,NA,0.184355789,5.97E-03,4.77E-04,3.80E-02,1.25E-02,6.14E-12,3.63E-04,5.16E-03,,
162,1251,Carrots and turnips,Vegetables,Germany,DE,9.69E-02,6.98E-02,1.71E-04,0,8.05E-05,NA,0.174200429,1.33E-03,4.76E-04,3.80E-02,0.619652841,5.81E-12,8.08E-05,2.68E-03,,
163,1213,"Cauliflowers and broccoli, average",Vegetables,Germany,DE,0.30476823,0.138067173,2.86E-04,0,5.79E-04,NA,0.463922595,1.62E-02,1.85E-03,3.80E-02,1.79E-02,1.55E-11,9.82E-04,1.98E-02,,
164,1344.02,Cherries,Berries,Germany,DE,0.545829237,0.288813856,3.99E-04,0,8.98E-04,NA,1.780049913,2.84E-02,3.55E-03,0.123,4.711792915,5.93E-11,1.73E-03,0.1633534,,
165,1232,"Cucumbers and gherkins, averrage",Vegetables,Germany,DE,7.604858101,7.014972636,1.54E-02,0,4.75E-04,NA,9.32E-02,3.18E-03,1.54E-03,2.03E-02,1.82E-03,3.79E-12,1.94E-04,4.89E-03,,
166,1351.01,Currants,Berries,Germany,DE,0.31099113,0.202480446,2.45E-04,0,3.71E-04,NA,1.687570034,8.00E-03,5.00E-03,0.123,0.314453125,5.62E-11,4.86E-04,0.217573342,,
167,1351.02,Gooseberries,Berries,Germany,DE,0.519925132,0.263431014,3.88E-04,0,8.97E-04,NA,1.463443189,2.84E-02,3.55E-03,0.123,9.66E-02,4.88E-11,1.73E-03,0.258648949,,
168,1330,Grapes,Fruits,Germany,DE,0.225167284,0.166097792,2.14E-04,0,1.93E-04,NA,0.85959245,1.12E-03,7.74E-04,4.10E-02,1.771941772,2.86E-11,6.79E-05,4.89E-02,,
169,1254,Leeks and other alliaceous vegetables,Vegetables,Germany,DE,0.169087783,9.69E-02,2.19E-04,0,2.41E-04,NA,0.255698627,7.53E-03,1.51E-03,3.80E-02,0.119936571,8.52E-12,4.57E-04,2.91E-02,,
170,1214,Lettuce and chicory,Vegetables,Germany,DE,0.193513425,9.65E-02,2.13E-04,0,3.32E-04,NA,0.340532416,6.60E-03,1.33E-03,3.80E-02,1.758671229,1.13E-11,4.01E-04,1.43E-02,,
171,1441,Linseed,Seeds,Germany,DE,0.240031263,0.189255965,1.93E-04,0,1.65E-04,NA,6.571597555,0,0,6.80E-02,0.686784599,2.19E-10,0,1.78E-02,,
172,1709.02,Lupins,Pulses,Germany,DE,0.299749748,0.192087411,1.96E-04,0,3.73E-04,NA,6.790525858,1.76E-02,2.67E-03,3.90E-02,1.269828336,2.26E-10,8.13E-05,1.81E-02,,
173,112,Maize (corn),"Cereals, incl feed",Germany,DE,0.355917704,0.167591671,2.87E-04,0,6.59E-04,NA,1.054325158,2.00E-02,5.60E-03,2.10E-02,0.943402566,3.51E-11,1.21E-03,2.50E-03,,
174,1199.02,Mixed grain,Cereals,Germany,DE,0.43531839,0.212489468,3.26E-04,0,7.81E-04,NA,2.71640218,2.39E-02,8.15E-03,8.00E-03,0.209162968,9.05E-11,1.45E-03,7.20E-03,,
175,117,Oats,"Cereals, incl feed",Germany,DE,0.37246215,0.181893886,2.79E-04,0,6.68E-04,NA,2.310066345,1.81E-02,3.82E-03,4.00E-03,0,7.70E-11,1.10E-03,5.99E-03,,
176,1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,Germany,DE,0.118790091,7.85E-02,1.84E-04,0,1.27E-04,NA,0.235314825,3.14E-03,9.60E-04,0.03,0,7.84E-12,1.91E-04,7.08E-03,,
177,1241.9,"Other beans, green",Vegetables,Germany,DE,0.18314856,8.06E-02,1.83E-04,0,3.56E-04,NA,0.983293838,3.14E-03,1.56E-03,8.20E-02,0.539828317,3.28E-11,4.76E-05,2.31E-03,,
178,1709.9,Other pulses n.e.c.,Pulses,Germany,DE,0.217245078,0.111242963,1.60E-04,0,3.71E-04,NA,2.003847387,6.15E-03,2.67E-03,3.90E-02,0.374719461,6.68E-11,8.13E-05,5.33E-03,,
179,1290.9,"Other vegetables, fresh n.e.c.",Vegetables,Germany,DE,0.272289834,0.132456969,2.62E-04,0,4.84E-04,NA,0.697181852,1.25E-02,2.83E-03,3.80E-02,0.382752836,2.32E-11,7.57E-04,2.93E-02,,
180,1345,Peaches and nectarines,Fruits,Germany,DE,0.251870881,0.193010541,2.42E-04,0,1.89E-04,NA,1.038119757,9.34E-04,3.53E-03,0.123,1.901435413,3.46E-11,5.68E-05,5.91E-02,,
181,1342.01,Pears,Fruits,Germany,DE,0.217057821,0.144052514,2.33E-04,0,2.42E-04,NA,0.563249544,3.04E-03,4.14E-04,0.123,3.132326079,1.88E-11,1.85E-04,2.75E-02,,
182,1705,"Peas, dry","Pulses, incl feed",Germany,DE,0.220186959,0.122241186,1.49E-04,0,3.42E-04,NA,3.125703283,1.97E-02,1.69E-03,2.00E-03,1.010856294,1.04E-10,0,7.33E-03,,
183,1242,"Peas, green",Vegetables,Germany,DE,0.186630515,8.85E-02,1.64E-04,0,3.42E-04,NA,1.953292861,1.23E-02,1.24E-03,2.00E-03,0.528593969,6.51E-11,0,5.20E-03,,
184,1346,Plums and sloes,Fruits,Germany,DE,0.31033891,0.209112793,2.83E-04,0,3.40E-04,NA,0.984017586,6.78E-03,9.92E-04,0.123,1.860076227,3.28E-11,4.12E-04,5.60E-02,,
185,1448,Poppy seed,Seeds,Germany,DE,1.60175208,0.790974638,1.05E-03,0,2.86E-03,NA,17.99208348,0.103916867,6.39E-02,6.80E-02,0.686784599,6.00E-10,6.32E-03,4.88E-02,,
186,1510,Potatoes,Roots,Germany,DE,0.114807134,7.62E-02,1.78E-04,0,1.22E-04,NA,0.240589579,2.94E-03,1.19E-03,1.10E-02,0.225004827,8.02E-12,1.79E-04,4.52E-03,,
187,1235,"Pumpkins, squash and gourds",Vegetables,Germany,DE,0.131937241,7.71E-02,1.72E-04,0,1.82E-04,NA,0.425718869,7.82E-04,0,3.80E-02,0.106890628,1.42E-11,4.75E-05,1.10E-02,,
188,1443,"Rape or colza seed, average",Oil crops,Germany,DE,0.725425663,0.332829697,5.09E-04,0,1.38E-03,NA,2.98462916,4.72E-02,9.27E-03,2.00E-03,0.4945791,9.95E-11,2.87E-03,8.10E-03,,
189,1353.01,Raspberries,Berries,Germany,DE,0.521201631,0.264681826,3.89E-04,0,8.97E-04,NA,1.479044892,2.84E-02,3.55E-03,0.123,0.198900842,4.93E-11,1.73E-03,0.444698511,,
190,116,Rye,"Cereals, incl feed",Germany,DE,0.340450564,0.167364132,2.59E-04,0,6.06E-04,NA,1.985174715,1.59E-02,1.17E-03,0,0,6.62E-11,9.68E-04,5.42E-03,,
191,1344.01,Sour cherries,Fruits,Germany,DE,0.600479374,0.347353273,4.62E-04,0,8.77E-04,NA,1.466886504,2.75E-02,3.57E-03,0.123,4.711792915,4.89E-11,1.67E-03,0.134614708,,
192,141,Soya beans,Pulses,Germany,DE,0.238301919,0.13405827,1.69E-04,0,3.63E-04,NA,3.421400174,8.62E-02,7.53E-03,0.04,0.676286714,1.14E-10,6.24E-05,8.30E-03,,
193,1215,Spinach,Vegetables,Germany,DE,0.267760839,0.126191071,2.61E-04,0,4.90E-04,NA,0.504269143,1.27E-02,2.54E-03,3.80E-02,1.48E-04,1.68E-11,7.72E-04,2.01E-03,,
194,1354,Strawberries,Fruits,Germany,DE,0.23753255,0.156382919,2.44E-04,0,2.71E-04,NA,0.945735584,4.14E-03,1.76E-03,0.123,0.156902987,3.15E-11,2.52E-04,0.130389511,,
195,1801,Sugar beet,Sugar crops,Germany,DE,9.48E-02,6.63E-02,1.64E-04,0,8.68E-05,NA,0.133095571,1.58E-03,3.60E-04,3.00E-03,2.21E-02,4.44E-12,9.58E-05,6.79E-04,,
196,1445,Sunflower seed,Oil crops,Germany,DE,0.915092744,0.423441885,6.39E-04,0,1.73E-03,NA,4.662135071,6.06E-02,3.73E-02,6.80E-02,0.771006905,1.55E-10,3.68E-03,1.15E-02,,
197,1234,"Tomatoes, average",Vegetables,Germany,DE,3.183721023,2.90393608,6.41E-03,0,3.25E-04,NA,3.81E-02,2.70E-03,7.46E-04,1.50E-02,7.13E-02,1.54E-12,1.64E-04,7.73E-03,,
198,1191,Triticale,Cereals,Germany,DE,0.364963916,0.175053277,2.83E-04,0,6.65E-04,NA,1.707953598,1.94E-02,7.52E-03,1.00E-03,0.227042195,5.69E-11,1.18E-03,4.66E-03,,
199,1376,"Walnuts, in shell",Nuts,Germany,DE,3.119533102,1.367171467,2.00E-03,0,6.20E-03,NA,3.131360576,0.229376258,0,9.00E-03,2.597508016,1.04E-10,1.39E-02,3.07E-02,,
200,111,"Wheat, average","Cereals, incl feed",Germany,DE,0.411835603,0.186088577,3.11E-04,0,7.93E-04,NA,1.357389902,2.35E-02,2.15E-03,1.00E-03,0.258978472,4.52E-11,1.43E-03,3.60E-03,,
201,1640,Cocoa beans,Stimulants,Ghana,GH,9.44E-02,4.78E-02,9.50E-05,0,1.60E-04,NA,18.41078135,0,0.112305766,0,14.47087414,3.94E-09,0,4.322483246,,
202,1317,Papayas,Fruits,Ghana,GH,0.201710612,0.142968177,4.62E-04,0,1.65E-04,NA,2.8674164,0,0.112338858,2.00E-03,14.47513812,6.14E-10,0,0.673212023,,
203,1371,"Almonds, in shell",Nuts,Greece,GR,1.437119663,1.070070225,1.05E-03,0,1.23E-03,NA,5.501821103,6.27E-02,0,0.798,7.559427865,9.07E-09,3.81E-03,0.154331584,,
204,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,Greece,GR,1.277165846,0.760031521,9.83E-04,0,1.79E-03,NA,8.161266629,9.88E-02,1.71E-02,8.60E-02,0,1.35E-08,6.00E-03,0.281563699,,
205,1341,Apples,Fruits,Greece,GR,0.170430729,0.130222038,2.43E-04,0,1.21E-04,NA,0.379794045,2.17E-03,3.17E-04,0.134,0.436370481,6.26E-10,1.32E-04,1.26E-02,,
206,1343,Apricots,Fruits,Greece,GR,0.271966707,0.207330409,3.21E-04,0,2.02E-04,NA,0.821502331,6.78E-03,9.92E-04,0.216,1.213132999,1.36E-09,4.12E-04,3.07E-02,,
207,1216,Artichokes,Vegetables,Greece,GR,0.138720781,0.103442383,2.15E-04,0,1.06E-04,NA,0.687985976,1.33E-03,4.76E-04,8.60E-02,0.546258355,1.13E-09,8.08E-05,1.90E-02,,
208,1211,Asparagus,Vegetables,Greece,GR,0.277476034,0.18847986,3.14E-04,0,2.92E-04,NA,1.849180813,1.21E-02,2.42E-03,8.60E-02,4.71E-02,3.05E-09,7.34E-04,7.32E-02,,
209,1311,Avocados,Vegetables,Greece,GR,0.304008933,0.188634577,3.45E-04,0,3.85E-04,NA,1.289128266,1.75E-02,9.93E-03,8.60E-02,1.100759639,2.13E-09,1.07E-03,4.29E-02,,
210,1312,Bananas,Fruits,Greece,GR,0.135970086,0.102508571,2.14E-04,0,9.93E-05,NA,0.216502327,9.53E-04,0,8.90E-02,7.92E-02,3.57E-10,5.79E-05,7.21E-03,,
211,115,"Barley, average","Cereals, incl feed",Greece,GR,0.37382846,0.2187286,3.16E-04,0,5.34E-04,NA,3.521399545,2.05E-02,3.05E-03,9.00E-03,0.158872902,5.81E-09,1.25E-03,6.32E-03,,
212,1701,"Beans, dry",Pulses,Greece,GR,0.373444852,0.237342167,3.66E-04,0,4.59E-04,NA,4.457917261,2.78E-02,5.56E-03,0.301,1.052455134,7.35E-09,1.01E-03,6.87E-03,,
213,1702,"Broad beans and horse beans, dry","Pulses, incl feed",Greece,GR,0.222786122,0.163893586,2.45E-04,0,1.89E-04,NA,3.823243793,1.02E-02,2.02E-03,0.301,1.052455134,6.31E-09,6.14E-05,5.89E-03,,
214,1243,"Broad beans and horse beans, green",Vegetables,Greece,GR,0.167300166,0.131527391,2.73E-04,0,1.01E-04,NA,1.040439815,3.51E-03,2.02E-03,0.301,0.430587291,1.72E-09,6.14E-05,1.60E-03,,
215,1212,Cabbages,Vegetables,Greece,GR,0.168475878,0.110623868,2.45E-04,0,1.85E-04,NA,0.400218039,5.97E-03,4.77E-04,8.60E-02,0.141846598,6.60E-10,3.63E-04,7.36E-03,,
216,1229,Cantaloupes and other melons,Fruits,Greece,GR,0.234740196,0.170326526,3.05E-04,0,2.03E-04,NA,0.510220742,6.89E-03,2.50E-03,0.216,0.534839249,8.42E-10,4.19E-04,1.17E-02,,
217,1251,Carrots and turnips,Vegetables,Greece,GR,0.111525175,9.22E-02,2.10E-04,0,4.77E-05,NA,0.388267187,1.33E-03,4.76E-04,8.60E-02,0.619652841,6.40E-10,8.08E-05,3.93E-03,,
218,1213,"Cauliflowers and broccoli, average",Vegetables,Greece,GR,0.262349808,0.154313553,3.22E-04,0,3.61E-04,NA,0.51367453,1.62E-02,1.85E-03,8.60E-02,0.103728623,8.47E-10,9.82E-04,1.44E-02,,
219,1199.9,Cereals n.e.c.,Cereals,Greece,GR,0.464353423,0.277572829,4.45E-04,0,6.36E-04,NA,3.641766694,3.20E-02,1.09E-02,0.181,0.271031327,6.01E-09,1.95E-03,6.35E-03,,
220,1344.02,Cherries,Berries,Greece,GR,0.481140791,0.311713888,4.30E-04,0,5.74E-04,NA,1.978654278,2.84E-02,3.55E-03,0.216,0.876716664,3.26E-09,1.73E-03,0.119324725,,
221,1373,"Chestnuts, in shell",Nuts,Greece,GR,2.574706149,1.392958206,2.19E-03,0,4.09E-03,NA,2.824188611,0.229376258,0,0.798,2.091343739,4.66E-09,1.39E-02,1.82E-02,,
222,1703,"Chick peas, dry",Pulses,Greece,GR,0.250076253,0.19613113,2.30E-04,0,1.73E-04,NA,6.438735432,4.06E-02,1.69E-03,0.194,1.541284404,1.06E-08,0,9.92E-03,,
223,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,Greece,GR,0.190531616,0.130370064,2.60E-04,0,1.92E-04,NA,0.243489339,6.33E-03,0,0.319,0.566123905,4.02E-10,3.85E-04,8.40E-03,,
224,1232,"Cucumbers and gherkins, averrage",Vegetables,Greece,GR,0.161006843,0.115575126,2.61E-04,0,1.38E-04,NA,0.134709308,3.18E-03,1.54E-03,8.60E-02,1.82E-03,2.50E-10,1.94E-04,4.65E-03,,
225,1351.01,Currants,Berries,Greece,GR,0.606598832,0.531273806,4.11E-04,0,2.31E-04,NA,5.701660609,8.00E-03,5.00E-03,0.216,0.314453125,9.40E-09,4.86E-04,0.483067493,,
226,1233,Eggplants (aubergines),Vegetables,Greece,GR,0.122176913,8.72E-02,2.08E-04,0,1.05E-04,NA,0.254692843,1.33E-03,4.76E-04,8.60E-02,2.51E-04,4.20E-10,8.08E-05,8.79E-03,,
227,1315,Figs,Fruits,Greece,GR,0.383392782,0.325225239,3.63E-04,0,1.73E-04,NA,1.861019094,4.94E-03,8.21E-03,0.216,0.903703704,3.07E-09,3.00E-04,4.65E-02,,
228,1330,Grapes,Fruits,Greece,GR,0.258272597,0.21955363,2.75E-04,0,1.12E-04,NA,1.152278169,1.50E-03,1.04E-03,0.121,0.617914878,1.90E-09,9.11E-05,4.30E-02,,
229,1290.01,Green corn (maize),Vegetables,Greece,GR,0.269252208,0.163486841,3.74E-04,0,3.47E-04,NA,0.252011683,2.00E-02,5.60E-03,0.206,0,4.16E-10,1.21E-03,3.93E-04,,
230,1252,Green garlic,Vegetables,Greece,GR,0.479152566,0.270546338,5.08E-04,0,7.09E-04,NA,1.183210713,3.97E-02,1.21E-02,8.60E-02,0.117591211,1.95E-09,2.42E-03,2.34E-02,,
231,142,"Groundnuts, excluding shelled",Nuts,Greece,GR,0.701072383,0.586894716,5.57E-04,0,3.57E-04,NA,3.236245955,1.23E-02,4.21E-03,0.59,2.091343739,5.34E-09,7.48E-04,4.99E-03,,
232,1374,"Hazelnuts, in shell",Nuts,Greece,GR,2.843354817,1.656200918,2.31E-03,0,4.10E-03,NA,5.013184676,0.229376258,0,0.798,2.091343739,8.27E-09,1.39E-02,2.31E-02,,
233,1352,Kiwi fruit,Fruits,Greece,GR,0.184510466,0.13942642,2.69E-04,0,1.36E-04,NA,0.377686008,3.02E-03,5.02E-03,0.216,0.719728627,6.23E-10,1.84E-04,1.11E-02,,
234,1254,Leeks and other alliaceous vegetables,Vegetables,Greece,GR,0.16854645,0.118744125,2.57E-04,0,1.54E-04,NA,0.456069972,7.53E-03,1.51E-03,8.60E-02,0.119936571,7.52E-10,4.57E-04,3.41E-02,,
235,1322,Lemons and limes,Fruits,Greece,GR,0.274034763,0.18339796,3.31E-04,0,2.96E-04,NA,0.47396959,1.23E-02,3.55E-03,0.168,0.406336054,7.82E-10,7.49E-04,1.44E-02,,
236,1704,"Lentils, dry",Pulses,Greece,GR,0.33071296,0.275145203,2.65E-04,0,1.75E-04,NA,8.893632159,5.60E-02,0,0.194,1.467391304,1.47E-08,0,1.37E-02,,
237,1214,Lettuce and chicory,Vegetables,Greece,GR,0.180645064,0.11955083,2.53E-04,0,1.96E-04,NA,0.573388577,6.60E-03,1.33E-03,8.60E-02,0.555485312,9.46E-10,4.01E-04,1.58E-02,,
238,1441,Linseed,Seeds,Greece,GR,0.146523842,0.119177845,1.53E-04,0,8.34E-05,NA,2.651939562,0,0,0,1.187810731,4.37E-09,0,4.73E-03,,
