ISO3CD,ROMNAM,habitat_id,habitat,species_group,abs_CF_cty
PNG,Papua New Guinea,2.5,Cropland_LightIntense,Amphibians,1.42E-07
PNG,Papua New Guinea,4,Cropland_Minimal,Amphibians,8.64E-08
PNG,Papua New Guinea,8.5,Pasture_LightIntense,Amphibians,1.21E-07
PNG,Papua New Guinea,10,Pasture_Minimal,Amphibians,7.90E-08
PNG,Papua New Guinea,11.5,Plantation_LightIntense,Amphibians,5.46E-07
PNG,Papua New Guinea,13,Plantation_Minimal,Amphibians,7.09E-08
PNG,Papua New Guinea,14,Urban_Intense,Amphibians,2.89E-07
PNG,Papua New Guinea,15,Urban_Light,Amphibians,1.58E-07
PNG,Papua New Guinea,16,Urban_Minimal,Amphibians,4.50E-08
PNG,Papua New Guinea,2.5,Cropland_LightIntense,Birds,6.32E-07
PNG,Papua New Guinea,4,Cropland_Minimal,Birds,3.87E-07
PNG,Papua New Guinea,8.5,Pasture_LightIntense,Birds,5.27E-07
PNG,Papua New Guinea,10,Pasture_Minimal,Birds,3.36E-07
PNG,Papua New Guinea,11.5,Plantation_LightIntense,Birds,1.29E-06
PNG,Papua New Guinea,13,Plantation_Minimal,Birds,1.46E-07
PNG,Papua New Guinea,14,Urban_Intense,Birds,6.83E-07
PNG,Papua New Guinea,15,Urban_Light,Birds,3.75E-07
PNG,Papua New Guinea,16,Urban_Minimal,Birds,1.48E-07
PNG,Papua New Guinea,2.5,Cropland_LightIntense,Mammals,2.07E-07
PNG,Papua New Guinea,4,Cropland_Minimal,Mammals,1.24E-07
PNG,Papua New Guinea,8.5,Pasture_LightIntense,Mammals,1.57E-07
PNG,Papua New Guinea,10,Pasture_Minimal,Mammals,1.02E-07
PNG,Papua New Guinea,11.5,Plantation_LightIntense,Mammals,4.99E-07
PNG,Papua New Guinea,13,Plantation_Minimal,Mammals,5.46E-08
PNG,Papua New Guinea,14,Urban_Intense,Mammals,2.16E-07
PNG,Papua New Guinea,15,Urban_Light,Mammals,1.18E-07
PNG,Papua New Guinea,16,Urban_Minimal,Mammals,5.00E-08
PNG,Papua New Guinea,2,Cropland_Intense,Plants,7.45E-06
PNG,Papua New Guinea,3,Cropland_Light,Plants,4.98E-06
PNG,Papua New Guinea,4,Cropland_Minimal,Plants,4.40E-06
PNG,Papua New Guinea,8,Pasture_Intense,Plants,6.43E-06
PNG,Papua New Guinea,9,Pasture_Light,Plants,4.45E-06
PNG,Papua New Guinea,10,Pasture_Minimal,Plants,8.64E-07
PNG,Papua New Guinea,11,Plantation_Intense,Plants,4.46E-06
PNG,Papua New Guinea,12.5,Plantation_MinimalLight,Plants,2.57E-06
PNG,Papua New Guinea,14,Urban_Intense,Plants,1.02E-05
PNG,Papua New Guinea,15,Urban_Light,Plants,3.62E-07
PNG,Papua New Guinea,16,Urban_Minimal,Plants,0
PNG,Papua New Guinea,2.5,Cropland_LightIntense,Reptiles,2.86E-07
PNG,Papua New Guinea,4,Cropland_Minimal,Reptiles,1.75E-07
PNG,Papua New Guinea,8.5,Pasture_LightIntense,Reptiles,2.30E-07
PNG,Papua New Guinea,10,Pasture_Minimal,Reptiles,1.49E-07
PNG,Papua New Guinea,11.5,Plantation_LightIntense,Reptiles,7.05E-07
PNG,Papua New Guinea,13,Plantation_Minimal,Reptiles,9.17E-08
PNG,Papua New Guinea,14,Urban_Intense,Reptiles,3.59E-07
PNG,Papua New Guinea,15,Urban_Light,Reptiles,1.97E-07
PNG,Papua New Guinea,16,Urban_Minimal,Reptiles,3.45E-08
IDN,Indonesia,2.5,Cropland_LightIntense,Amphibians,6.07E-08
IDN,Indonesia,4,Cropland_Minimal,Amphibians,4.99E-08
IDN,Indonesia,8.5,Pasture_LightIntense,Amphibians,7.12E-08
IDN,Indonesia,10,Pasture_Minimal,Amphibians,4.52E-08
IDN,Indonesia,11.5,Plantation_LightIntense,Amphibians,2.15E-07
IDN,Indonesia,13,Plantation_Minimal,Amphibians,3.26E-08
IDN,Indonesia,14,Urban_Intense,Amphibians,1.17E-07
IDN,Indonesia,15,Urban_Light,Amphibians,7.28E-08
IDN,Indonesia,16,Urban_Minimal,Amphibians,5.21E-08
IDN,Indonesia,2.5,Cropland_LightIntense,Birds,2.94E-07
IDN,Indonesia,4,Cropland_Minimal,Birds,2.40E-07
IDN,Indonesia,8.5,Pasture_LightIntense,Birds,3.89E-07
IDN,Indonesia,10,Pasture_Minimal,Birds,2.44E-07
IDN,Indonesia,11.5,Plantation_LightIntense,Birds,9.81E-07
IDN,Indonesia,13,Plantation_Minimal,Birds,1.21E-07
IDN,Indonesia,14,Urban_Intense,Birds,4.09E-07
IDN,Indonesia,15,Urban_Light,Birds,2.54E-07
IDN,Indonesia,16,Urban_Minimal,Birds,2.21E-07
IDN,Indonesia,2.5,Cropland_LightIntense,Mammals,1.19E-07
IDN,Indonesia,4,Cropland_Minimal,Mammals,8.96E-08
IDN,Indonesia,8.5,Pasture_LightIntense,Mammals,1.24E-07
IDN,Indonesia,10,Pasture_Minimal,Mammals,7.88E-08
IDN,Indonesia,11.5,Plantation_LightIntense,Mammals,3.10E-07
IDN,Indonesia,13,Plantation_Minimal,Mammals,4.44E-08
IDN,Indonesia,14,Urban_Intense,Mammals,1.73E-07
IDN,Indonesia,15,Urban_Light,Mammals,1.10E-07
IDN,Indonesia,16,Urban_Minimal,Mammals,9.08E-08
IDN,Indonesia,2,Cropland_Intense,Plants,7.37E-06
IDN,Indonesia,3,Cropland_Light,Plants,4.93E-06
IDN,Indonesia,4,Cropland_Minimal,Plants,4.35E-06
IDN,Indonesia,8,Pasture_Intense,Plants,5.38E-06
IDN,Indonesia,9,Pasture_Light,Plants,3.72E-06
IDN,Indonesia,10,Pasture_Minimal,Plants,7.22E-07
IDN,Indonesia,11,Plantation_Intense,Plants,4.87E-06
IDN,Indonesia,12.5,Plantation_MinimalLight,Plants,2.81E-06
IDN,Indonesia,14,Urban_Intense,Plants,3.37E-06
IDN,Indonesia,15,Urban_Light,Plants,1.20E-07
IDN,Indonesia,16,Urban_Minimal,Plants,0
IDN,Indonesia,2.5,Cropland_LightIntense,Reptiles,1.60E-07
IDN,Indonesia,4,Cropland_Minimal,Reptiles,1.31E-07
IDN,Indonesia,8.5,Pasture_LightIntense,Reptiles,1.92E-07
IDN,Indonesia,10,Pasture_Minimal,Reptiles,1.21E-07
IDN,Indonesia,11.5,Plantation_LightIntense,Reptiles,5.07E-07
IDN,Indonesia,13,Plantation_Minimal,Reptiles,7.77E-08
IDN,Indonesia,14,Urban_Intense,Reptiles,2.41E-07
IDN,Indonesia,15,Urban_Light,Reptiles,1.56E-07
IDN,Indonesia,16,Urban_Minimal,Reptiles,1.04E-07
AUS,Australia,2.5,Cropland_LightIntense,Amphibians,1.31E-08
AUS,Australia,4,Cropland_Minimal,Amphibians,7.39E-09
AUS,Australia,8.5,Pasture_LightIntense,Amphibians,6.77E-09
AUS,Australia,10,Pasture_Minimal,Amphibians,5.35E-09
AUS,Australia,11.5,Plantation_LightIntense,Amphibians,2.52E-08
AUS,Australia,13,Plantation_Minimal,Amphibians,2.39E-09
AUS,Australia,14,Urban_Intense,Amphibians,2.74E-08
AUS,Australia,15,Urban_Light,Amphibians,1.57E-08
AUS,Australia,16,Urban_Minimal,Amphibians,3.34E-09
AUS,Australia,2.5,Cropland_LightIntense,Birds,8.12E-08
AUS,Australia,4,Cropland_Minimal,Birds,4.48E-08
AUS,Australia,8.5,Pasture_LightIntense,Birds,3.04E-08
AUS,Australia,10,Pasture_Minimal,Birds,2.53E-08
AUS,Australia,11.5,Plantation_LightIntense,Birds,1.35E-07
AUS,Australia,13,Plantation_Minimal,Birds,1.28E-08
AUS,Australia,14,Urban_Intense,Birds,2.39E-07
AUS,Australia,15,Urban_Light,Birds,1.33E-07
AUS,Australia,16,Urban_Minimal,Birds,1.31E-08
AUS,Australia,2.5,Cropland_LightIntense,Mammals,3.52E-08
AUS,Australia,4,Cropland_Minimal,Mammals,1.91E-08
AUS,Australia,8.5,Pasture_LightIntense,Mammals,1.08E-08
AUS,Australia,10,Pasture_Minimal,Mammals,9.07E-09
AUS,Australia,11.5,Plantation_LightIntense,Mammals,3.73E-08
AUS,Australia,13,Plantation_Minimal,Mammals,3.55E-09
AUS,Australia,14,Urban_Intense,Mammals,5.30E-08
AUS,Australia,15,Urban_Light,Mammals,2.96E-08
AUS,Australia,16,Urban_Minimal,Mammals,4.49E-09
AUS,Australia,2,Cropland_Intense,Plants,4.87E-07
AUS,Australia,3,Cropland_Light,Plants,3.24E-07
AUS,Australia,4,Cropland_Minimal,Plants,2.88E-07
AUS,Australia,8,Pasture_Intense,Plants,9.77E-08
AUS,Australia,9,Pasture_Light,Plants,6.76E-08
AUS,Australia,10,Pasture_Minimal,Plants,1.32E-08
AUS,Australia,11,Plantation_Intense,Plants,7.70E-08
AUS,Australia,12.5,Plantation_MinimalLight,Plants,4.45E-08
AUS,Australia,14,Urban_Intense,Plants,4.90E-07
AUS,Australia,15,Urban_Light,Plants,1.75E-08
AUS,Australia,16,Urban_Minimal,Plants,0
AUS,Australia,2.5,Cropland_LightIntense,Reptiles,8.57E-08
AUS,Australia,4,Cropland_Minimal,Reptiles,4.71E-08
AUS,Australia,8.5,Pasture_LightIntense,Reptiles,3.19E-08
AUS,Australia,10,Pasture_Minimal,Reptiles,2.76E-08
AUS,Australia,11.5,Plantation_LightIntense,Reptiles,1.31E-07
AUS,Australia,13,Plantation_Minimal,Reptiles,1.24E-08
AUS,Australia,14,Urban_Intense,Reptiles,2.09E-07
AUS,Australia,15,Urban_Light,Reptiles,1.17E-07
AUS,Australia,16,Urban_Minimal,Reptiles,1.21E-08
FRA,France,2.5,Cropland_LightIntense,Amphibians,9.34E-09
FRA,France,4,Cropland_Minimal,Amphibians,6.49E-09
FRA,France,8.5,Pasture_LightIntense,Amphibians,8.67E-09
FRA,France,10,Pasture_Minimal,Amphibians,7.72E-09
FRA,France,11.5,Plantation_LightIntense,Amphibians,1.52E-07
FRA,France,13,Plantation_Minimal,Amphibians,1.45E-08
FRA,France,14,Urban_Intense,Amphibians,1.36E-08
FRA,France,15,Urban_Light,Amphibians,1.01E-08
FRA,France,16,Urban_Minimal,Amphibians,6.58E-09
FRA,France,2.5,Cropland_LightIntense,Birds,5.90E-08
FRA,France,4,Cropland_Minimal,Birds,3.82E-08
FRA,France,8.5,Pasture_LightIntense,Birds,7.07E-08
FRA,France,10,Pasture_Minimal,Birds,5.55E-08
FRA,France,11.5,Plantation_LightIntense,Birds,4.27E-07
FRA,France,13,Plantation_Minimal,Birds,4.07E-08
FRA,France,14,Urban_Intense,Birds,9.46E-08
FRA,France,15,Urban_Light,Birds,6.58E-08
FRA,France,16,Urban_Minimal,Birds,4.02E-08
FRA,France,2.5,Cropland_LightIntense,Mammals,1.99E-08
FRA,France,4,Cropland_Minimal,Mammals,1.36E-08
FRA,France,8.5,Pasture_LightIntense,Mammals,1.62E-08
FRA,France,10,Pasture_Minimal,Mammals,1.37E-08
FRA,France,11.5,Plantation_LightIntense,Mammals,1.57E-07
FRA,France,13,Plantation_Minimal,Mammals,1.50E-08
FRA,France,14,Urban_Intense,Mammals,2.31E-08
FRA,France,15,Urban_Light,Mammals,1.83E-08
FRA,France,16,Urban_Minimal,Mammals,1.41E-08
FRA,France,2,Cropland_Intense,Plants,8.18E-07
FRA,France,3,Cropland_Light,Plants,5.46E-07
FRA,France,4,Cropland_Minimal,Plants,4.83E-07
FRA,France,8,Pasture_Intense,Plants,9.50E-07
FRA,France,9,Pasture_Light,Plants,6.58E-07
FRA,France,10,Pasture_Minimal,Plants,1.28E-07
FRA,France,11,Plantation_Intense,Plants,1.24E-06
FRA,France,12.5,Plantation_MinimalLight,Plants,7.17E-07
FRA,France,14,Urban_Intense,Plants,1.63E-06
FRA,France,15,Urban_Light,Plants,5.81E-08
FRA,France,16,Urban_Minimal,Plants,0
FRA,France,2.5,Cropland_LightIntense,Reptiles,2.58E-08
FRA,France,4,Cropland_Minimal,Reptiles,1.57E-08
FRA,France,8.5,Pasture_LightIntense,Reptiles,2.23E-08
FRA,France,10,Pasture_Minimal,Reptiles,1.63E-08
FRA,France,11.5,Plantation_LightIntense,Reptiles,2.28E-07
FRA,France,13,Plantation_Minimal,Reptiles,2.17E-08
FRA,France,14,Urban_Intense,Reptiles,4.28E-08
FRA,France,15,Urban_Light,Reptiles,2.75E-08
FRA,France,16,Urban_Minimal,Reptiles,1.33E-08
SLB,Solomon Islands,2.5,Cropland_LightIntense,Amphibians,1.05E-07
SLB,Solomon Islands,4,Cropland_Minimal,Amphibians,5.41E-08
SLB,Solomon Islands,8.5,Pasture_LightIntense,Amphibians,6.54E-08
SLB,Solomon Islands,10,Pasture_Minimal,Amphibians,3.93E-08
SLB,Solomon Islands,11.5,Plantation_LightIntense,Amphibians,2.21E-07
SLB,Solomon Islands,13,Plantation_Minimal,Amphibians,2.11E-08
SLB,Solomon Islands,14,Urban_Intense,Amphibians,1.30E-07
SLB,Solomon Islands,15,Urban_Light,Amphibians,7.15E-08
SLB,Solomon Islands,16,Urban_Minimal,Amphibians,0
SLB,Solomon Islands,2.5,Cropland_LightIntense,Birds,6.82E-07
SLB,Solomon Islands,4,Cropland_Minimal,Birds,3.52E-07
SLB,Solomon Islands,8.5,Pasture_LightIntense,Birds,3.94E-07
SLB,Solomon Islands,10,Pasture_Minimal,Birds,2.36E-07
SLB,Solomon Islands,11.5,Plantation_LightIntense,Birds,8.81E-07
SLB,Solomon Islands,13,Plantation_Minimal,Birds,8.40E-08
SLB,Solomon Islands,14,Urban_Intense,Birds,5.70E-07
SLB,Solomon Islands,15,Urban_Light,Birds,3.13E-07
SLB,Solomon Islands,16,Urban_Minimal,Birds,0
SLB,Solomon Islands,2.5,Cropland_LightIntense,Mammals,1.88E-07
SLB,Solomon Islands,4,Cropland_Minimal,Mammals,9.71E-08
SLB,Solomon Islands,8.5,Pasture_LightIntense,Mammals,1.00E-07
SLB,Solomon Islands,10,Pasture_Minimal,Mammals,6.00E-08
SLB,Solomon Islands,11.5,Plantation_LightIntense,Mammals,2.33E-07
SLB,Solomon Islands,13,Plantation_Minimal,Mammals,2.22E-08
SLB,Solomon Islands,14,Urban_Intense,Mammals,1.33E-07
SLB,Solomon Islands,15,Urban_Light,Mammals,7.29E-08
SLB,Solomon Islands,16,Urban_Minimal,Mammals,0
SLB,Solomon Islands,2,Cropland_Intense,Plants,9.62E-07
SLB,Solomon Islands,3,Cropland_Light,Plants,6.41E-07
SLB,Solomon Islands,4,Cropland_Minimal,Plants,5.67E-07
SLB,Solomon Islands,8,Pasture_Intense,Plants,6.00E-07
SLB,Solomon Islands,9,Pasture_Light,Plants,4.15E-07
SLB,Solomon Islands,10,Pasture_Minimal,Plants,8.08E-08
SLB,Solomon Islands,11,Plantation_Intense,Plants,3.53E-07
SLB,Solomon Islands,12.5,Plantation_MinimalLight,Plants,2.03E-07
SLB,Solomon Islands,14,Urban_Intense,Plants,1.02E-06
SLB,Solomon Islands,15,Urban_Light,Plants,3.63E-08
SLB,Solomon Islands,16,Urban_Minimal,Plants,0
SLB,Solomon Islands,2.5,Cropland_LightIntense,Reptiles,4.34E-07
SLB,Solomon Islands,4,Cropland_Minimal,Reptiles,2.24E-07
SLB,Solomon Islands,8.5,Pasture_LightIntense,Reptiles,2.36E-07
SLB,Solomon Islands,10,Pasture_Minimal,Reptiles,1.42E-07
SLB,Solomon Islands,11.5,Plantation_LightIntense,Reptiles,5.77E-07
SLB,Solomon Islands,13,Plantation_Minimal,Reptiles,5.49E-08
SLB,Solomon Islands,14,Urban_Intense,Reptiles,3.58E-07
SLB,Solomon Islands,15,Urban_Light,Reptiles,1.96E-07
SLB,Solomon Islands,16,Urban_Minimal,Reptiles,0
VUT,Vanuatu,2.5,Cropland_LightIntense,Amphibians,0
VUT,Vanuatu,4,Cropland_Minimal,Amphibians,0
VUT,Vanuatu,8.5,Pasture_LightIntense,Amphibians,0
VUT,Vanuatu,10,Pasture_Minimal,Amphibians,0
VUT,Vanuatu,11.5,Plantation_LightIntense,Amphibians,0
VUT,Vanuatu,13,Plantation_Minimal,Amphibians,0
VUT,Vanuatu,14,Urban_Intense,Amphibians,0
VUT,Vanuatu,15,Urban_Light,Amphibians,0
VUT,Vanuatu,16,Urban_Minimal,Amphibians,0
VUT,Vanuatu,2.5,Cropland_LightIntense,Birds,4.37E-06
VUT,Vanuatu,4,Cropland_Minimal,Birds,2.25E-06
VUT,Vanuatu,8.5,Pasture_LightIntense,Birds,2.56E-06
VUT,Vanuatu,10,Pasture_Minimal,Birds,1.53E-06
VUT,Vanuatu,11.5,Plantation_LightIntense,Birds,3.56E-07
VUT,Vanuatu,13,Plantation_Minimal,Birds,3.39E-08
VUT,Vanuatu,14,Urban_Intense,Birds,2.30E-07
VUT,Vanuatu,15,Urban_Light,Birds,1.26E-07
VUT,Vanuatu,16,Urban_Minimal,Birds,0
VUT,Vanuatu,2.5,Cropland_LightIntense,Mammals,1.08E-06
VUT,Vanuatu,4,Cropland_Minimal,Mammals,5.56E-07
VUT,Vanuatu,8.5,Pasture_LightIntense,Mammals,5.60E-07
VUT,Vanuatu,10,Pasture_Minimal,Mammals,3.36E-07
VUT,Vanuatu,11.5,Plantation_LightIntense,Mammals,7.34E-08
VUT,Vanuatu,13,Plantation_Minimal,Mammals,6.99E-09
VUT,Vanuatu,14,Urban_Intense,Mammals,4.19E-08
VUT,Vanuatu,15,Urban_Light,Mammals,2.30E-08
VUT,Vanuatu,16,Urban_Minimal,Mammals,0
VUT,Vanuatu,2,Cropland_Intense,Plants,2.98E-05
VUT,Vanuatu,3,Cropland_Light,Plants,1.98E-05
VUT,Vanuatu,4,Cropland_Minimal,Plants,1.76E-05
VUT,Vanuatu,8,Pasture_Intense,Plants,1.98E-05
VUT,Vanuatu,9,Pasture_Light,Plants,1.37E-05
VUT,Vanuatu,10,Pasture_Minimal,Plants,2.67E-06
VUT,Vanuatu,11,Plantation_Intense,Plants,2.06E-06
VUT,Vanuatu,12.5,Plantation_MinimalLight,Plants,1.19E-06
VUT,Vanuatu,14,Urban_Intense,Plants,5.96E-06
VUT,Vanuatu,15,Urban_Light,Plants,2.12E-07
VUT,Vanuatu,16,Urban_Minimal,Plants,0
VUT,Vanuatu,2.5,Cropland_LightIntense,Reptiles,2.76E-06
VUT,Vanuatu,4,Cropland_Minimal,Reptiles,1.42E-06
VUT,Vanuatu,8.5,Pasture_LightIntense,Reptiles,1.42E-06
VUT,Vanuatu,10,Pasture_Minimal,Reptiles,8.54E-07
VUT,Vanuatu,11.5,Plantation_LightIntense,Reptiles,2.30E-07
VUT,Vanuatu,13,Plantation_Minimal,Reptiles,2.19E-08
VUT,Vanuatu,14,Urban_Intense,Reptiles,1.43E-07
VUT,Vanuatu,15,Urban_Light,Reptiles,7.81E-08
VUT,Vanuatu,16,Urban_Minimal,Reptiles,0
TLS,Timor-Leste,2.5,Cropland_LightIntense,Amphibians,8.10E-09
TLS,Timor-Leste,4,Cropland_Minimal,Amphibians,7.44E-09
TLS,Timor-Leste,8.5,Pasture_LightIntense,Amphibians,7.92E-09
TLS,Timor-Leste,10,Pasture_Minimal,Amphibians,4.75E-09
TLS,Timor-Leste,11.5,Plantation_LightIntense,Amphibians,8.16E-09
TLS,Timor-Leste,13,Plantation_Minimal,Amphibians,7.80E-10
TLS,Timor-Leste,14,Urban_Intense,Amphibians,8.64E-09
TLS,Timor-Leste,15,Urban_Light,Amphibians,4.73E-09
TLS,Timor-Leste,16,Urban_Minimal,Amphibians,0
TLS,Timor-Leste,2.5,Cropland_LightIntense,Birds,1.11E-07
TLS,Timor-Leste,4,Cropland_Minimal,Birds,1.04E-07
TLS,Timor-Leste,8.5,Pasture_LightIntense,Birds,1.27E-07
TLS,Timor-Leste,10,Pasture_Minimal,Birds,7.60E-08
TLS,Timor-Leste,11.5,Plantation_LightIntense,Birds,1.22E-07
TLS,Timor-Leste,13,Plantation_Minimal,Birds,1.16E-08
TLS,Timor-Leste,14,Urban_Intense,Birds,1.24E-07
TLS,Timor-Leste,15,Urban_Light,Birds,6.78E-08
TLS,Timor-Leste,16,Urban_Minimal,Birds,0
TLS,Timor-Leste,2.5,Cropland_LightIntense,Mammals,3.60E-08
TLS,Timor-Leste,4,Cropland_Minimal,Mammals,3.45E-08
TLS,Timor-Leste,8.5,Pasture_LightIntense,Mammals,3.65E-08
TLS,Timor-Leste,10,Pasture_Minimal,Mammals,2.19E-08
TLS,Timor-Leste,11.5,Plantation_LightIntense,Mammals,2.66E-08
TLS,Timor-Leste,13,Plantation_Minimal,Mammals,2.54E-09
TLS,Timor-Leste,14,Urban_Intense,Mammals,3.57E-08
TLS,Timor-Leste,15,Urban_Light,Mammals,1.96E-08
TLS,Timor-Leste,16,Urban_Minimal,Mammals,0
TLS,Timor-Leste,2,Cropland_Intense,Plants,3.23E-07
TLS,Timor-Leste,3,Cropland_Light,Plants,2.15E-07
TLS,Timor-Leste,4,Cropland_Minimal,Plants,1.90E-07
TLS,Timor-Leste,8,Pasture_Intense,Plants,2.15E-07
TLS,Timor-Leste,9,Pasture_Light,Plants,1.49E-07
TLS,Timor-Leste,10,Pasture_Minimal,Plants,2.91E-08
TLS,Timor-Leste,11,Plantation_Intense,Plants,2.94E-07
TLS,Timor-Leste,12.5,Plantation_MinimalLight,Plants,1.70E-07
TLS,Timor-Leste,14,Urban_Intense,Plants,2.33E-07
TLS,Timor-Leste,15,Urban_Light,Plants,8.29E-09
TLS,Timor-Leste,16,Urban_Minimal,Plants,0
TLS,Timor-Leste,2.5,Cropland_LightIntense,Reptiles,7.47E-08
TLS,Timor-Leste,4,Cropland_Minimal,Reptiles,7.47E-08
TLS,Timor-Leste,8.5,Pasture_LightIntense,Reptiles,7.58E-08
TLS,Timor-Leste,10,Pasture_Minimal,Reptiles,4.55E-08
TLS,Timor-Leste,11.5,Plantation_LightIntense,Reptiles,7.24E-08
TLS,Timor-Leste,13,Plantation_Minimal,Reptiles,6.90E-09
TLS,Timor-Leste,14,Urban_Intense,Reptiles,7.30E-08
TLS,Timor-Leste,15,Urban_Light,Reptiles,4.01E-08
TLS,Timor-Leste,16,Urban_Minimal,Reptiles,0
NZL,New Zealand,2.5,Cropland_LightIntense,Amphibians,7.53E-10
NZL,New Zealand,4,Cropland_Minimal,Amphibians,3.89E-10
NZL,New Zealand,8.5,Pasture_LightIntense,Amphibians,7.13E-10
NZL,New Zealand,10,Pasture_Minimal,Amphibians,5.57E-10
NZL,New Zealand,11.5,Plantation_LightIntense,Amphibians,1.48E-09
NZL,New Zealand,13,Plantation_Minimal,Amphibians,1.41E-10
NZL,New Zealand,14,Urban_Intense,Amphibians,9.80E-10
NZL,New Zealand,15,Urban_Light,Amphibians,6.84E-10
NZL,New Zealand,16,Urban_Minimal,Amphibians,3.24E-10
NZL,New Zealand,2.5,Cropland_LightIntense,Birds,2.70E-08
NZL,New Zealand,4,Cropland_Minimal,Birds,1.39E-08
NZL,New Zealand,8.5,Pasture_LightIntense,Birds,4.02E-08
NZL,New Zealand,10,Pasture_Minimal,Birds,3.19E-08
NZL,New Zealand,11.5,Plantation_LightIntense,Birds,2.33E-08
NZL,New Zealand,13,Plantation_Minimal,Birds,2.22E-09
NZL,New Zealand,14,Urban_Intense,Birds,3.82E-08
NZL,New Zealand,15,Urban_Light,Birds,2.52E-08
NZL,New Zealand,16,Urban_Minimal,Birds,2.37E-08
NZL,New Zealand,2.5,Cropland_LightIntense,Mammals,7.41E-10
NZL,New Zealand,4,Cropland_Minimal,Mammals,3.82E-10
NZL,New Zealand,8.5,Pasture_LightIntense,Mammals,6.28E-10
NZL,New Zealand,10,Pasture_Minimal,Mammals,4.43E-10
NZL,New Zealand,11.5,Plantation_LightIntense,Mammals,5.81E-10
NZL,New Zealand,13,Plantation_Minimal,Mammals,5.55E-11
NZL,New Zealand,14,Urban_Intense,Mammals,1.28E-09
NZL,New Zealand,15,Urban_Light,Mammals,7.05E-10
NZL,New Zealand,16,Urban_Minimal,Mammals,4.06E-10
NZL,New Zealand,2,Cropland_Intense,Plants,2.39E-07
NZL,New Zealand,3,Cropland_Light,Plants,1.59E-07
NZL,New Zealand,4,Cropland_Minimal,Plants,1.41E-07
NZL,New Zealand,8,Pasture_Intense,Plants,2.40E-07
NZL,New Zealand,9,Pasture_Light,Plants,1.66E-07
NZL,New Zealand,10,Pasture_Minimal,Plants,3.23E-08
NZL,New Zealand,11,Plantation_Intense,Plants,1.76E-07
NZL,New Zealand,12.5,Plantation_MinimalLight,Plants,1.01E-07
NZL,New Zealand,14,Urban_Intense,Plants,2.04E-07
NZL,New Zealand,15,Urban_Light,Plants,7.28E-09
NZL,New Zealand,16,Urban_Minimal,Plants,0
NZL,New Zealand,2.5,Cropland_LightIntense,Reptiles,1.03E-08
NZL,New Zealand,4,Cropland_Minimal,Reptiles,5.30E-09
NZL,New Zealand,8.5,Pasture_LightIntense,Reptiles,1.44E-08
NZL,New Zealand,10,Pasture_Minimal,Reptiles,1.21E-08
NZL,New Zealand,11.5,Plantation_LightIntense,Reptiles,1.35E-08
NZL,New Zealand,13,Plantation_Minimal,Reptiles,1.28E-09
NZL,New Zealand,14,Urban_Intense,Reptiles,1.56E-08
NZL,New Zealand,15,Urban_Light,Reptiles,1.07E-08
NZL,New Zealand,16,Urban_Minimal,Reptiles,1.13E-08
ATA,Antarctica,2.5,Cropland_LightIntense,Amphibians,0
ATA,Antarctica,4,Cropland_Minimal,Amphibians,0
ATA,Antarctica,8.5,Pasture_LightIntense,Amphibians,0
ATA,Antarctica,10,Pasture_Minimal,Amphibians,0
ATA,Antarctica,14,Urban_Intense,Amphibians,0
ATA,Antarctica,15,Urban_Light,Amphibians,0
ATA,Antarctica,16,Urban_Minimal,Amphibians,0
ATA,Antarctica,2.5,Cropland_LightIntense,Birds,4.15E-10
ATA,Antarctica,4,Cropland_Minimal,Birds,2.14E-10
ATA,Antarctica,8.5,Pasture_LightIntense,Birds,1.73E-09
ATA,Antarctica,10,Pasture_Minimal,Birds,1.04E-09
ATA,Antarctica,14,Urban_Intense,Birds,8.69E-10
ATA,Antarctica,15,Urban_Light,Birds,4.76E-10
ATA,Antarctica,16,Urban_Minimal,Birds,0
ATA,Antarctica,2.5,Cropland_LightIntense,Mammals,0
ATA,Antarctica,4,Cropland_Minimal,Mammals,0
ATA,Antarctica,8.5,Pasture_LightIntense,Mammals,0
ATA,Antarctica,10,Pasture_Minimal,Mammals,0
ATA,Antarctica,14,Urban_Intense,Mammals,0
ATA,Antarctica,15,Urban_Light,Mammals,0
ATA,Antarctica,16,Urban_Minimal,Mammals,0
ATA,Antarctica,2,Cropland_Intense,Plants,4.44E-07
ATA,Antarctica,3,Cropland_Light,Plants,2.98E-07
ATA,Antarctica,4,Cropland_Minimal,Plants,2.63E-07
ATA,Antarctica,8,Pasture_Intense,Plants,1.90E-06
ATA,Antarctica,9,Pasture_Light,Plants,1.31E-06
ATA,Antarctica,10,Pasture_Minimal,Plants,2.56E-07
ATA,Antarctica,14,Urban_Intense,Plants,1.45E-07
ATA,Antarctica,15,Urban_Light,Plants,5.17E-09
ATA,Antarctica,16,Urban_Minimal,Plants,0
ATA,Antarctica,2.5,Cropland_LightIntense,Reptiles,0
ATA,Antarctica,4,Cropland_Minimal,Reptiles,0
ATA,Antarctica,8.5,Pasture_LightIntense,Reptiles,0
ATA,Antarctica,10,Pasture_Minimal,Reptiles,0
ATA,Antarctica,14,Urban_Intense,Reptiles,0
ATA,Antarctica,15,Urban_Light,Reptiles,0
ATA,Antarctica,16,Urban_Minimal,Reptiles,0
GBR,United Kingdom of Great Britain & Northern Ireland,2.5,Cropland_LightIntense,Amphibians,4.36E-09
