SUA Code,SUA Name,Category,Producer Country,Share,Organic,Waste
01232_gh,"Cucumbers and gherkins, greenhouse",Vegetables,RoW,0.03,0,0.07
01232_gh,"Cucumbers and gherkins, greenhouse",Vegetables,Netherlands,0.135,0,0.07
01232_gh,"Cucumbers and gherkins, greenhouse",Vegetables,Spain,0.294,0,0.07
01232_gh,"Cucumbers and gherkins, greenhouse",Vegetables,Sweden,0.541,0,0.07
01232_of,"Cucumbers and gherkins, openfield",Vegetables,RoW,0.03,0,0.07
01232_of,"Cucumbers and gherkins, openfield",Vegetables,Netherlands,0.135,0,0.07
01232_of,"Cucumbers and gherkins, openfield",Vegetables,Spain,0.294,0,0.07
01232_of,"Cucumbers and gherkins, openfield",Vegetables,Sweden,0.541,0,0.07
1351.01,Currants,Berries,RoW,0.144,0,0.07
1351.01,Currants,Berries,Sweden,0.856,0,0.07
1314,Dates,Fruits,RoW,0.171,0,0.07
1314,Dates,Fruits,Iran (Islamic Republic of),0.542,0,0.07
1314,Dates,Fruits,Saudi Arabia,0.108,0,0.07
1314,Dates,Fruits,Tunisia,0.18,0,0.07
1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,RoW,0.18,0,0.24
1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,"China, mainland",0.612,0,0.24
1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,Thailand,0.104,0,0.24
1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,Togo,0.105,0,0.24
1233,Eggplants (aubergines),Vegetables,RoW,0.06,0,0.07
1233,Eggplants (aubergines),Vegetables,Netherlands,0.537,0,0.07
1233,Eggplants (aubergines),Vegetables,Spain,0.403,0,0.07
1315,Figs,Fruits,RoW,0.133,0,0.07
1315,Figs,Fruits,Turkey,0.867,0,0.07
1351.02,Gooseberries,Berries,RoW,1,0,0.07
1330,Grapes,Fruits,RoW,0.303,0,0.07
1330,Grapes,Fruits,France,0.104,0,0.07
1330,Grapes,Fruits,Italy,0.207,0,0.07
1330,Grapes,Fruits,South Africa,0.14,0,0.07
1330,Grapes,Fruits,Spain,0.127,0,0.07
1330,Grapes,Fruits,United States of America,0.12,0,0.07
1290.01,Green corn (maize),Vegetables,RoW,0.069,0,0.07
1290.01,Green corn (maize),Vegetables,France,0.294,0,0.07
1290.01,Green corn (maize),Vegetables,Hungary,0.312,0,0.07
1290.01,Green corn (maize),Vegetables,Thailand,0.158,0,0.07
1290.01,Green corn (maize),Vegetables,United States of America,0.167,0,0.07
1252,Green garlic,Vegetables,RoW,0.159,0,0.07
1252,Green garlic,Vegetables,"China, mainland",0.384,0,0.07
1252,Green garlic,Vegetables,Spain,0.457,0,0.07
142,"Groundnuts, excluding shelled",Nuts,RoW,0.11,0,0.06
142,"Groundnuts, excluding shelled",Nuts,Australia,0.135,0,0.06
142,"Groundnuts, excluding shelled",Nuts,United States of America,0.756,0,0.06
1374,"Hazelnuts, in shell",Nuts,RoW,0.063,0,0.06
1374,"Hazelnuts, in shell",Nuts,Italy,0.337,0,0.06
1374,"Hazelnuts, in shell",Nuts,Turkey,0.601,0,0.06
1352,Kiwi fruit,Fruits,RoW,0.156,0,0.07
1352,Kiwi fruit,Fruits,Italy,0.595,0,0.07
1352,Kiwi fruit,Fruits,New Zealand,0.249,0,0.07
1254,Leeks and other alliaceous vegetables,Vegetables,RoW,0.154,0,0.07
1254,Leeks and other alliaceous vegetables,Vegetables,Netherlands,0.495,0,0.07
1254,Leeks and other alliaceous vegetables,Vegetables,Sweden,0.351,0,0.07
1322,Lemons and limes,Fruits,RoW,0.241,0,0.07
1322,Lemons and limes,Fruits,Argentina,0.233,0,0.07
1322,Lemons and limes,Fruits,Spain,0.526,0,0.07
1704,"Lentils, dry (organic)",Pulses,RoW,0.074,0,0.06
1704,"Lentils, dry (organic)",Pulses,Canada,0.612,0,0.06
1704,"Lentils, dry (organic)",Pulses,Turkey,0.314,0,0.06
1214,Lettuce and chicory,Vegetables,RoW,0.143,0,0.07
1214,Lettuce and chicory,Vegetables,Spain,0.462,0,0.07
1214,Lettuce and chicory,Vegetables,Sweden,0.394,0,0.07
1441,Linseed,Seeds,RoW,0.15,0,0.06
1441,Linseed,Seeds,Russian Federation,0.171,0,0.06
1441,Linseed,Seeds,Sweden,0.678,0,0.06
1709.02,Lupins,Pulses,RoW,0.004,0,0.06
1709.02,Lupins,Pulses,Sweden,0.996,0,0.06
112,Maize (corn),"Cereals, incl feed",RoW,0.376,0,0.045
112,Maize (corn),"Cereals, incl feed",France,0.268,0,0.045
112,Maize (corn),"Cereals, incl feed",Germany,0.146,0,0.045
112,Maize (corn),"Cereals, incl feed",Poland,0.21,0,0.045
1316,"Mangoes, guavas and mangosteens",Fruits,RoW,0.354,0,0.07
1316,"Mangoes, guavas and mangosteens",Fruits,Brazil,0.353,0,0.07
1316,"Mangoes, guavas and mangosteens",Fruits,Peru,0.293,0,0.07
118,Millet,Cereals,RoW,0.52,0,0.045
118,Millet,Cereals,"China, mainland",0.163,0,0.045
118,Millet,Cereals,Russian Federation,0.318,0,0.045
1199.02,Mixed grain,Cereals,Sweden,1,0,0.045
1270,Mushrooms and truffles,Mushrooms,RoW,0.097,0,0.07
1270,Mushrooms and truffles,Mushrooms,"China, mainland",0.134,0,0.07
1270,Mushrooms and truffles,Mushrooms,Netherlands,0.29,0,0.07
1270,Mushrooms and truffles,Mushrooms,Poland,0.479,0,0.07
117,Oats,"Cereals, incl feed",RoW,0.01,0,0.045
117,Oats,"Cereals, incl feed",Sweden,0.99,0,0.045
1491.01,Oil palm fruit,"Oil crops, tree",RoW,0.546,0,0.06
1491.01,Oil palm fruit,"Oil crops, tree","China, mainland",0.239,0,0.06
1491.01,Oil palm fruit,"Oil crops, tree",Malaysia,0.215,0,0.06
1450,Olives,"Oil crops, tree",RoW,0.069,0,0.06
1450,Olives,"Oil crops, tree",Greece,0.229,0,0.06
1450,Olives,"Oil crops, tree",Italy,0.275,0,0.06
1450,Olives,"Oil crops, tree",Spain,0.428,0,0.06
1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,RoW,0.17,0,0.07
1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,Netherlands,0.18,0,0.07
1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,Sweden,0.65,0,0.07
1323,Oranges,Fruits,RoW,0.402,0,0.07
1323,Oranges,Fruits,Brazil,0.21,0,0.07
1323,Oranges,Fruits,Spain,0.388,0,0.07
1241.9,"Other beans, green",Vegetables,RoW,0.456,0,0.07
1241.9,"Other beans, green",Vegetables,Morocco,0.332,0,0.07
1241.9,"Other beans, green",Vegetables,Netherlands,0.211,0,0.07
1359.9,"Other fruits, n.e.c.",Fruits,RoW,0.571,0,0.07
1359.9,"Other fruits, n.e.c.",Fruits,"China, mainland",0.109,0,0.07
1359.9,"Other fruits, n.e.c.",Fruits,Poland,0.109,0,0.07
1359.9,"Other fruits, n.e.c.",Fruits,Spain,0.108,0,0.07
1359.9,"Other fruits, n.e.c.",Fruits,Turkey,0.104,0,0.07
1449.9,"Other oil seeds, n.e.c.",Oil crops,RoW,0.546,0,0.06
1449.9,"Other oil seeds, n.e.c.",Oil crops,"China, mainland",0.239,0,0.06
1449.9,"Other oil seeds, n.e.c.",Oil crops,Malaysia,0.215,0,0.06
1709.9,Other pulses n.e.c.,Pulses,RoW,0.465,0,0.06
1709.9,Other pulses n.e.c.,Pulses,"China, mainland",0.306,0,0.06
1709.9,Other pulses n.e.c.,Pulses,Kyrgyzstan,0.109,0,0.06
1709.9,Other pulses n.e.c.,Pulses,United States of America,0.12,0,0.06
1699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,RoW,0.255,0,0.07
1699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,India,0.514,0,0.07
1699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,Spain,0.122,0,0.07
1699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,Turkey,0.11,0,0.07
1290.9,"Other vegetables, fresh n.e.c.",Vegetables,RoW,0.71,0,0.07
1290.9,"Other vegetables, fresh n.e.c.",Vegetables,"China, mainland",0.187,0,0.07
1290.9,"Other vegetables, fresh n.e.c.",Vegetables,Belgium,0.103,0,0.07
1317,Papayas,Fruits,Brazil,0.436,0,0.07
1317,Papayas,Fruits,RoW,0.163,0,0.07
1317,Papayas,Fruits,Ecuador,0.297,0,0.07
1317,Papayas,Fruits,Thailand,0.104,0,0.07
1345,Peaches and nectarines,Fruits,RoW,0.028,0,0.07
1345,Peaches and nectarines,Fruits,Italy,0.562,0,0.07
1345,Peaches and nectarines,Fruits,Spain,0.41,0,0.07
1342.01,Pears,Fruits,Argentina,0.115,0,0.07
1342.01,Pears,Fruits,RoW,0.316,0,0.07
1342.01,Pears,Fruits,Netherlands,0.302,0,0.07
1342.01,Pears,Fruits,Belgium,0.267,0,0.07
1705,"Peas, dry","Pulses, incl feed",RoW,0.048,0,0.06
1705,"Peas, dry","Pulses, incl feed",Sweden,0.952,0,0.06
1242,"Peas, green",Vegetables,RoW,0.096,0,0.07
1242,"Peas, green",Vegetables,Sweden,0.904,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,Brazil,0.103,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,RoW,0.304,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,India,0.344,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,Indonesia,0.248,0,0.07
1318,Pineapples,Fruits,RoW,0.193,0,0.07
1318,Pineapples,Fruits,Costa Rica,0.338,0,0.07
1318,Pineapples,Fruits,Indonesia,0.129,0,0.07
1318,Pineapples,Fruits,Thailand,0.339,0,0.07
1313,Plantains and cooking bananas,Fruits,RoW,0.082,0,0.07
1313,Plantains and cooking bananas,Fruits,Colombia,0.392,0,0.07
1313,Plantains and cooking bananas,Fruits,Ecuador,0.526,0,0.07
1346,Plums and sloes,Fruits,RoW,0.267,0,0.07
1346,Plums and sloes,Fruits,Chile,0.379,0,0.07
1346,Plums and sloes,Fruits,Italy,0.158,0,0.07
1346,Plums and sloes,Fruits,United States of America,0.196,0,0.07
1321,Pomelos and grapefruits,Fruits,RoW,0.164,0,0.07
1321,Pomelos and grapefruits,Fruits,"China, mainland",0.123,0,0.07
1321,Pomelos and grapefruits,Fruits,Israel,0.21,0,0.07
1321,Pomelos and grapefruits,Fruits,South Africa,0.24,0,0.07
1321,Pomelos and grapefruits,Fruits,United States of America,0.263,0,0.07
1448,Poppy seed,Seeds,RoW,0.163,0,0.06
1448,Poppy seed,Seeds,France,0.213,0,0.06
1448,Poppy seed,Seeds,Spain,0.136,0,0.06
1448,Poppy seed,Seeds,Turkey,0.488,0,0.06
1510,Potatoes,Roots,RoW,0.163,0,0.24
1510,Potatoes,Roots,Sweden,0.837,0,0.24
1235,"Pumpkins, squash and gourds",Vegetables,RoW,0.362,0,0.07
1235,"Pumpkins, squash and gourds",Vegetables,Spain,0.638,0,0.07
1342.02,Quinces,Other,RoW,0.097,0,0.06
1342.02,Quinces,Other,Turkey,0.903,0,0.06
1194,Quinoa,Seeds,Bolivia (Plurinational State of),0.555,0,0.06
1194,Quinoa,Seeds,RoW,0.024,0,0.06
1194,Quinoa,Seeds,Peru,0.421,0,0.06
1443,Rape or colza seed,Oil crops,RoW,0.522,0,0.06
1443,Rape or colza seed,Oil crops,Sweden,0.478,0,0.06
01443_s,"Rape or colza seed, spring",Oil crops,RoW,0.522,0,0.06
01443_s,"Rape or colza seed, spring",Oil crops,Sweden,0.478,0,0.06
01443_w,"Rape or colza seed, winter",Oil crops,RoW,0.522,0,0.06
01443_w,"Rape or colza seed, winter",Oil crops,Sweden,0.478,0,0.06
1353.01,Raspberries,Berries,RoW,1,0,0.07
113,Rice,Cereals,Sweden,1,0,0.045
116,Rye,"Cereals, incl feed",RoW,0.076,0,0.045
116,Rye,"Cereals, incl feed",Sweden,0.924,0,0.045
114,Sorghum,Cereals,RoW,0.192,0,0.045
114,Sorghum,Cereals,France,0.808,0,0.045
1344.01,Sour cherries,Fruits,RoW,0.061,0,0.07
1344.01,Sour cherries,Fruits,Denmark,0.939,0,0.07
141,Soya beans,Pulses,RoW,0.362,0,0.06
141,Soya beans,Pulses,Brazil,0.638,0,0.06
1215,Spinach,Vegetables,RoW,0.159,0,0.07
1215,Spinach,Vegetables,Denmark,0.111,0,0.07
1215,Spinach,Vegetables,Italy,0.487,0,0.07
1215,Spinach,Vegetables,Spain,0.243,0,0.07
1354,Strawberries,Fruits,RoW,0.194,0,0.07
1354,Strawberries,Fruits,Spain,0.142,0,0.07
1354,Strawberries,Fruits,Sweden,0.665,0,0.07
1801,Sugar beet,Sugar crops,RoW,0.242,0,0.045
1801,Sugar beet,Sugar crops,Sweden,0.758,0,0.045
1802,Sugar cane,Sugar crops,RoW,0.242,0,0.045
1802,Sugar cane,Sugar crops,Sweden,0.758,0,0.045
1445,Sunflower seed,Oil crops,RoW,0.176,0,0.06
1445,Sunflower seed,Oil crops,Bulgaria,0.177,0,0.06
1445,Sunflower seed,Oil crops,France,0.164,0,0.06
1445,Sunflower seed,Oil crops,Hungary,0.125,0,0.06
1445,Sunflower seed,Oil crops,Russian Federation,0.106,0,0.06
1445,Sunflower seed,Oil crops,Ukraine,0.251,0,0.06
1530,Sweet potatoes,Roots,RoW,0.399,0,0.24
1530,Sweet potatoes,Roots,United States of America,0.601,0,0.24
1324,"Tangerines, mandarins, clementines",Fruits,RoW,0.171,0,0.07
1324,"Tangerines, mandarins, clementines",Fruits,Morocco,0.211,0,0.07
1324,"Tangerines, mandarins, clementines",Fruits,Spain,0.617,0,0.07
1234,"Tomatoes, average",Vegetables,RoW,0.27,0,0.07
1234,"Tomatoes, average",Vegetables,Italy,0.328,0,0.07
1234,"Tomatoes, average",Vegetables,Netherlands,0.116,0,0.07
1234,"Tomatoes, average",Vegetables,Portugal,0.106,0,0.07
1234,"Tomatoes, average",Vegetables,Spain,0.179,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,RoW,0.27,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,Italy,0.328,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,Netherlands,0.116,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,Portugal,0.106,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,Spain,0.179,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,RoW,0.27,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,Italy,0.328,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,Netherlands,0.116,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,Portugal,0.106,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,Spain,0.179,0,0.07
1191,Triticale,Cereals,RoW,0.026,0,0.045
1191,Triticale,Cereals,Lithuania,0.344,0,0.045
1191,Triticale,Cereals,Poland,0.167,0,0.045
1191,Triticale,Cereals,Sweden,0.464,0,0.045
1929.02,"True hemp, raw or retted",Other,Sweden,1,0,0.06
1709.01,Vetches,Other,RoW,1,0,0.06
1376,"Walnuts, in shell",Nuts,RoW,0.325,0,0.06
1376,"Walnuts, in shell",Nuts,France,0.201,0,0.06
1376,"Walnuts, in shell",Nuts,Republic of Moldova,0.108,0,0.06
1376,"Walnuts, in shell",Nuts,United States of America,0.365,0,0.06
1221,Watermelons,Fruits,RoW,0.253,0,0.07
1221,Watermelons,Fruits,Greece,0.104,0,0.07
1221,Watermelons,Fruits,Spain,0.643,0,0.07
111,"Wheat, average","Cereals, incl feed",RoW,0.214,0,0.045
111,"Wheat, average","Cereals, incl feed",Sweden,0.786,0,0.045
0111_s,"Wheat, spring",Cereals,RoW,0.214,0,0.045
0111_s,"Wheat, spring",Cereals,Sweden,0.786,0,0.045
0111_w,"Wheat, winter",Cereals,RoW,0.214,0,0.045
0111_w,"Wheat, winter",Cereals,Sweden,0.786,0,0.045
