SUA Code,SUA Name,Category,Producer Country,Share,Organic,Waste
1212,Cabbages,Vegetables,RoW,0.012,0,0.07
1212,Cabbages,Vegetables,Poland,0.988,0,0.07
1229,Cantaloupes and other melons,Fruits,RoW,0.242,0,0.07
1229,Cantaloupes and other melons,Fruits,Brazil,0.171,0,0.07
1229,Cantaloupes and other melons,Fruits,Spain,0.482,0,0.07
1229,Cantaloupes and other melons,Fruits,Ukraine,0.105,0,0.07
1251,Carrots and turnips,Vegetables,RoW,0.04,0,0.07
1251,Carrots and turnips,Vegetables,Poland,0.96,0,0.07
1372,"Cashew nuts, in shell",Nuts,RoW,0.402,0,0.06
1372,"Cashew nuts, in shell",Nuts,India,0.36,0,0.06
1372,"Cashew nuts, in shell",Nuts,Côte d'Ivoire,0.238,0,0.06
1213,"Cauliflowers and broccoli, average",Vegetables,RoW,0.242,0,0.07
1213,"Cauliflowers and broccoli, average",Vegetables,Brazil,0.171,0,0.07
1213,"Cauliflowers and broccoli, average",Vegetables,Spain,0.482,0,0.07
1213,"Cauliflowers and broccoli, average",Vegetables,Ukraine,0.105,0,0.07
01213_b,Broccoli,Vegetables,RoW,0.06,0,0.07
01213_b,Broccoli,Vegetables,Poland,0.94,0,0.07
01213_cf,Cauliflowers,Vegetables,RoW,0.06,0,0.07
01213_cf,Cauliflowers,Vegetables,Poland,0.94,0,0.07
1199.9,Cereals n.e.c.,Cereals,RoW,0.001,0,0.045
1199.9,Cereals n.e.c.,Cereals,Poland,0.999,0,0.045
1344.02,Cherries,Berries,RoW,0.02,0,0.07
1344.02,Cherries,Berries,Poland,0.98,0,0.07
1373,"Chestnuts, in shell",Nuts,RoW,1,0,0.06
1703,"Chick peas, dry",Pulses,Argentina,0.416,0,0.06
1703,"Chick peas, dry",Pulses,RoW,0.235,0,0.06
1703,"Chick peas, dry",Pulses,Canada,0.185,0,0.06
1703,"Chick peas, dry",Pulses,Turkey,0.164,0,0.06
1652,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,RoW,0.119,0,0.07
1652,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,Netherlands,0.267,0,0.07
1652,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,Spain,0.613,0,0.07
1640,Cocoa beans,Stimulants,RoW,0.222,0,0.07
1640,Cocoa beans,Stimulants,Ghana,0.275,0,0.07
1640,Cocoa beans,Stimulants,Côte d'Ivoire,0.503,0,0.07
1460,"Coconut, in shell",Nuts,RoW,0.075,0,0.06
1460,"Coconut, in shell",Nuts,India,0.123,0,0.06
1460,"Coconut, in shell",Nuts,Indonesia,0.27,0,0.06
1460,"Coconut, in shell",Nuts,Philippines,0.532,0,0.06
1610,"Coffee, green",Stimulants,RoW,0.544,0,0.07
1610,"Coffee, green",Stimulants,Brazil,0.345,0,0.07
1610,"Coffee, green",Stimulants,Indonesia,0.111,0,0.07
1232,"Cucumbers and gherkins, averrage",Vegetables,RoW,0.078,0,0.07
1232,"Cucumbers and gherkins, averrage",Vegetables,Poland,0.922,0,0.07
01232_gh,"Cucumbers and gherkins, greenhouse",Vegetables,RoW,0.078,0,0.07
01232_gh,"Cucumbers and gherkins, greenhouse",Vegetables,Poland,0.922,0,0.07
01232_of,"Cucumbers and gherkins, openfield",Vegetables,RoW,0.078,0,0.07
01232_of,"Cucumbers and gherkins, openfield",Vegetables,Poland,0.922,0,0.07
1351.01,Currants,Berries,RoW,0.001,0,0.07
1351.01,Currants,Berries,Poland,0.999,0,0.07
1314,Dates,Fruits,RoW,0.148,0,0.07
1314,Dates,Fruits,Iran (Islamic Republic of),0.636,0,0.07
1314,Dates,Fruits,Tunisia,0.216,0,0.07
1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,RoW,1,0,0.24
1233,Eggplants (aubergines),Vegetables,RoW,0.072,0,0.07
1233,Eggplants (aubergines),Vegetables,Netherlands,0.38,0,0.07
1233,Eggplants (aubergines),Vegetables,Spain,0.548,0,0.07
1315,Figs,Fruits,RoW,0.015,0,0.07
1315,Figs,Fruits,Greece,0.215,0,0.07
1315,Figs,Fruits,Turkey,0.769,0,0.07
1351.02,Gooseberries,Berries,Poland,1,0,0.07
1330,Grapes,Fruits,RoW,0.679,0,0.07
1330,Grapes,Fruits,Italy,0.321,0,0.07
1290.01,Green corn (maize),Vegetables,RoW,0.072,0,0.07
1290.01,Green corn (maize),Vegetables,Hungary,0.489,0,0.07
1290.01,Green corn (maize),Vegetables,Poland,0.439,0,0.07
1252,Green garlic,Vegetables,RoW,0.173,0,0.07
1252,Green garlic,Vegetables,"China, mainland",0.163,0,0.07
1252,Green garlic,Vegetables,Egypt,0.108,0,0.07
1252,Green garlic,Vegetables,Spain,0.557,0,0.07
142,"Groundnuts, excluding shelled",Nuts,RoW,0.065,0,0.06
142,"Groundnuts, excluding shelled",Nuts,Australia,0.111,0,0.06
142,"Groundnuts, excluding shelled",Nuts,Spain,0.26,0,0.06
142,"Groundnuts, excluding shelled",Nuts,United States of America,0.564,0,0.06
1374,"Hazelnuts, in shell",Nuts,RoW,0.197,0,0.06
1374,"Hazelnuts, in shell",Nuts,Georgia,0.127,0,0.06
1374,"Hazelnuts, in shell",Nuts,Poland,0.676,0,0.06
1352,Kiwi fruit,Fruits,RoW,0.217,0,0.07
1352,Kiwi fruit,Fruits,Greece,0.162,0,0.07
1352,Kiwi fruit,Fruits,Italy,0.622,0,0.07
1254,Leeks and other alliaceous vegetables,Vegetables,RoW,0.086,0,0.07
1254,Leeks and other alliaceous vegetables,Vegetables,Poland,0.914,0,0.07
1322,Lemons and limes,Fruits,RoW,0.133,0,0.07
1322,Lemons and limes,Fruits,Argentina,0.134,0,0.07
1322,Lemons and limes,Fruits,Spain,0.595,0,0.07
1322,Lemons and limes,Fruits,Turkey,0.138,0,0.07
1704,"Lentils, dry (organic)",Pulses,RoW,0.07,0,0.06
1704,"Lentils, dry (organic)",Pulses,Canada,0.662,0,0.06
1704,"Lentils, dry (organic)",Pulses,Russian Federation,0.142,0,0.06
1704,"Lentils, dry (organic)",Pulses,Turkey,0.126,0,0.06
1214,Lettuce and chicory,Vegetables,RoW,0.219,0,0.07
1214,Lettuce and chicory,Vegetables,Poland,0.443,0,0.07
1214,Lettuce and chicory,Vegetables,Spain,0.337,0,0.07
1441,Linseed,Seeds,RoW,0.174,0,0.06
1441,Linseed,Seeds,Kazakhstan,0.448,0,0.06
1441,Linseed,Seeds,Russian Federation,0.218,0,0.06
1441,Linseed,Seeds,Ukraine,0.16,0,0.06
1709.02,Lupins,Pulses,RoW,1,0,0.06
112,Maize (corn),"Cereals, incl feed",RoW,0.073,0,0.045
112,Maize (corn),"Cereals, incl feed",Poland,0.927,0,0.045
1316,"Mangoes, guavas and mangosteens",Fruits,RoW,0.27,0,0.07
1316,"Mangoes, guavas and mangosteens",Fruits,Brazil,0.467,0,0.07
1316,"Mangoes, guavas and mangosteens",Fruits,Peru,0.263,0,0.07
118,Millet,Cereals,RoW,0.054,0,0.045
118,Millet,Cereals,Poland,0.946,0,0.045
1199.02,Mixed grain,Cereals,RoW,0.001,0,0.045
1199.02,Mixed grain,Cereals,Poland,0.999,0,0.045
1270,Mushrooms and truffles,Mushrooms,RoW,1,0,0.07
117,Oats,"Cereals, incl feed",RoW,0.022,0,0.045
117,Oats,"Cereals, incl feed",Poland,0.978,0,0.045
1491.01,Oil palm fruit,"Oil crops, tree",RoW,0.149,0,0.06
1491.01,Oil palm fruit,"Oil crops, tree","China, mainland",0.159,0,0.06
1491.01,Oil palm fruit,"Oil crops, tree",India,0.134,0,0.06
1491.01,Oil palm fruit,"Oil crops, tree",Malaysia,0.18,0,0.06
1491.01,Oil palm fruit,"Oil crops, tree",Poland,0.241,0,0.06
1491.01,Oil palm fruit,"Oil crops, tree",Ethiopia,0.137,0,0.06
1450,Olives,"Oil crops, tree",RoW,0.129,0,0.06
1450,Olives,"Oil crops, tree",Italy,0.274,0,0.06
1450,Olives,"Oil crops, tree",Spain,0.597,0,0.06
1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,RoW,0.109,0,0.07
1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,Poland,0.891,0,0.07
1323,Oranges,Fruits,RoW,0.188,0,0.07
1323,Oranges,Fruits,Brazil,0.183,0,0.07
1323,Oranges,Fruits,Greece,0.113,0,0.07
1323,Oranges,Fruits,Spain,0.516,0,0.07
1241.9,"Other beans, green",Vegetables,RoW,0.122,0,0.07
1241.9,"Other beans, green",Vegetables,Poland,0.878,0,0.07
1359.9,"Other fruits, n.e.c.",Fruits,RoW,1,0,0.07
1449.9,"Other oil seeds, n.e.c.",Oil crops,RoW,0.149,0,0.06
1449.9,"Other oil seeds, n.e.c.",Oil crops,"China, mainland",0.159,0,0.06
1449.9,"Other oil seeds, n.e.c.",Oil crops,India,0.134,0,0.06
1449.9,"Other oil seeds, n.e.c.",Oil crops,Malaysia,0.18,0,0.06
1449.9,"Other oil seeds, n.e.c.",Oil crops,Poland,0.241,0,0.06
1449.9,"Other oil seeds, n.e.c.",Oil crops,Ethiopia,0.137,0,0.06
1709.9,Other pulses n.e.c.,Pulses,RoW,0.25,0,0.06
1709.9,Other pulses n.e.c.,Pulses,Poland,0.75,0,0.06
1699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,RoW,1,0,0.07
1290.9,"Other vegetables, fresh n.e.c.",Vegetables,RoW,1,0,0.07
1317,Papayas,Fruits,Brazil,0.27,0,0.07
1317,Papayas,Fruits,RoW,0.143,0,0.07
1317,Papayas,Fruits,India,0.587,0,0.07
1345,Peaches and nectarines,Fruits,RoW,0.068,0,0.07
1345,Peaches and nectarines,Fruits,Italy,0.195,0,0.07
1345,Peaches and nectarines,Fruits,Poland,0.101,0,0.07
1345,Peaches and nectarines,Fruits,Spain,0.636,0,0.07
1342.01,Pears,Fruits,RoW,0.246,0,0.07
1342.01,Pears,Fruits,Poland,0.754,0,0.07
1705,"Peas, dry","Pulses, incl feed",RoW,0.215,0,0.06
1705,"Peas, dry","Pulses, incl feed",Poland,0.785,0,0.06
1242,"Peas, green",Vegetables,RoW,0.091,0,0.07
1242,"Peas, green",Vegetables,Poland,0.909,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,Brazil,0.323,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,RoW,0.207,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,India,0.136,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,Indonesia,0.333,0,0.07
1318,Pineapples,Fruits,RoW,0.165,0,0.07
1318,Pineapples,Fruits,Costa Rica,0.366,0,0.07
1318,Pineapples,Fruits,Thailand,0.469,0,0.07
1313,Plantains and cooking bananas,Fruits,RoW,0.049,0,0.07
1313,Plantains and cooking bananas,Fruits,Colombia,0.412,0,0.07
1313,Plantains and cooking bananas,Fruits,Ecuador,0.539,0,0.07
1346,Plums and sloes,Fruits,RoW,0.149,0,0.07
1346,Plums and sloes,Fruits,Chile,0.174,0,0.07
1346,Plums and sloes,Fruits,Poland,0.677,0,0.07
1321,Pomelos and grapefruits,Fruits,RoW,0.188,0,0.07
1321,Pomelos and grapefruits,Fruits,"China, mainland",0.188,0,0.07
1321,Pomelos and grapefruits,Fruits,Israel,0.13,0,0.07
1321,Pomelos and grapefruits,Fruits,South Africa,0.187,0,0.07
1321,Pomelos and grapefruits,Fruits,Spain,0.134,0,0.07
1321,Pomelos and grapefruits,Fruits,Turkey,0.173,0,0.07
1448,Poppy seed,Seeds,RoW,0.22,0,0.06
1448,Poppy seed,Seeds,Czechia,0.339,0,0.06
1448,Poppy seed,Seeds,Spain,0.318,0,0.06
1448,Poppy seed,Seeds,Turkey,0.123,0,0.06
1510,Potatoes,Roots,RoW,0.025,0,0.24
1510,Potatoes,Roots,Poland,0.975,0,0.24
1235,"Pumpkins, squash and gourds",Vegetables,RoW,0.153,0,0.07
1235,"Pumpkins, squash and gourds",Vegetables,Poland,0.847,0,0.07
1342.02,Quinces,Other,RoW,0.197,0,0.06
1342.02,Quinces,Other,Turkey,0.803,0,0.06
1194,Quinoa,Seeds,Bolivia (Plurinational State of),0.391,0,0.06
1194,Quinoa,Seeds,RoW,0.019,0,0.06
1194,Quinoa,Seeds,Peru,0.59,0,0.06
1443,Rape or colza seed,Oil crops,RoW,0.124,0,0.06
1443,Rape or colza seed,Oil crops,Poland,0.876,0,0.06
01443_s,"Rape or colza seed, spring",Oil crops,RoW,0.124,0,0.06
01443_s,"Rape or colza seed, spring",Oil crops,Poland,0.876,0,0.06
01443_w,"Rape or colza seed, winter",Oil crops,RoW,0.124,0,0.06
01443_w,"Rape or colza seed, winter",Oil crops,Poland,0.876,0,0.06
1353.01,Raspberries,Berries,RoW,0.095,0,0.07
1353.01,Raspberries,Berries,Poland,0.905,0,0.07
113,Rice,Cereals,RoW,0.001,0,0.045
113,Rice,Cereals,Poland,0.999,0,0.045
116,Rye,"Cereals, incl feed",RoW,0.002,0,0.045
116,Rye,"Cereals, incl feed",Poland,0.998,0,0.045
114,Sorghum,Cereals,RoW,0.2,0,0.045
114,Sorghum,Cereals,Hungary,0.492,0,0.045
114,Sorghum,Cereals,Romania,0.142,0,0.045
114,Sorghum,Cereals,Ukraine,0.166,0,0.045
1344.01,Sour cherries,Fruits,RoW,0.018,0,0.07
1344.01,Sour cherries,Fruits,Poland,0.982,0,0.07
141,Soya beans,Pulses,Argentina,0.434,0,0.06
141,Soya beans,Pulses,RoW,0.153,0,0.06
141,Soya beans,Pulses,Brazil,0.174,0,0.06
141,Soya beans,Pulses,United States of America,0.239,0,0.06
1215,Spinach,Vegetables,RoW,0.155,0,0.07
1215,Spinach,Vegetables,Italy,0.201,0,0.07
1215,Spinach,Vegetables,Spain,0.644,0,0.07
1354,Strawberries,Fruits,RoW,0.072,0,0.07
1354,Strawberries,Fruits,Poland,0.928,0,0.07
1801,Sugar beet,Sugar crops,RoW,0.064,0,0.045
1801,Sugar beet,Sugar crops,Poland,0.936,0,0.045
1802,Sugar cane,Sugar crops,RoW,0.064,0,0.045
1802,Sugar cane,Sugar crops,Poland,0.936,0,0.045
1445,Sunflower seed,Oil crops,RoW,0.213,0,0.06
1445,Sunflower seed,Oil crops,Ukraine,0.787,0,0.06
1530,Sweet potatoes,Roots,RoW,0.178,0,0.24
1530,Sweet potatoes,Roots,Italy,0.125,0,0.24
1530,Sweet potatoes,Roots,Spain,0.48,0,0.24
1530,Sweet potatoes,Roots,United States of America,0.217,0,0.24
1324,"Tangerines, mandarins, clementines",Fruits,RoW,0.146,0,0.07
1324,"Tangerines, mandarins, clementines",Fruits,Spain,0.854,0,0.07
1234,"Tomatoes, average",Vegetables,RoW,0.337,0,0.07
1234,"Tomatoes, average",Vegetables,Poland,0.663,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,RoW,0.337,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,Poland,0.663,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,RoW,0.337,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,Poland,0.663,0,0.07
1191,Triticale,Cereals,RoW,0.001,0,0.045
1191,Triticale,Cereals,Poland,0.999,0,0.045
1929.02,"True hemp, raw or retted",Other,RoW,0.001,0,0.06
1929.02,"True hemp, raw or retted",Other,Poland,0.999,0,0.06
1709.01,Vetches,Other,Poland,1,0,0.06
1376,"Walnuts, in shell",Nuts,RoW,0.053,0,0.06
1376,"Walnuts, in shell",Nuts,Poland,0.947,0,0.06
1221,Watermelons,Fruits,RoW,0.156,0,0.07
1221,Watermelons,Fruits,Greece,0.127,0,0.07
1221,Watermelons,Fruits,Hungary,0.205,0,0.07
1221,Watermelons,Fruits,Italy,0.296,0,0.07
1221,Watermelons,Fruits,Spain,0.216,0,0.07
111,"Wheat, average","Cereals, incl feed",RoW,0.12,0,0.045
111,"Wheat, average","Cereals, incl feed",Poland,0.88,0,0.045
0111_s,"Wheat, spring",Cereals,RoW,0.12,0,0.045
0111_s,"Wheat, spring",Cereals,Poland,0.88,0,0.045
0111_w,"Wheat, winter",Cereals,RoW,0.12,0,0.045
0111_w,"Wheat, winter",Cereals,Poland,0.88,0,0.045
