Food code,Component code,Facet(s) code,Percentage,Probability,Reference link (1),Reference link (2)
A.01.04.006.009,A.04.02.012,F28.A07XD,6.00,1.00,http://www.gnpd.com/sinatra/recordpage/1530966/,
A.01.04.006.009,A.04.04.001,F28.A07XD,6.00,1.00,http://www.gnpd.com/sinatra/recordpage/1530966/,
A.01.04.006.009,A.01.04.001.001,To be further disaggregated (d),88.00,1.00,http://www.gnpd.com/sinatra/recordpage/1530966/,
A.01.04.007.001,A.01.04.001.001,To be further disaggregated (d),100.00,1.00,https://www.allrecipes.com/recipe/140386/toasted-breadcrumbs/,
A.01.04.007.002,A.16.10.001,F28.A07XD,1.20,1.00,http://www.gnpd.com/sinatra/recordpage/2011703/,
A.01.04.007.002,A.16.04.001,F28.A07XD,3.80,1.00,http://www.gnpd.com/sinatra/recordpage/2011703/,
A.01.04.007.002,A.01.03.001.003,To be further disaggregated (d),95.00,1.00,http://www.gnpd.com/sinatra/recordpage/2011703/,
A.01.04.007.003,A.16.02.028,F28.A07KG$F28.A07LA,4.02,1.00,https://www.allrecipes.com/recipe/9370/really-easy-bread-stuffing/,
A.01.04.007.003,A.15.01,F28.A07XD,6.03,1.00,https://www.allrecipes.com/recipe/9370/really-easy-bread-stuffing/,
A.01.04.007.003,A.02.02.002,F28.A07GR,10.05,1.00,https://www.allrecipes.com/recipe/9370/really-easy-bread-stuffing/,
A.01.04.007.003,A.16.04.008,To be further disaggregated (d),12.06,1.00,https://www.allrecipes.com/recipe/9370/really-easy-bread-stuffing/,
A.01.04.007.003,A.16.04.001,F28.A07XD,17.59,1.00,https://www.allrecipes.com/recipe/9370/really-easy-bread-stuffing/,
A.01.04.007.003,A.01.04.007.001,To be further disaggregated (d),50.25,1.00,https://www.allrecipes.com/recipe/9370/really-easy-bread-stuffing/,
A.01.05.001,A.04.02.009,F28.A07LA,100.00,1.00,,
A.01.05.002,A.01.03.006.001,To be further disaggregated (d),100.00,1.00,,
A.01.05.003,A.16.04.001,F28.A07XD,1.00,1.00,http://www.gnpd.com/sinatra/recordpage/2464467/,
A.01.05.003,A.11.04.017,To be further disaggregated (d),7.00,1.00,http://www.gnpd.com/sinatra/recordpage/2464467/,
A.01.05.003,A.09.01.001,F28.A07XD,14.00,1.00,http://www.gnpd.com/sinatra/recordpage/2464467/,
A.01.05.003,A.01.03.001.003,To be further disaggregated (d),78.00,1.00,http://www.gnpd.com/sinatra/recordpage/2464467/,
A.01.05.004,A.01.03.001.012,To be further disaggregated (d),100.00,1.00,,
A.01.05.005,A.09.01.001,F28.A07XD,20.00,1.00,http://www.gnpd.com/sinatra/recordpage/5478165/,
A.01.05.005,A.01.03.001.012,To be further disaggregated (d),80.00,1.00,http://www.gnpd.com/sinatra/recordpage/5478165/,
A.01.05.006,A.01.03.001.012,To be further disaggregated (d),100.00,1.00,,
A.01.05.007,A.01.04.007.001,To be further disaggregated (d),12.80,1.00,http://www.gnpd.com/sinatra/recordpage/5267611/,
A.01.05.007,A.06.01.001,F28.A07XD,27.20,0.19,http://www.gnpd.com/sinatra/recordpage/5267611/,
A.01.05.007,A.06.01.003,F28.A07XD,27.20,0.81,http://www.gnpd.com/sinatra/recordpage/5267611/,
A.01.05.007,A.01.05.005,To be further disaggregated (d),60.00,1.00,http://www.gnpd.com/sinatra/recordpage/5267611/,
A.01.05.008,A.01.03.001.012,To be further disaggregated (d),33.33,1.00,,
A.01.05.008,A.01.03.002.003,To be further disaggregated (d),33.33,1.00,,
A.01.05.008,A.01.03.008.002,To be further disaggregated (d),33.33,1.00,,
A.01.05.009,A.01.03.002.003,To be further disaggregated (d),100.00,1.00,,
A.01.05.012,A.01.03.007.003,To be further disaggregated (d),100.00,1.00,,
A.01.05.013,A.01.03.001.004,To be further disaggregated (d),100.00,1.00,,
A.01.05.014,A.09.01.001,F28.A07XD,19.00,1.00,http://allrecipes.com/Recipe/whole-wheat-pasta/detail.aspx,
A.01.05.014,A.01.03.001.004,To be further disaggregated (d),81.00,1.00,http://allrecipes.com/Recipe/whole-wheat-pasta/detail.aspx,
A.01.05.015,I.01.03.008.008,To be further disaggregated (d),100.00,1.00,,
A.01.06.001.001,A.01.02.002.001,F28.A07LG,100.00,1.00,,
A.01.06.001.002,A.01.02.003,F28.A07LG,100.00,1.00,,
A.01.06.001.003,A.16.04.001,F28.A07XD,0.40,1.00,http://www.gnpd.com/sinatra/recordpage/2820199/,
A.01.06.001.003,A.04.03.003,F28.A07XD,1.60,1.00,http://www.gnpd.com/sinatra/recordpage/2820199/,
A.01.06.001.003,A.04.03.009,F28.A07XD,1.60,1.00,http://www.gnpd.com/sinatra/recordpage/2820199/,
A.01.06.001.003,A.04.03.012,F28.A07XD,1.60,1.00,http://www.gnpd.com/sinatra/recordpage/2820199/,
A.01.06.001.003,A.04.03.001,F28.A07XD,3.60,1.00,http://www.gnpd.com/sinatra/recordpage/2820199/,
A.01.06.001.003,A.04.03.007,F28.A07XD,3.60,1.00,http://www.gnpd.com/sinatra/recordpage/2820199/,
A.01.06.001.003,A.10.01.001,To be further disaggregated (d),14.50,1.00,http://www.gnpd.com/sinatra/recordpage/2820199/,
A.01.06.001.003,A.01.06.001.002,To be further disaggregated (d),73.10,1.00,http://www.gnpd.com/sinatra/recordpage/2820199/,
A.01.06.001.004,A.10.07,F28.A07XD,1.50,1.00,http://www.gnpd.com/sinatra/recordpage/3823285/,
A.01.06.001.004,A.04.02.021,F28.A07XD,7.00,1.00,http://www.gnpd.com/sinatra/recordpage/3823285/,
A.01.06.001.004,A.10.01.001,To be further disaggregated (d),31.50,1.00,http://www.gnpd.com/sinatra/recordpage/3823285/,
A.01.06.001.004,A.01.06.001.002,To be further disaggregated (d),60.00,1.00,http://www.gnpd.com/sinatra/recordpage/3823285/,
A.01.06.001.005,A.10.07,F28.A07XD,3.00,1.00,http://www.gnpd.com/sinatra/recordpage/3077705/,
A.01.06.001.005,A.10.01.001,To be further disaggregated (d),24.00,1.00,http://www.gnpd.com/sinatra/recordpage/3077705/,
A.01.06.001.005,A.01.06.001.002,To be further disaggregated (d),73.00,1.00,http://www.gnpd.com/sinatra/recordpage/3077705/,
A.01.06.001.006,A.10.06.003,To be further disaggregated (d),0.50,1.00,http://www.gnpd.com/sinatra/recordpage/3473367/,
A.01.06.001.006,A.16.04.001,F28.A07XD,0.80,1.00,http://www.gnpd.com/sinatra/recordpage/3473367/,
A.01.06.001.006,A.10.01.001,To be further disaggregated (d),36.70,1.00,http://www.gnpd.com/sinatra/recordpage/3473367/,
A.01.06.001.006,A.01.06.001.002,To be further disaggregated (d),62.00,1.00,http://www.gnpd.com/sinatra/recordpage/3473367/,
A.01.06.001.007,A.01.02.007,F28.A07LG,100.00,1.00,,
A.01.06.001.008,A.16.04.001,F28.A07XD,1.00,1.00,http://www.gnpd.com/sinatra/recordpage/4988227/,
A.01.06.001.008,A.10.01.001,To be further disaggregated (d),7.50,1.00,http://www.gnpd.com/sinatra/recordpage/4988227/,
A.01.06.001.008,A.01.03.008.002,To be further disaggregated (d),8.50,1.00,http://www.gnpd.com/sinatra/recordpage/4988227/,
A.01.06.001.008,A.01.06.001.020,To be further disaggregated (d),37.00,1.00,http://www.gnpd.com/sinatra/recordpage/4988227/,
A.01.06.001.008,A.01.06.001.016,To be further disaggregated (d),46.00,1.00,http://www.gnpd.com/sinatra/recordpage/4988227/,
A.01.06.001.009,A.01.03.005.001,To be further disaggregated (d),50.00,1.00,,
A.01.06.001.009,A.01.06.001.011,To be further disaggregated (d),50.00,1.00,,
A.01.06.001.010,A.04.03.001,F28.A07XD,0.56,1.00,,
A.01.06.001.010,A.04.03.007,F28.A07XD,0.56,1.00,,
A.01.06.001.010,A.05.07.006,To be further disaggregated (d),1.12,1.00,,
A.01.06.001.010,A.04.03.006,F28.A07XD,2.24,1.00,,
A.01.06.001.010,A.05.07.008,To be further disaggregated (d),4.48,1.00,,
A.01.06.001.010,A.05.07.001,To be further disaggregated (d),11.94,1.00,,
A.01.06.001.010,A.01.06.001.009,To be further disaggregated (d),79.10,1.00,,
A.01.06.001.011,A.01.02.008,F28.A07LH,100.00,1.00,,
A.01.06.001.013,A.01.02.008,F28.A07LH,100.00,1.00,,
A.01.06.001.014,A.01.02.008,F28.A07LH,100.00,1.00,,
A.01.06.001.015,A.10.01.001,To be further disaggregated (d),2.00,1.00,http://www.gnpd.com/sinatra/recordpage/5422383/,
A.01.06.001.015,I.10.03.008.002,To be further disaggregated (d),18.00,1.00,http://www.gnpd.com/sinatra/recordpage/5422383/,
A.01.06.001.015,A.01.06.001.016,To be further disaggregated (d),32.00,1.00,http://www.gnpd.com/sinatra/recordpage/5422383/,
A.01.06.001.015,A.01.06.001.020,To be further disaggregated (d),48.00,1.00,http://www.gnpd.com/sinatra/recordpage/5422383/,
A.01.06.001.016,A.01.02.009,F28.A07LG,100.00,1.00,,
A.01.06.001.017,A.10.01.001,To be further disaggregated (d),2.00,1.00,,
A.01.06.001.017,I.10.03.008.002,To be further disaggregated (d),18.00,1.00,,
A.01.06.001.017,A.01.06.001.016,To be further disaggregated (d),80.00,1.00,,
A.01.06.001.018,A.01.02.004,F28.A07LG,100.00,1.00,,
A.01.06.001.019,A.01.02.005,F28.A07LG,100.00,1.00,,
A.01.06.001.020,A.01.02.001,F28.A07LG,100.00,1.00,,
A.01.06.001.021,A.16.04.001,F28.A07XD,1.10,1.00,,
A.01.06.001.021,A.10.07,F28.A07XD,4.50,1.00,,
A.01.06.001.021,A.10.01.001,To be further disaggregated (d),7.90,1.00,,
A.01.06.001.021,A.01.03.001.008,To be further disaggregated (d),11.00,1.00,,
A.01.06.001.021,I.10.03.008.002,To be further disaggregated (d),21.50,1.00,,
A.01.06.001.021,A.01.06.001.020,To be further disaggregated (d),54.00,1.00,,
A.01.06.001.022,A.16.04.001,F28.A07XD,1.10,1.00,http://www.gnpd.com/sinatra/recordpage/732267/,
A.01.06.001.022,A.04.03.006,F28.A07XD,1.50,1.00,http://www.gnpd.com/sinatra/recordpage/732267/,
A.01.06.001.022,A.04.03.007,F28.A07XD,1.50,1.00,http://www.gnpd.com/sinatra/recordpage/732267/,
A.01.06.001.022,A.05.07.006,To be further disaggregated (d),1.50,1.00,http://www.gnpd.com/sinatra/recordpage/732267/,
A.01.06.001.022,A.05.07.008,To be further disaggregated (d),2.00,1.00,http://www.gnpd.com/sinatra/recordpage/732267/,
A.01.06.001.022,A.10.07,F28.A07XD,4.50,1.00,http://www.gnpd.com/sinatra/recordpage/732267/,
A.01.06.001.022,A.10.01.001,To be further disaggregated (d),7.90,1.00,http://www.gnpd.com/sinatra/recordpage/732267/,
A.01.06.001.022,A.01.03.001.008,To be further disaggregated (d),11.00,1.00,http://www.gnpd.com/sinatra/recordpage/732267/,
A.01.06.001.022,A.05.07.001,To be further disaggregated (d),15.00,1.00,http://www.gnpd.com/sinatra/recordpage/732267/,
A.01.06.001.022,A.01.06.001.020,To be further disaggregated (d),54.00,1.00,http://www.gnpd.com/sinatra/recordpage/732267/,
A.01.06.001.023,A.10.01.001,To be further disaggregated (d),14.00,1.00,http://www.gnpd.com/sinatra/recordpage/1681942/,
A.01.06.001.023,A.01.06.001.020,To be further disaggregated (d),86.00,1.00,http://www.gnpd.com/sinatra/recordpage/1681942/,
A.01.06.001.024,A.10.01.001,To be further disaggregated (d),15.00,1.00,http://www.gnpd.com/sinatra/recordpage/378557/,
A.01.06.001.024,A.01.03.001.008,To be further disaggregated (d),85.00,1.00,http://www.gnpd.com/sinatra/recordpage/378557/,
A.01.06.002.001,A.16.04.001,F28.A07XD,0.22,1.00,https://www.allrecipes.com/recipe/223467/granola-bars/,
A.01.06.002.001,A.16.09.002,To be further disaggregated (d),1.40,1.00,https://www.allrecipes.com/recipe/223467/granola-bars/,
A.01.06.002.001,A.04.03.006,F28.A07LA,9.84,1.00,https://www.allrecipes.com/recipe/223467/granola-bars/,
A.01.06.002.001,A.11.03.001,To be further disaggregated (d),9.84,1.00,https://www.allrecipes.com/recipe/223467/granola-bars/,
A.01.06.002.001,A.10.07,F28.A07XD,33.73,1.00,https://www.allrecipes.com/recipe/223467/granola-bars/,
A.01.06.002.001,A.01.06.001.011,To be further disaggregated (d),44.97,1.00,https://www.allrecipes.com/recipe/223467/granola-bars/,
A.01.06.002.002,A.04.03.001,F28.A07XD,1.75,1.00,http://www.gnpd.com/sinatra/recordpage/3714037/,
A.01.06.002.002,A.04.03.007,F28.A07XD,1.75,1.00,http://www.gnpd.com/sinatra/recordpage/3714037/,
A.01.06.002.002,A.08.03.003.003,To be further disaggregated (d),2.50,1.00,http://www.gnpd.com/sinatra/recordpage/3714037/,
A.01.06.002.002,A.10.01.001,To be further disaggregated (d),9.00,1.00,http://www.gnpd.com/sinatra/recordpage/3714037/,
A.01.06.002.002,A.05.07.001,To be further disaggregated (d),12.00,1.00,http://www.gnpd.com/sinatra/recordpage/3714037/,
A.01.06.002.002,A.01.06.001.011,To be further disaggregated (d),36.00,1.00,http://www.gnpd.com/sinatra/recordpage/3714037/,
A.01.06.002.002,A.01.02.001,F28.A07LH,37.00,1.00,http://www.gnpd.com/sinatra/recordpage/3714037/,
A.01.06.002.003,A.02.11.002,To be further disaggregated (d),1.60,1.00,http://www.gnpd.com/sinatra/recordpage/5592303/,
A.01.06.002.003,A.01.03.006.001,To be further disaggregated (d),6.05,1.00,http://www.gnpd.com/sinatra/recordpage/5592303/,
A.01.06.002.003,A.11.04.017,To be further disaggregated (d),6.05,1.00,http://www.gnpd.com/sinatra/recordpage/5592303/,
A.01.06.002.003,I.10.03.002.002,To be further disaggregated (d),11.00,1.00,http://www.gnpd.com/sinatra/recordpage/5592303/,
A.01.06.002.003,A.01.03.001.003,To be further disaggregated (d),11.90,1.00,http://www.gnpd.com/sinatra/recordpage/5592303/,
A.01.06.002.003,A.01.06.001.020,To be further disaggregated (d),13.00,1.00,http://www.gnpd.com/sinatra/recordpage/5592303/,
A.01.06.002.003,A.10.01.001,To be further disaggregated (d),15.40,1.00,http://www.gnpd.com/sinatra/recordpage/5592303/,
A.01.06.002.003,A.01.06.001.011,To be further disaggregated (d),35.00,1.00,http://www.gnpd.com/sinatra/recordpage/5592303/,
A.01.06.002.004,A.04.03.007,F28.A07XD,2.00,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.05.07.006,To be further disaggregated (d),2.00,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.05.07.002,To be further disaggregated (d),2.50,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.01.06.001.001,To be further disaggregated (d),4.10,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.01.06.001.020,To be further disaggregated (d),4.10,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.04.03.006,F28.A07XD,4.10,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.05.09.003,To be further disaggregated (d),4.10,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.11.03.004,To be further disaggregated (d),5.70,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.05.07.001,To be further disaggregated (d),10.10,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.01.06.004.004,To be further disaggregated (d),11.66,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.01.03.001.003,To be further disaggregated (d),11.67,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.10.01.001,To be further disaggregated (d),11.67,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.004,A.01.06.001.011,To be further disaggregated (d),26.30,1.00,http://www.gnpd.com/sinatra/recordpage/5718365/,
A.01.06.002.005,A.04.03.001,F28.A07XD,2.00,1.00,http://www.gnpd.com/sinatra/recordpage/5716651/,
A.01.06.002.005,A.05.04.006,F28.A07KG,2.60,1.00,http://www.gnpd.com/sinatra/recordpage/5716651/,
A.01.06.002.005,A.05.04.009,F28.A07KG,3.00,1.00,http://www.gnpd.com/sinatra/recordpage/5716651/,
A.01.06.002.005,A.04.04.004,F28.A07XD,3.00,1.00,http://www.gnpd.com/sinatra/recordpage/5716651/,
A.01.06.002.005,I.10.03.009.002,To be further disaggregated (d),6.00,1.00,http://www.gnpd.com/sinatra/recordpage/5716651/,
A.01.06.002.005,A.01.06.001.001,To be further disaggregated (d),17.13,1.00,http://www.gnpd.com/sinatra/recordpage/5716651/,
A.01.06.002.005,A.01.06.001.011,To be further disaggregated (d),17.13,1.00,http://www.gnpd.com/sinatra/recordpage/5716651/,
A.01.06.002.005,A.01.06.001.020,To be further disaggregated (d),17.13,1.00,http://www.gnpd.com/sinatra/recordpage/5716651/,
A.01.06.002.005,A.01.06.002.008,To be further disaggregated (d),32.00,1.00,http://www.gnpd.com/sinatra/recordpage/5716651/,
A.01.06.002.006,A.04.03.001,F28.A07XD,0.50,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.04.03.007,F28.A07XD,0.50,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.05.07.008,To be further disaggregated (d),1.30,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.05.06.021,F28.A07KG,1.40,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.04.03.006,F28.A07XD,2.40,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.05.07.006,To be further disaggregated (d),3.00,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.10.01.001,To be further disaggregated (d),8.90,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.01.02.003,F28.A07LH,10.00,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.05.07.001,To be further disaggregated (d),12.00,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.01.02.001,F28.A07LH,14.00,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.01.06.001.020,To be further disaggregated (d),20.00,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.006,A.01.06.001.011,To be further disaggregated (d),26.00,1.00,http://www.gnpd.com/sinatra/recordpage/5499467/,
A.01.06.002.007,A.04.03.001,F28.A07XD,1.00,1.00,http://www.gnpd.com/sinatra/recordpage/4827077/,
A.01.06.002.007,A.04.03.007,F28.A07XD,1.00,1.00,http://www.gnpd.com/sinatra/recordpage/4827077/,
A.01.06.002.007,A.08.03.003.003,To be further disaggregated (d),2.50,1.00,http://www.gnpd.com/sinatra/recordpage/4827077/,
A.01.06.002.007,A.10.01.001,To be further disaggregated (d),9.50,1.00,http://www.gnpd.com/sinatra/recordpage/4827077/,
A.01.06.002.007,I.10.03.002.002,To be further disaggregated (d),10.00,1.00,http://www.gnpd.com/sinatra/recordpage/4827077/,
A.01.06.002.007,A.05.07.001,To be further disaggregated (d),11.00,1.00,http://www.gnpd.com/sinatra/recordpage/4827077/,
A.01.06.002.007,A.01.06.001.011,To be further disaggregated (d),32.00,1.00,http://www.gnpd.com/sinatra/recordpage/4827077/,
A.01.06.002.007,A.01.02.001,F28.A07LH,33.00,1.00,http://www.gnpd.com/sinatra/recordpage/4827077/,
A.01.06.002.008,A.01.02.006,F28.A07LH,10.00,1.00,http://www.gnpd.com/sinatra/recordpage/4379859/,
A.01.06.002.008,A.01.06.001.020,To be further disaggregated (d),10.00,1.00,http://www.gnpd.com/sinatra/recordpage/4379859/,
A.01.06.002.008,A.05.07.001,To be further disaggregated (d),10.00,1.00,http://www.gnpd.com/sinatra/recordpage/4379859/,
A.01.06.002.008,A.01.02.004,F28.A07LH,15.00,1.00,http://www.gnpd.com/sinatra/recordpage/4379859/,
A.01.06.002.008,A.01.02.002.001,F28.A07LH,20.00,1.00,http://www.gnpd.com/sinatra/recordpage/4379859/,
A.01.06.002.008,A.01.06.001.011,To be further disaggregated (d),35.00,1.00,http://www.gnpd.com/sinatra/recordpage/4379859/,
A.01.06.002.009,A.04.03.001,F28.A07XD,1.25,1.00,http://www.gnpd.com/sinatra/recordpage/5524849/,
A.01.06.002.009,A.04.03.007,F28.A07XD,1.25,1.00,http://www.gnpd.com/sinatra/recordpage/5524849/,
A.01.06.002.009,A.08.03.003.003,To be further disaggregated (d),2.50,1.00,http://www.gnpd.com/sinatra/recordpage/5524849/,
A.01.06.002.009,A.05.07.001,To be further disaggregated (d),15.00,1.00,http://www.gnpd.com/sinatra/recordpage/5524849/,
A.01.06.002.009,A.01.06.001.011,To be further disaggregated (d),37.00,1.00,http://www.gnpd.com/sinatra/recordpage/5524849/,
A.01.06.002.009,A.01.02.001,F28.A07LH,43.00,1.00,http://www.gnpd.com/sinatra/recordpage/5524849/,
A.01.06.003.001,A.05.07.005,To be further disaggregated (d),9.00,0.11,http://www.gnpd.com/sinatra/recordpage/236050/,
A.01.06.003.001,A.05.07.006,To be further disaggregated (d),9.00,0.11,http://www.gnpd.com/sinatra/recordpage/236050/,
A.01.06.003.001,A.05.04.008,F28.A07KG,9.00,0.21,http://www.gnpd.com/sinatra/recordpage/236050/,
A.01.06.003.001,A.05.04.009,F28.A07KG,9.00,0.57,http://www.gnpd.com/sinatra/recordpage/236050/,
A.01.06.003.001,A.01.06.003.002,To be further disaggregated (d),91.00,1.00,http://www.gnpd.com/sinatra/recordpage/236050/,
A.01.06.003.002,A.16.09.002,To be further disaggregated (d),1.00,1.00,http://www.gnpd.com/sinatra/recordpage/138836/,
A.01.06.003.002,A.08.03.002.002,To be further disaggregated (d),12.00,1.00,http://www.gnpd.com/sinatra/recordpage/138836/,
A.01.06.003.002,A.10.01.001,To be further disaggregated (d),12.50,1.00,http://www.gnpd.com/sinatra/recordpage/138836/,
A.01.06.003.002,A.11.04,To be further disaggregated (p),12.50,1.00,http://www.gnpd.com/sinatra/recordpage/138836/,
A.01.06.003.002,A.08.03.003.003,To be further disaggregated (d),17.00,1.00,http://www.gnpd.com/sinatra/recordpage/138836/,
A.01.06.003.002,A.01.06.001.002,To be further disaggregated (d),45.00,1.00,http://www.gnpd.com/sinatra/recordpage/138836/,
A.01.06.003.003,A.16.04.001,F28.A07XD,0.10,1.00,http://www.gnpd.com/sinatra/recordpage/5422369/,
A.01.06.003.003,A.08.03.003.001,To be further disaggregated (d),0.80,1.00,http://www.gnpd.com/sinatra/recordpage/5422369/,
A.01.06.003.003,A.02.11.002,To be further disaggregated (d),2.00,1.00,http://www.gnpd.com/sinatra/recordpage/5422369/,
A.01.06.003.003,A.08.03.003.003,To be further disaggregated (d),2.30,1.00,http://www.gnpd.com/sinatra/recordpage/5422369/,
A.01.06.003.003,A.13.05.002,To be further disaggregated (d),2.80,1.00,http://www.gnpd.com/sinatra/recordpage/5422369/,
A.01.06.003.003,A.11.03.004,To be further disaggregated (d),6.00,1.00,http://www.gnpd.com/sinatra/recordpage/5422369/,
A.01.06.003.003,A.08.03.002.002,To be further disaggregated (d),12.00,1.00,http://www.gnpd.com/sinatra/recordpage/5422369/,
A.01.06.003.003,A.11.04.002,To be further disaggregated (d),12.00,1.00,http://www.gnpd.com/sinatra/recordpage/5422369/,
A.01.06.003.003,A.10.01.001,To be further disaggregated (d),18.00,1.00,http://www.gnpd.com/sinatra/recordpage/5422369/,
A.01.06.003.003,A.01.06.004.007,To be further disaggregated (d),44.00,1.00,http://www.gnpd.com/sinatra/recordpage/5422369/,
A.01.06.003.004,A.01.03.006.001,To be further disaggregated (d),1.90,1.00,http://www.gnpd.com/sinatra/recordpage/3653849/,
A.01.06.003.004,A.12.01.001,To be further disaggregated (d),1.90,1.00,http://www.gnpd.com/sinatra/recordpage/3653849/,
A.01.06.003.004,A.05.04.003,F28.A07KG,2.00,1.00,http://www.gnpd.com/sinatra/recordpage/3653849/,
A.01.06.003.004,A.05.04.006,F28.A07KG,2.00,1.00,http://www.gnpd.com/sinatra/recordpage/3653849/,
A.01.06.003.004,A.11.04.013,To be further disaggregated (d),3.20,1.00,http://www.gnpd.com/sinatra/recordpage/3653849/,
A.01.06.003.004,A.01.06.001.011,To be further disaggregated (d),9.00,1.00,http://www.gnpd.com/sinatra/recordpage/3653849/,
A.01.06.003.004,A.05.07.007,To be further disaggregated (d),26.67,1.00,http://www.gnpd.com/sinatra/recordpage/3653849/,
A.01.06.003.004,A.05.07.001,To be further disaggregated (d),53.33,1.00,http://www.gnpd.com/sinatra/recordpage/3653849/,
A.01.06.004.001,A.01.02.003,F28.A07LL,100.00,1.00,,
A.01.06.004.003,A.10.01.001,To be further disaggregated (d),33.00,1.00,http://www.gnpd.com/sinatra/recordpage/24236/,
