Long Code,Name,Short Code,,,,,,,
"A.02.04.004","Head cabbage (Brassica oleracea convar. capitata)","A00FY",,,,"Head cabbage","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.04.005","Chinese cabbage (Brassica pekinensis)","A00GG",,,,"Chinese cabbage, (type pe-tsai)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.04.006","Kale (Brassica oleracea convar. Acephalea)","A00GM",,,,"Kale","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.04.007","Kohlrabi (Brassica oleracea convar. acephala, var. gongylodes)","A00GV",,,,"Kohlrabi","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.04.008","Scurvy-grass (Cochlearia species)","A00NZ",,,,"Scurvy-grass","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05","Leaf vegetables","A00KR",,,,"Leafy vegetables","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.001","Lamb's lettuce (Valerianella locusta)","A00KT",,,,"Corn salad","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.002","Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)","A00KX",,,,"Lettuce","Included in another FoodEx code",,
"A.02.05.003","Iceberg-type lettuce","A00KZ",,,,"Crisphead lettuce","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.004","Endive, scarole (broad-leaf endive) (Cichorium endiva)","A00LD",,,,"Endive","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.005","Cress (Lepidium sativum)","A00LK",,,,"Garden cress ","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.006","Land cress (Barbarea verna)","A00LL",,,,"Land cress","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.007","Rocket, Rucola (Eruca sativa, Diplotaxis spec.)","A00LM",,,,"Rocket and similar (p)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.008","Red mustard (Brassica juncea var. rugosa)","A00LQ",,,,"Red mustard","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.009","Leaves and sprouts of Brassica spp (Brassica spp.)","A00LR",,,,"Leaves and sprouts of Brassica spp. Including turnip greens","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.010","Spinach (fresh) (Spinacia oleracea)","A00MJ",,,,"Spinach","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.011","Spinach  (Spinacia oleracea), preserved, deep-frozen or frozen","A00MJ#F15.A07KQ",,,,"Spinach#frozen","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.012","Purslane (Portulaca oleracea)","A00MP",,,,"Purslane","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.013","Beet leaves (Beta vulgaris)","A00MX",,,,"Chard (beet leaves)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.014","Vine leaves (grape leaves) (Vitis euvitis)","A00NB",,,,"Grape leaves","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.015","Water cress (Nasturtium officinale)","A00ND",,,,"Watercress","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.016","Witloof (Cichorium intybus. var. foliosum)","A00NE",,,,"Witloof","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.017","Garden orache (Atriplex hortensis)","A00MV",,,,"Garden orach","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.018","Mustard seedling (Sinapis alba)","A00SS",,,,,"Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.019","Dandelion leaf (Taraxacum officinalis)","A00MD",,,,"Dandelion","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.020","Nettle (Urtica dioica)","A00PA",,,,"Nettle","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.021","Sorrel (Rumex spp.)","A00MT",,,,"Sorrel","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.05.022","Alfalfa spouts, fresh (Medicago sativa)","A00SH",,,,"Alfalfa sprouts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.06","Legume vegetables","A00PB",,,,"Legumes, vegetable fresh","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.06.001","Beans, with pods (Phaseolus vulgaris)","A00PC",,,,"Beans, green with pods","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.06.002","Peas, with pods (Pisum sativum)","A00PX",,,,"Peas (with pods)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.07","Stem vegetables (Fresh)","A00RR",,,,"Vegetables, stalk and stem","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.07.001","Asparagus (Asparagus officinalis)","A00RT",,,,"Asparagus","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.07.002","Cardoons (Cynara cardunculus)","A00RX",,,,"Cardoon","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.07.003","Celery (Apium graveolens var. dulce)","A00RY",,,,"Celery","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.07.004","Fennel (Foeniculum vulgare)","A00SA",,,,"Fennel, bulb","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.07.005","Globe artichokes (Cynara scolymus)","A00RS",,,,"Artichoke, globe","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.07.006","Leek (Allium porrum)","A00SB",,,,"Leek","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.07.007","Rhubarb (Rheum × hybridum)","A00SD",,,,"Rhubarb","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.07.008","Bamboo shoots (Bambusa vulgaris)","A00RV",,,,"Bamboo shoots","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.07.009","Palm hearts (Euterpa oleracea, Cocos nucifera, Bactris gasipaes, Daemonorops schmidtiana)","A00SC",,,,"Palm hearts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.08","Sugar plants","A010R",,,,"Sugar plants","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.08.001","Sugar beet (root) (Beta vulgaris)","A010T",,,,"Sugar beet","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.08.002","Sugar cane (Saccharum officinarum)","A010V",,,,"Sugar cane","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.08.003","Chicory roots (Cichorium intybus)","A010Z",,,,"Chicory roots","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.09","Sea weeds","A00VA",,,,"Marine algae","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.09.001","Irish moss (Chondrus crispus)","A00VG",,,,"Irish moss","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.09.001.001","Kombu (Laminaria spp.)","A00VM",,,,"Kelp","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.09.001.002","Laver (Porphyra spp.)","A00VH",,,,"Laver","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.09.001.003","Wakame (Undaria spp)","A00VC",,,,"Wakame","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10","Tea and herbs for infusions (Solid)","A03HQ","A03JA",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.001","Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis)","A03HQ",,,,"Tea leaves and tea ingredients","Included in another FoodEx code",,
"A.02.10.002","Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis), decaffeinated","A03HV",,,,"Tea leaves and stalks decaffeinated","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.003","Camomile flowers (Matricaria recutita)","A03JC",,,,"Camomile or chamomile","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.004","Peppermint (Mentha × piperita)","A00YB",,,,"Peppermint","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.005","Hibiscus flowers (Hibiscus sabdariffa)","A03JD",,,,"Roselle (calyx and flowers)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.006","Rose petals (Rosa spec.)","A03JE",,,,"Rose petals","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.007","Jasmine flowers (Jasminum officinale)","A03JF",,,,"Jasmine flowers","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.008","Lime (linden) (Tillia cordata)","A03JH",,,,"Lime blossoms","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.009","Strawberry leaves (Fragaria × ananassa)","A03JL",,,,"Strawberry leaves","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.010","Rooibos leaves (Aspalathus spp.)","A03JP",,,,"Rooibos","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.011","Maté (Ilex paraguariensis)","A03JM",,,,"Maté (dry leaves)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.012","Valerian root (Valeriana officinalis)","A03JT",,,,"Valerian root","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.10.013","Ginseng root (Panax ginseng)","A03JV",,,,"Ginseng root","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.11","Cocoa beans and cocoa products","A03HE",,,,"Cocoa ingredients","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.11.001","Cocoa beans (fermented beans) (Theobroma cacao)","A03HF",,,,"Cocoa beans","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.11.002","Cocoa powder","A03HG",,,,"Cocoa powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.11.003","Cocoa beverage-preparation, powder","A03HH",,,,"Cocoa beverage-preparation, powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.11.004","Cocoa mass","A03HJ",,,,"Cocoa mass","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.12","Coffee beans and coffee products (Solid)","A03GJ",,,,"Coffee ingredients","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.12.001","Coffee beans","A03GK",,,,"Coffee beans, green","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.12.002","Coffee beans, roasted","A03GL",,,,"Coffee beans, roasted","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.12.003","Coffee beans, roasted, decaffeinated","A03GM",,,,"Coffee beans, roasted and decaffeinated","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.12.004","Coffee beans, roasted and ground","A03GN",,,,"Coffee ground, roasted","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.12.005","Coffee beans, roasted and ground, decaffeinated","A03GP",,,,"Coffee ground, roasted and decaffeinated","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.12.006","Instant coffee, powder","A03GQ",,,,"Instant coffee powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.12.007","Instant coffee, powder, decaffeinated","A03GR",,,,"Instant coffee powder, decaffeinated","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.13","Coffee imitates (Solid)","A03GS",,,,"Coffee imitate ingredients","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.13.001","Malt coffee","A03GT",,,,"Malt coffee ingredient","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.13.002","Chicory coffee","A03GV",,,,"Chicory coffee ingredient","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.13.003","Rye coffee","A03GY",,,,"Rye coffee ingredient","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.13.004","Wheat coffee","A03GZ",,,,"Wheat coffee ingredient","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.13.005","Barley coffee","A03HA",,,,"Barley coffee ingredient","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.13.006","Fig coffee","A03HB",,,,"Fig coffee ingredient","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.13.007","Sugar beet coffee","A03HC",,,,"Sugar beet coffee ingredient","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.13.008","Mixture of coffee imitates","A03HD",,,,"Mixed coffee imitates","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14","Vegetable products ","A00ZA",,,,"Vegetable products","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.001","Mushy peas (Pisum sativum)","A01BA",,,,"Mushy peas (pisum sativum)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.002","Garlic purée","A00ZM",,,,"Garlic purée","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.003","Tomato purée","A00ZD",,,,"Tomato purée","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.004","Mixed vegetable purée","A00ZN",,,,"Mixed or mashed vegetable purée","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.005","Pickled vegetables","A00ZJ",,,,"Pickled miscellaneous vegetables","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.006","Sauerkraut","A00ZK",,,,"Sauerkraut","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.007","Sun-dried tomatoes","A00ZG",,,,"Sun-dried tomatoes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.008","Mashed vegetables","A00ZN",,,,"Mixed or mashed vegetable purée","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.009","Coconut milk (Cocos nucifera)","A01BK",,,,"Coconut milk (cocos nucifera)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.010","Chestnut purée (Castanea vulgaris)","A01BL",,,,"Chestnut purée (castanea vulgaris)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.011","Sesam paste (Tahini) (Sesamus indicum)","A01BM",,,,"Sesame paste (tahini) (sesamus indicum)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.14.012","Hops (dried), including hop pellets and unconcentrated powder (Humulus lupulus)","A00YZ",,,,"Hops (dried), including hop pellets and unconcentrated powder (humulus lupulus)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.15","Fungi, cultivated","A00TP",,,,"Cultivated mushrooms","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)","A00TQ",,,,"Common/portobello/champignon mushroom","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.15.002","Oyster mushroom (Pleurotus ostreatus)","A00TR",,,,"Oyster mushroom","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.15.003","Shiitake mushroom (Lentinus edodes)","A00TS",,,,"Shiitake mushroom","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.15.004","Straw mushroom (Volvaria volvaria)","A00TT",,,,"Straw mushroom","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.16","Fungi, wild, edible","A00TD",,,,"Wild mushrooms","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.16.001","Field mushroom (Agaricus campestris)","A00TF",,,,"Field mushroom","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.16.002","Honey mushroom (Armillaria mellea)","A00TL",,,,"Honey mushroom","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.16.003","Boletus (Boletus (and other) spp.)","A00TG",,,,"Boletus/cep/porcini","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.16.004","Truffle (Tuber spp.)","A00TJ",,,,"Truffle","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.16.005","Morel (Morchella esculanta)","A00TK",,,,"Morel","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.16.006","Cantharelle (Cantharellus cibarius)","A00TE",,,,"Chanterelle mushroom","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.16.007","Orange agaric (Lactarius deliciosus)","A00TH",,,,"Saffron milk cap","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.02.16.008","Gypsy mushroom (Cortinarius caperatus)","A00TM",,,,"Gypsy mushroom","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03","Starchy roots and tubers","A00ZS",,,,"Starchy roots and tubers","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01","Potatoes and potatoes products","A00ZT","A011B",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.001","New potatoes","A00ZV",,,,"New potatoes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.002","Main-crop potatoes","A00ZX",,,,"Main-crop potatoes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.003","French fries","A011N",,,,"French fries","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.004","Potato flakes","A011D",,,,"Potato flakes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.005","Mashed potato powder","A011E",,,,"Mashed potato powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.006","Potato boiled","A011P",,,,"Potato boiled","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.007","Potato fried","A011Q",,,,"Pan-fried potato","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.008","Potato baked","A011R",,,,"Potato baked","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.009","Potato croquettes","A011S",,,,"Potato croquettes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.010","Potato starch","A011F",,,,"Potato starch","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.01.011","Potato flour","A011G",,,,"Potato flour","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.02","Other starchy roots and tubers","A00ZY",,,,"Tropical root and tuber vegetables (starchy roots and tubers other than potato)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.02.001","Sweet potatoes (Ipomoea batatas)","A010C",,,,"Sweet potato","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.02.002","Cassava root (Manihot esculenta)","A00ZZ",,,,"Cassava","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.02.003","Tapioca","A011J",,,,"Tapioca starch","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.02.004","Yam tubers (Dioscorea sp.)","A010D",,,,"Yams (asiatic, african)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.03.02.005","Jerusalem artichokes tubers (Helianthus tuberosus)","A00QQ",,,,"Jerusalem artichoke","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04","Legumes, nuts and oilseeds","A011X",,,,"Legumes, nuts, oilseeds and spices","Included in another FoodEx code",,
"A.04.01","Legumes, beans, green, without pods","A011Y",,,,"Legumes, fresh seeds","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.01.001","Beans, green, without pods (Phaseolus vulgaris)","A011Z",,,,"Beans (without pods)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.01.002","Peas, green, without pods (Pisum sativum)","A012G",,,,"Peas (without pods)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.01.003","Lentils, green (Lens culinaris syn. L. esculenta)","A012L",,,,"Lentil (fresh)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02","Legumes, beans, dried","A012R",,,,"Pulses (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.001","Beans (Phaseolus vulgaris)","A012S",,,,"Beans (dry)","Included in another FoodEx code",,
"A.04.02.002","Lentils (Lens culinaris syn. L. esculenta)","A013Q",,,,"Lentil (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.003","Peas (Pisum sativum)","A013J",,,,"Peas (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.004","Lupins (Lupinus spp.)","A013S",,,,"Lupin (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.005","Chick pea (Cicer arietinum)","A013M",,,,"Chick-pea (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.006","Chick pea flour","A01BH",,,,"Chick pea flour","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.007","Broad bean (Vicia faba)","A013H",,,,"Broad bean (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.008","Lima bean (Phaseolus lunatis)","A013A",,,,"Lima bean (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.009","Mung bean (Phaseolus aureus)","A013D",,,,"Mung bean (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.010","Urd bean (Phaseolus mungo)","A013C",,,,"Black gram (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.011","Black eye bean (Vigna unguiculata)","A013N",,,,"Cowpea (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.012","Soya beans (Glycine max)","A015P",,,,"Soya beans (glycine max)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.013","Soya beans flour","A01BG",,,,"Soya flour or proteins","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.014","Carob fruit (Ceratonia siliqua)","A01HY",,,,"Carob","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.015","Horse bean (Vicia faba equina)","A013H",,,,"Broad bean (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.016","Black gram, Urad (Vigna mungo)","A013C",,,,"Black gram (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.017","Scarlet runner bean (Phaseolus coccineus)","A00PD#F15.A07KG",,,,"Scarlet runner bean (pods and seeds)#dried","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.018","Rice bean (Vigna umbellata)","A013B",,,,"Rice bean (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.019","Pigeon pea, (Cajanus cajan)","A013P",,,,"Pigeon pea (dry)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.020","Yam bean (Pachyrrizus erosus) ","A010E",,,,"Yam bean","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.02.021","Peanut (Arachis hypogea)","A015H",,,,"Peanut","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03","Tree nuts","A014C",,,,"Tree nuts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.001","Almond, sweet (Prunus amygalus dulcis)","A014F",,,,"Almonds sweet","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.002","Almond, bitter (Prunus amygalus amara)","A014E",,,,"Almonds bitter","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.003","Brazil nuts (Bertholletia excelsa)","A014G",,,,"Brazil nut","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.004","Cashew nuts (Anacardium occidentale)","A014H",,,,"Cashew nut","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.005","Chestnuts (Castanea sativa)","A014J",,,,"Chestnuts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.006","Coconuts (Cocos nucifera)","A014K",,,,"Coconut","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.007","Hazelnuts (Corylus avellana)","A014L",,,,"Hazelnuts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.008","Macadamia (Macadamia ternifolia)","A014M",,,,"Macadamia nuts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.009","Pecans (Carya illinoensis)","A014N",,,,"Pecan","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.010","Pine nuts (Pinus pinea)","A014P",,,,"Pine nuts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.011","Pistachios (Pistachia vera)","A014Q",,,,"Pistachio nut","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.012","Walnuts (Juglans regia)","A014R",,,,"Walnuts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.03.013","Kola nut (Cola spp.)","A03HL",,,,"Cola nuts","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04","Oilseeds","A015F",,,,"Oilseeds","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.001","Linseed (Linum usitatissimum)","A015G",,,,"Linseed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.003","Poppy seed (Papaver somniferum)","A015J",,,,"Poppy seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.004","Sesame seed (Sesamum indicum syn. S. orientale)","A015K",,,,"Sesame seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.005","Sunflower seed (Helianthus annuus)","A015L",,,,"Sunflower seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.006","Rape seed (Brassica napus)","A015M",,,,"Rape seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.007","Mustard seed (Brassica nigra)","A015S",,,,"Mustard seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.008","Cotton seed (Gossypium spp.)","A015V",,,,"Cotton seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.009","Pumpkin seeds (Cucurbita pepo var. oleifera)","A015X",,,,"Pumpkin seeds","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.010","Safflower (Carthamus tinctorius)","A015Y",,,,"Safflower seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.011","Borage (Borago officinalis)","A015Z",,,,"Borage seed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.012","Gold of pleasure (Camelina sativa)","A016A",,,,"Camelina","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.013","Hempseed (Cannabis sativa)","A016B",,,,"Hempseed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.04.014","Castor bean (Ricinus communis)","A016C",,,,"Castor bean","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.04.05","Other seeds","A016D",,,,"Other oilseeds (p)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05","Fruit and fruit products","A01BS",,,,"Fruit and fruit products","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.01","Citrus fruits","A01BT",,,,"Fruit, citrus","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.01.001","Grapefruit (Citrus paradisi)","A01CY",,,,"Grapefruit","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.01.002","Oranges (Citrus sinensis)","A01CP",,,,"Oranges, sweet, sour (including orange-like hybrids)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.01.003","Lemons (Citrus limon)","A01BY",,,,"Lemon","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.01.004","Limes (Citrus aurantifolia)","A01CA",,,,"Lime","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.01.005","Mandarins (Citrus reticulata)","A01CD",,,,"Mandarin","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.01.006","Pomelo (Citrus grandis)","A01DB",,,,"Pomelo","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.02","Pome fruits","A01DG",,,,"Pome fruit","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.02.001","Apple (Malus domesticus)","A01DH",,,,"Apples (p)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.02.002","Pear (Pyrus communis)","A01DP",,,,"Pear","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.02.003","Quince (Cydonia oblonga)","A01DR",,,,"Quince","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.02.004","Medlar (Mespilus germanica)","A01DM",,,,"Medlar","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.02.005","Loquat (Eriobotrya japonica)","A01DL",,,,"Loquat","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.02.006","Hawthorn (Crataegus and Rhaphiolepis)","A01GA",,,,"Hawthorn","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.05.02.007","Rowan (Sorbus)","A01GD",,,,"Rowan","Exact matching of codes between FoodEx1 and FoodEx2",,
