Long Code,Name,Short Code,,,,,,,
"A.07.05","Water molluscs ","A02GM",,,,"Molluscs","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.001","Squid (Loligo vulgaris)","A02JH",,,,"Squids","Included in another FoodEx code",,
"A.07.05.002","Octopus (Octopus vulgaris)","A02JE",,,,"Octopus, common","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.003","Cuttlefish (Sepia officinalis)","A02JB",,,,"Cuttlefish, common","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.004","Abalone (Haliotis spp.)","A02GT",,,,"Abalone","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.005","Clam (Mya arenaria)","A02HA",,,,"Clams","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.006","Cockle (Cardium edule)","A02HE",,,,"Cockles","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.007","Mussel (Mytilus edulis)","A02HF",,,,"Mussels","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.008","Oyster (Ostrea edulis)","A02HJ",,,,"Oyster, european","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.009","Queen scallop (Chlamys opercularis)","A02HV",,,,"Scallop, queen","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.010","Scallop (Pecten spp.)","A02HN",,,,"Scallops","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.011","Razor clam (Solen margrinatus)","A02HB",,,,"Razor clam","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.012","Limpet (Patella caerula)","A02GV",,,,"Limpet","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.05.013","Whelk (Buccinum undatum, Fusus antiquus)","A02GX",,,,"Water snails, conches and whelks","Included in another FoodEx code",,
"A.07.05.014","Winkle (Littorina littorea)","A02GX",,,,"Water snails, conches and whelks","Included in another FoodEx code",,
"A.07.06","Amphibians, reptiles, snails, insects","A02KP",,,,"Amphibians, reptiles, snails, insects","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.06.001","Frog legs (Rana spp.)","A02KR",,,,"frogs","Included in another FoodEx code",,
"A.07.06.002","Snake meat","A02LC",,,,"Snakes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.06.003","Crocodile meat","A02LJ",,,,"Crocodiles","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.07.06.004","Snail (Helix sp.)","A02LK",,,,"Terrestrial snails, edible","Included in another FoodEx code",,
"A.07.06.005","Insects","A02LQ",,,,"Insects","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08","Milk and dairy products","A02LR",,,,"Milk and dairy products","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01","Liquid milk","A02LT",,,,"Milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.001","Cow milk ","A02LV",,,,"Cow milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.001.001","Cow milk, > 4% fat (inc. Channel Island milk)","A02LX",,,,"Cow milk, natural high fat","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)","A02LY",,,,"Cow milk, whole","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.001.003","Cow milk, 1 - 2.9% fat (semi-skimmed milk)","A02LZ",,,,"Cow milk,semi-skimmed (half fat)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.001.004","Cow milk, < 1% fat (skimmed milk)","A02MA",,,,"Cow milk, skimmed (low fat)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.002","Sheep milk","A02MC",,,,"Sheep milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.003","Buffalo milk","A02MD",,,,"Buffalo milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.005","Goat milk","A02MB",,,,"Goat milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.006","Horse milk","A02MF",,,,"Horse milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.007","Ass milk","A02MG",,,,"Ass milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.008","Camel milk","A02ME",,,,"Camel milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.01.009","Human milk","A02MJ",,,,"Human milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.02","Milk based beverages","A02MP","A02QD",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.02.001","Flavoured milk","A02MP",,,,"Flavoured milks","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.02.001.001","Fruit-flavoured milk","A02MP#F05.A06NQ",,,,"flavoured milk#Fruit flavour","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.02.001.002","Chocolate and fruit-flavoured milk","A02MP#F05.A06MF$F05.A06NQ",,,,"flavoured milk#Chocolate#fruit","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.02.001.003","Vanilla flavoured milk","A02MP#F05.A06VS",,,,"flavoured milk#Vanilla flavour","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.02.002","Milkshakes","A02QD",,,,"Milkshakes","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.02.002.001","Chocolate milkshake","A02QD#F05.A06MF",,,,"Milkshakes#chocolate flavour","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.02.002.002","Fruit milkshake","A02QD#F05.A06NQ",,,,"Milkshakes#Fruit flavour","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.02.002.003","Vanila milkshake","A02QD#F05.A06VS",,,,"Milkshakes#Vanilla flavour","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.02.002.004","Malted milkshake","A02QD#F05.A06QL",,,,"Milkshakes#malt flavour","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03","Concentrated milk","A02PF",,,,"Evaporated milk (liquid, unsweetened)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.001","Evaporated milk (milk evaporated down to less than a half of its original volume. It is unsweetened.)","A02PF",,,,"Evaporated milk (liquid, unsweetened)","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.002","Condensed milk","A02PG",,,,"Condensed milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.002.001","Condensed milk low fat","A02PG#F10.A077C",,,,"Condensed milk low fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.002.002","Condensed milk 4% fat","A02PG#F07.A070D",,,,"Condensed milk 4% fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.002.003","Condensed milk 7.5 % fat","A02PG#F07.A071S",,,,"Condensed milk 7.5 % fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.002.004","Condensed milk 10 % fat","A02PG#F07.A072X",,,,"Condensed milk 10 % fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.002.005","Condensed milk 15 % fat","A02PG#F07.A073C",,,,"Condensed milk 15 % fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.003","Dried milk","A02PJ",,,,"Milk powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.003.001","Milk powder, whole","A02PK",,,,"Milk powder, full fat","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.003.002","Milk powder, semi-skimmed ","A02PJ#F10.A077G",,,,"Milk powder#semi-skimmed ","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.03.003.003","Milk powder, skimmed","A02PL",,,,"Milk powder, skimmed","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04","Whey and whey products (excluding whey cheese)","A04NP","A02PD",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.001","Whey liquid","A02MR","A02MS",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.001.001","Whey, plain","A02MR_R","A02MS",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.001.002","Whey, sweet, fluid","A02MR",,,,"Whey, sweet","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.001.003","Whey with cacao/chocolate","A02MT#F04.A03HG","A02MT#F05.A06MF",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.001.004","Whey with cream","A02MT#F04.A02MK","A02MT#F05.A06MX",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.001.005","Whey with fruit","A02MT#F04.A01ML","A02MT#F05.A06NQ",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.001.006","Whey with fruit products added","A02MT#F04.A01ML",,,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.001.007","Whey with muesli","A02MT#F04.A00EJ","A02MT#F05.A06RG",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.001.008","Whey with other ingredients","A02MT",,,,"Flavoured whey","Included in another FoodEx code",,
"A.08.04.001.009","Whey with vanilla bean","A02MT#F04.A019H","A02MT#F05.A06VS",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.001.010","Whey, sour","A02MS",,,,"Whey, sour","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.002","Whey dried","A02PN",,,,"Whey powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.04.002.001","Whey, sweet, dried","A02PN",,,,"Whey powder","Included in another FoodEx code",,
"A.08.04.002.002","Whey powder","A02PN",,,,"Whey powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05","Cream and cream products","A02MK","A02NA",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.001","Cream ","A02MK",,,,"Cream","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.001.001","Cream 10% fat","A02MK#F07.A072X",,,,"Cream #10% fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.001.002","Cream 20% fat","A02MK#F07.A073H",,,,"Cream# 20% fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.001.003","Cream 30 % fat","A02MK#F07.A073T",,,,"Cream #30 % fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.001.004","Cream 40 % fat","A02MK#F07.A074F",,,,"Cream# 40 % fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.001.005","Cream, > 50% fat (inc. clotted cream)","A02MK",,,,"Cream","Included in another FoodEx code",,
"A.08.05.001.006","Cream powder","A02PM",,,,"Cream powder","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.002","Coffee cream","A02MK",,,,"Cream","Included in another FoodEx code",,
"A.08.05.002.001","Coffee cream 10 % fat","A02MK#F07.A072X",,,,"Cream#10 % fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.002.002","Coffee cream 12% fat","A02MK#F07.A072Z",,,,"Cream#12% fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.002.003","Coffee cream 15% fat","A02MK#F07.A073C",,,,"Cream#15% fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.002.004","Coffee cream 20% fat","A02MK#F07.A073H",,,,"Cream#20% fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.002.005","Coffee cream 30% fat","A02MK#F07.A073T",,,,"Cream#30% fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.003","Sour cream","A02NB","A02ND",,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.003.001","Non-fat sour cream","A02NB#F10.A077D",,,,"Sour cream, plain#No fat/fat free","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.003.002","Sour cream 10 % fat","A02NB#F07.A072X",,,,"Sour cream, plain#10%fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.003.003","Sour cream 12% fat","A02NB#F07.A072Z",,,,"Sour cream, plain#12%fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.003.004","Sour cream 20 % fat","A02NB#F07.A073H",,,,"Sour cream, plain#20%fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.003.005","Sour cream 30 % fat","A02NB#F07.A073T",,,,"Sour cream, plain#30%fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.003.006","Sour cream 40 % fat","A02NB#F07.A074F",,,,"Sour cream, plain#40%fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.004","Crème fraîche","A02NC",,,,"Créme fraiche and other mild variants of sour cream","Included in another FoodEx code",,
"A.08.05.004.001","Crème fraîche, 13% fat","A02NC#F07.A073A",,,,"Créme fraiche and other mild variants of sour cream#fat 13%","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.004.002","Crème fraîche, 15-20% fat","A02NC#F07.A073H",,,,"Créme fraiche and other mild variants of sour cream#fat 20%","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.004.003","Crème fraîche, 28% fat","A02NC#F07.A073R",,,,"Créme fraiche and other mild variants of sour cream#fat 28%","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.004.004","Crème fraîche, 30% fat","A02NC#F07.A073T",,,,"Créme fraiche and other mild variants of sour cream#fat 30%","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.05.004.005","Crème fraîche, >30% fat","A02NC#F07.A073V",,,,"Créme fraiche and other mild variants of sour cream#fat 31%","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06","Fermented milk products","A02MZ",,,,"Fermented milk or cream","Included in another FoodEx code",,
"A.08.06.001","Yoghurt, cow milk, plain","A02NG",,,,"Yoghurt, cow milk, plain","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.001.001","Yoghurt, cow milk, > 3% fat","A02NG#F10.A077A",,,,"Yoghurt, cow milk#full fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.001.002","Yoghurt, cow milk, 1 - 3% fat","A02NG#F10.A077B",,,,"Yoghurt, cow milk#half fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.001.003","Yoghurt, cow milk, < 1% fat","A02NG#F10.A077C",,,,"Yoghurt, cow milk#low fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.002","Yoghurt, cow milk, with fruit","A02NH",,,,"Yoghurt, cow milk, flavoured","Included in another FoodEx code",,
"A.08.06.002.001","Yoghurt, cow milk, with fruit, > 3% fat","A02NH#F10.A077A",,,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.002.002","Yoghurt cow milk, with fruit, 1 - 3% fat","A02NH#F10.A077B",,,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.002.003","Yoghurt, cow milk, with fruit, < 1% fat","A02NH#F10.A077C",,,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.002.002","Yoghurt cow milk, with fruit, 1 - 3% fat","A02NH#F10.A077B#F10.A077B",,,,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.003","Yoghurt, sheep milk","A02NJ",,,,"Yoghurt, sheep milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.004","Yoghurt, goat milk","A02NM",,,,"Yoghurt, goat milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.005","Sour milk","A02NT",,,,"Traditional sour milk products","Included in another FoodEx code",,
"A.08.06.006","Acidophilus milk","A02NS",,,,"Acidophilus milk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.007","Kefir","A02NV",,,,"Kefir","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.008","Buttermilk","A02MV",,,,"Buttermilk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.009","Kumis","A02NX",,,,"Kumis","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.010","Cieddu","A02NT",,,,"Traditional sour milk products","Included in another FoodEx code",,
"A.08.06.011","Kaeder milk","A02NT",,,,"Traditional sour milk products","Included in another FoodEx code",,
"A.08.06.012","Skyr","A02QM",,,,"Skyr","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.013","Taette","A02NZ",,,,"Långfil","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.014","Filmjölk","A02PA",,,,"Filmjölk","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.06.015","Viili","A02PB",,,,"Viili","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.07","Milk derivatives","A02PQ","A02PR","A02PS",,,"No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.07.001","Lactose","A02PQ_R",,,,"Lactose","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.07.002","Milk protein","A02PR",,,,"Milk protein","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.07.003","Whey protein","A02PS",,,,"Whey protein","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08","Cheese","A02QE",,,,"Cheese","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.001","Quark","A02QK",,,,"Quark","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.002","Quark with fruit","A02QK#F04.A01ML",,,,"Quark#Processed fruit products","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.003","Cheese, processed, sliceable ","A031B",,,,"Processed cheese, sliceable","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.004","Cheese, processed spreadable ","A031C",,,,"Processed cheese, spreadable","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.005","Cheese, processed, with condiments ","A031A#F04.A042Y ",,,,"Cheese, processed#seasoning mixes","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.006","Cheese, processed, with ham","A031A#F04.A022T",,,,"Cheese, processed#with ham","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.007","Cheese, processed, with mushrooms","A031A#F04.A00TC",,,,"Cheese, processed#with mushrooms","No exact matching of codes between FoodEx1 and FoodEx2",,
"-","Cheese, processed, with pepper (and) herbs","A031A#F04.A018Y$F04.A042Z",,,,"Cheese, processed#pepper$herbs","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.009","Cheese, processed, with walnuts","A031A#F04.A014R",,,,"Cheese, processed#with walnuts","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.010","Cheese, processed, low fat","A031A#F10.A077C",,,,"Cheese, processed#low fat","No exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.011","Cheese, processed cheese, plain","A031A",,,,"Processed cheese and spreads","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.012","Cheese, Abondance","A02SX",,,,"Cheese, abondance","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.013","Cheese, Afuega'l Pitu","A02ZJ",,,,"Cheese, afuega'l pitu","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.014","Cheese, Amarelo","A030Q",,,,"Cheese, amarelo","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.015","Cheese, Appenzeller","A02SY",,,,"Cheese, appenzeller","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.016","Cheese, Ardrahan","A030R",,,,"Cheese, ardrahan","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.017","Cheese, Arzua Ulloa","A02SZ",,,,"Cheese, arzua ulloa","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.018","Cheese, Asiago","A02TA",,,,"Cheese, asiago","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.019","Cheese, Baita Friuli","A02TB",,,,"Cheese, baita friuli","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.020","Cheese, Banon","A02SP",,,,"Cheese, banon","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.021","Cheese, Bavarian Blue","A02SH",,,,"Cheese, bavarian blue","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.022","Cheese, Beaufort","A02TC",,,,"Cheese, beaufort","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.023","Cheese, Bica","A02TD",,,,"Cheese, bica","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.024","Cheese, Bitto della Valtellina","A02ZK",,,,"Cheese, bitto della valtellina","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.025","Cheese, Bleu d'Auvergne","A030C",,,,"Cheese, bleu d'auvergne","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.026","Cheese, Bleu de Gex","A030D",,,,"Cheese, bleu de gex","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.027","Cheese, Blue Castello","A02SJ",,,,"Cheese, blue castello","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.028","Cheese, Blue de Graven","A02SK",,,,"Cheese, blue de graven","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.029","Cheese, Boilie","A02QN",,,,"Cheese, boilie","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.030","Cheese, Boursin","A02QZ",,,,"Cream cheese","Included in another FoodEx code",,
"A.08.08.031","Cheese, Bra","A02TE",,,,"Cheese, bra","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.032","Cheese, Brie","A02RV",,,,"Cheese, brie","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.033","Cheese, Buche de Chevre","A030S",,,,"Cheese, buche de chevre","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.034","Cheese, Bundnerkase","A02TF",,,,"Cheese, bundnerkase","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.035","Cheese, Burrata","A02QP",,,,"Cheese, burrata","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.036","Cheese, Butterkase","A02TG",,,,"Cheese, butterkase","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.037","Cheese, Cabrales","A030E",,,,"Cheese, cabrales","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.038","Cheese, Cacio di Fossa","A02YG",,,,"Cheese, cacio di fossa","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.039","Cheese, Caciocavallo","A02ZL",,,,"Cheese, caciocavallo","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.040","Cheese, Caerphilly","A02TH",,,,"Cheese, caerphilly","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.041","Cheese, Camembert","A02RX",,,,"Cheese, camembert","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.042","Cheese, Canestrato Pugliese","A02YH",,,,"Cheese, canestrato pugliese","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.043","Cheese, Cantal","A02TJ",,,,"Cheese, cantal","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.044","Cheese, Capra","A02QQ",,,,"Cheese, chevre frais","Included in another FoodEx code",,
"A.08.08.045","Cheese, Carrigaline","A02TK",,,,"Cheese, carrigaline","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.046","Cheese, Cashel Blue","A02SL",,,,"Cheese, cashel blue","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.047","Cheese, Castelmagno","A02YJ",,,,"Cheese, castelmagno","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.048","Cheese, Chaource","A02RY",,,,"Cheese, chaource","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.049","Cheese, Cheddar","A02YK",,,,"Cheese, cheddar","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.050","Cheese, Cheshire","A02TL",,,,"Cheese, cheshire","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.051","Cheese, Chevres","A02RZ",,,,"Cheese, chevre mould ripened","Included in another FoodEx code",,
"A.08.08.052","Cheese, Chimay","A02TM",,,,"Cheese, chimay","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.053","Cheese, Clotted Cream","A02QR",,,,"Cheese, clotted cream","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.054","Cheese, Comte","A02ZM",,,,"Cheese, comte","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.055","Cheese, Coolea","A02YL",,,,"Cheese, coolea","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.056","Cheese, Cornish Yarg","A02TN",,,,"Cheese, cornish yarg","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.057","Cheese, Coulommiers","A02SA",,,,"Cheese, coulommiers","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.058","Cheese, Cream Havarti","A02TP",,,,"Cheese, cream havarti","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.059","Cheese, Danbo","A02TQ",,,,"Cheese, danbo","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.060","Cheese, Derby","A02TR",,,,"Cheese, derby","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.061","Cheese, Double Gloucester","A02TS",,,,"Cheese, double gloucester","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.062","Cheese, Doux de Montagne","A02TT",,,,"Cheese, doux de montagne","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.063","Cheese, Dunbarra","A02SB",,,,"Cheese, dunbarra","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.064","Cheese, Edam","A02TV",,,,"Cheese, edam","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.065","Cheese, Emmental","A02YM",,,,"Cheese, emmental","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.066","Cheese, Epoisses","A02RK",,,,"Cheese, epoisses","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.067","Cheese, Esrom","A02TX",,,,"Cheese, esrom","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.068","Cheese, Evora","A02YN",,,,"Cheese, evora","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.069","Cheese, Feta","A02RC",,,,"Cheese, feta","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.070","Cheese, Finlandia Swiss","A02YE",,,,"Hard cheese (cheddar, emmental type)","Included in another FoodEx code",,
"A.08.08.071","Cheese, Fiore Sardo","A02ZN",,,,"Cheese, fiore sardo","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.072","Cheese, Fleur de Maquis","A02SQ",,,,"Cheese, fleur de maquis","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.073","Cheese, Fontina","A02TY",,,,"Cheese, fontina","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.074","Cheese, Formai de Mut","A02ZP",,,,"Cheese, formai de mut","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.075","Cheese, Fourme d'Ambert","A030F",,,,"Cheese, fourme d'ambert","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.076","Cheese, Gamonedo","A030G",,,,"Cheese, gamonedo","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.077","Cheese, Garrotxa","A02SC",,,,"Cheese, garrotxa","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.078","Cheese, Gjetost","A02TZ",,,,"Cheese, gjetost","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.079","Cheese, Gorgonzola","A030H",,,,"Cheese, gorgonzola","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.080","Cheese, Gouda","A02VA",,,,"Cheese, gouda","Exact matching of codes between FoodEx1 and FoodEx2",,
"A.08.08.081","Cheese, Graddost","A02VB",,,,"Cheese, graddost","Exact matching of codes between FoodEx1 and FoodEx2",,
