"Long code","FoodEx2 code","FoodEx2 name","SUA code","SUA name","Category","Country name","Country code","Carbon footprint, primary production (kg CO2e)","Carbon dioxide, primary production (kg CO2)","Methane, fossil, primary production (kg CH4)","Methane, biogenic, primary production (kg CH4)","Nitrous oxide, primary production (kg N2O)","Cropland (m2*year)","New N input (kg N)","New P input (kg P)","Water (m3)","Pesticides (g a.i)","Biodiversity (E/MSY)","Ammonia (kg NH3)","Animal welfare (index)","Antibiotics (index)","Mineral fertiliser production (kg CO2e)","Capital goods (kg CO2e)","Soil emissions (kg CO2e)","Energy primary production (kg CO2e)","Land use change (kg CO2e)","Enteric fermentation (kg CO2e)","Manure management (kg CO2e)","Mineral fertiliser production (kg CO2)","Capital goods (kg CO2)","Energy primary production (kg CO2)","Land use change (kg CO2)","Mineral fertiliser production (kg CH4, fossil)","Capital goods (kg CH4, fossil)","Energy primary production (kg CH4, fossil)","Soil emissions (kg CH4, biogenic)","Enteric fermentation (kg CH4, biogenic)","Manure management (kg CH4, biogenic)","Mineral fertiliser production (kg N2O)","Capital goods (kg N2O)","Soil emissions (kg N2O)","Energy primary production (kg N2O)","Manure management (kg N2O)","Direct Values (N-P-Diesel)"
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Greece","GR",0.6255809407851938,0.3223575090577927,1.6354619514759183e-4,0,0.0010928562458315124,3.346249857784381,0.05119762282410103,0.004684749800898134,0.0088761701474,0.08319546783919261,1.5754555731801717e-12,0.0067007378724021315,0,0,0.17808260100202997,0.0301313,0.29266450787793274,0.11387839285891642,0.010824139046314747,0,0,0.1736177255015169,0.027,0.11091564450996107,0.010824139046314747,0,9.5e-5,6.854619514759183e-5,0,0,0,1.6354855313234656e-5,1.1e-6,0.001072031164388032,3.370226130245848e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Hungary","HU",0.4505582647084371,0.1928250291602443,1.4529023631438352e-4,0,9.28218265589832e-4,1.8384245437030284,0.028127895518656333,0.0025737943611842395,0,0.17433246804818142,2.3086506322080145e-13,0.0020274413788196138,0,0,0.09809401406468088,0.0301313,0.24301461778666275,0.07930711935543085,1.1213501662600738e-5,0,0,0.08866774908481694,0.027,0.07714606657376477,1.1213501662600738e-5,0,9.5e-5,5.0290236314383516e-5,0,0,0,3.452844314968475e-5,1.1e-6,8.901634351159808e-4,2.4263873241664347e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Iran (Islamic Republic of)","IR",0.7604826849143664,0.3935506671376203,2.7042785888418497e-4,0,0.0013145540937069499,4.143016944939305,0.06338815925757137,0.0058002237229150275,0.48394373508,0.498184832733658,2.576910608535192e-13,0.011850690645726995,0,0,0.21918558975059788,0.0301313,0.3501916493074792,0.16097414585628922,0,0,0,0.21227349109374682,0.027,0.15427717604387348,0,0,9.5e-5,1.7542785888418494e-4,0,0,0,2.531904269908815e-5,1.1e-6,0.0012827532941665906,5.381756841271154e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Ireland","IE",0.32291992362716615,0.15433738131583732,1.254469832301784e-4,0,6.038249897841373e-4,1.109291872440309,0.01697216564833673,0.0015530086214164327,0,0.7571077876726613,4.876444212402107e-14,0.0013616291210426308,0,0,0.05956791376039468,0.0301313,0.15878439497380165,0.06367289377221337,0.01076342112075648,0,0,0.054362852263661485,0.027,0.06221110793141936,0.01076342112075648,0,9.5e-5,3.0446983230178386e-5,0,0,0,1.906615932869301e-5,1.1e-6,5.816278204168558e-4,2.0310100385885946e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Italy","IT",0.5960971813568223,0.2572915990164722,1.6460418698841905e-4,0,0.0012230783061102388,2.601321471307424,0.03980021851100359,0.003641850059830394,0.0086726536024,0.16899432911919257,1.3998522539658282e-12,0.006155788340796066,0,0,0.13940590362900337,0.0301313,0.33114532530808155,0.09418505631677734,0.0012295961029599534,0,0,0.13773545490583122,0.027,0.09132654800768099,0.0012295961029599534,0,9.5e-5,6.960418698841904e-5,0,0,0,6.118859791839422e-6,1.1e-6,0.0012129865395900422,2.872906728357054e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Kazakhstan","KZ",1.3470730435375384,0.7535666200259354,2.5399872946755306e-4,0,0.0021462903347013547,8.72905027932961,0.13355446927374304,0.012220670391061454,0.028395299378,1.4323612081005588,1.530910556506388e-13,0.012749862019009494,0,0,0.7354147065029543,0.0301313,0.3406532331368967,0.23322639663834824,0.0076474072593391,0,0,0.4922458389433706,0.027,0.22667337382322578,0.0076474072593391,0,9.5e-5,1.5899872946755308e-4,0,0,0,8.907284525992076e-4,1.1e-6,0.0012478140407944935,6.647841307653404e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Latvia","LV",0.5279757744070424,0.2341447914045402,1.688570807654147e-4,0,0.0010578719487021712,2.1569760920769956,0.03300173420877803,0.0030197665289077935,5.054466e-7,0.28693605860072646,4.852199826411877e-14,0.0024958146414184998,0,0,0.11398852512037676,0.0301313,0.2798140494325576,0.09000882318545332,0.014033076668654578,0,0,0.10611008949468696,0.027,0.08700162524119864,0.014033076668654578,0,9.5e-5,7.385708076541468e-5,0,0,0,2.8858738555640274e-5,1.1e-6,0.0010249598880313466,2.953322115184343e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Lithuania","LT",0.4943317816191125,0.21436158907147587,1.5563013900279102e-4,0,0.0010085436425104522,2.048533864313311,0.03134256812399366,0.0028679474100386355,1.44083927e-4,0.2802150550850756,5.707727719285444e-14,0.0026659457615490958,0,0,0.10719885625943637,0.0301313,0.2672866818260017,0.08511871455247677,0.004596228981197621,0,0,0.10024860428683058,0.027,0.08251675580344767,0.004596228981197621,0,9.5e-5,6.0630139002791015e-5,0,0,0,2.5458798434453443e-5,1.1e-6,9.790720946007388e-4,2.9127494752598376e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Netherlands (Kingdom of the)","NL",0.33300267426750396,0.15163483331060867,1.3750788550144144e-4,0,6.493410475053198e-4,1.207580708656663,0.018475984842446943,0.0016906129921193283,0,0.19536144098190802,9.778194588807489e-14,0.0011318585027371524,0,0,0.06466768842578068,0.0301313,0.17013883141701136,0.0680648544247119,0,0,0,0.05843533602181704,0.027,0.06619949728879164,0,0,9.5e-5,4.250788550144144e-5,0,0,0,2.2829129684848497e-5,1.1e-6,6.232191626996753e-4,2.1927551207959673e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","New Zealand","NZ",0.6586047623800115,0.5035734565443422,1.499955062105143e-4,0,5.515071053135388e-4,1.026323135786656,0.01570274397753584,0.0014368523901013186,0.044739809991999994,0.12341214784484765,9.387910320693318e-14,0.0026273702801547106,0,0,0.05101269031078019,0.0301313,0.14919975359058657,0.06831892176618087,0.35994209671246397,0,0,0.05061887940564737,0.027,0.06601248042623085,0.35994209671246397,0,9.5e-5,5.499550621051429e-5,0,0,0,1.4425307880323122e-6,1.1e-6,5.465192439215625e-4,2.445330603943931e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Poland","PL",0.47919509435096364,0.2093832962645463,1.6162886944057485e-4,0,9.706785999160741e-4,1.935291590383923,0.029609961332874024,0.0027094082265374923,2.3822600000000004e-9,0.2851882458129966,7.708983184655217e-14,0.0021502542741102366,0,0,0.10042754110594293,0.0301313,0.25420480751033203,0.09244997463743118,0.001981471097257511,0,0,0.0906259393402767,0.027,0.08977588582701207,0.001981471097257511,0,9.5e-5,6.662886944057485e-5,0,0,0,3.590330317093856e-5,1.1e-6,9.311531410634873e-4,2.5221556816482994e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Republic of Moldova","MD",0.7653372004151773,0.31768257050941484,1.988929969400086e-4,0,0.0016180498849705138,3.0384054448225575,0.04648760330578513,0.00425376762275158,9.6123868e-5,0.4985758993680117,1.2139288823879156e-13,0.005502555502647212,0,0,0.23454304260868034,0.0301313,0.3816377554626,0.11902510234389706,0,0,0,0.17573890068547462,0.027,0.11494366982394019,0,0,9.5e-5,1.0389299694000859e-4,0,0,0,2.1539978726448975e-4,1.1e-6,0.0013979404962,3.609601506024211e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Romania","RO",0.5799530761358622,0.24892250951354788,1.3707682957169603e-4,0,0.0011976032128244605,2.4987006756486627,0.03823012033742454,0.003498180945908128,0,0.17387033742453925,2.4581411062647887e-13,0.0045029030576625596,0,0,0.13236374792837732,0.0301313,0.31929045605829026,0.09154859615070093,0.006618975998493643,0,0,0.125740611651823,0.027,0.08956292186323125,0.006618975998493643,0,9.5e-5,4.2076829571696014e-5,0,0,0,2.4260572441590933e-5,1.1e-6,0.0011695621101036272,2.6805302792422504e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Russian Federation","RU",0.9015370252919157,0.3434178549510172,2.9762848053359054e-4,0,0.0020119041817618956,3.217648156609371,0.04923001679612338,0.004504707419253119,9.02952128e-5,0.5279880689606353,1.0409668012169932e-13,0.0029436369026338786,0,0,0.31674611941216735,0.0301313,0.4023440742800499,0.15231553159969846,0,0,0,0.17227158678176474,0.027,0.14414626816925247,0,0,9.5e-5,2.0262848053359054e-4,0,0,0,5.292107422359071e-4,1.1e-6,0.0014737878178756408,7.805621650347961e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Serbia","RS",0.5316601396792775,0.2661114596799848,1.5719204421331314e-4,0,9.555470955374942e-4,1.9260697391331145,0.029468867008736653,0.00269649763478636,0,0.12512673538883495,2.8057171921362713e-13,0.003169928357156934,0,0,0.10153644651661968,0.0301313,0.2531394889253652,0.14685290423729258,0,0,0,0.09499402982736421,0.027,0.14411742985262058,0,0,9.5e-5,6.219204421331314e-5,0,0,0,2.396489629763906e-5,1.1e-6,9.272508751844879e-4,3.231324055367229e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Slovakia","SK",0.44736234763213806,0.19743516071992165,1.3872963112134302e-4,0,9.00340820164104e-4,1.8074031231925969,0.02765326778484673,0.0025303643724696357,2.6306321e-5,0.1594284991324465,2.2527298765445674e-13,0.00305793083469077,0,0,0.09666112998843261,0.0301313,0.23943098854530673,0.07828957828134472,0.0028493508170539857,0,0,0.09124924992770386,0.027,0.0763365599751638,0.0028493508170539857,0,9.5e-5,4.3729631121343006e-5,0,0,0,1.9823736486185873e-5,1.1e-6,8.770365880780466e-4,2.380495599871462e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Spain","ES",0.5530448383745772,0.2770735753094198,1.5258287221384201e-4,0,9.942281812204577e-4,2.9420417769932334,0.04501323918799647,0.004118858487790526,0.014509374354,0.21073197999411591,2.0102194381318052e-12,0.005050137849749756,0,0,0.15699083660871938,0.0301313,0.2634804014991553,0.09867640253494814,0.0037658977317543835,0,0,0.15016151486392404,0.027,0.09614616271374134,0.0037658977317543835,0,9.5e-5,5.7582872213842e-5,0,0,0,2.5015830567015866e-5,1.1e-6,9.651296758210817e-4,2.982674832360094e-6,0,""
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Sweden","SE",0.40653225510271274,0.18080986700633905,1.2278996270745086e-4,0,8.134184879402625e-4,1.5579138909834176,0.023836082532046287,0.0021810794473767848,0,0.06622754267126148,3.1876914313915465e-14,0.0012308803997307675,0,0,0.08383302677010915,0.0301313,0.21060971301256226,0.06618663144030157,0.01577158387973976,0,0,0.07326359841140892,0.027,0.06477468471519038,0.01577158387973976,0,9.5e-5,2.778996270745086e-5,0,0,0,3.8715854793773725e-5,1.1e-6,7.714641502291658e-4,2.138482917322908e-6,0,"N-P-Diesel"
"A.01.02.001","A001N","Common wheat grain","0111","Wheat","Cereals, incl feed","Ukraine","UA",0.6442594777458921,0.2931186465173063,2.4570708889584035e-4,0,0.0012594093772142479,2.3266310847219445,0.035597455596245754,0.0032572835186107226,0.0021878032198,0.381779919312434,1.0665550073720892e-13,0.004376394704928072,0,0,0.17812448165299669,0.0301313,0.2994127841964939,0.12146565701824434,0.015125254878157003,0,0,0.13498922714885953,0.027,0.11600416449028973,0.015125254878157003,0,9.5e-5,1.5070708889584035e-4,0,0,0,1.5800459525324966e-4,1.1e-6,0.0010967501252618825,3.5546566991156227e-6,0,""
