"Food code (level 2)","Food name (level 2)","Food code (level 3)","Food name (level 3)","Processing facet code","Processing name","Comment","Packaging code","Packaging name"
"A.11.02","Fish oil","A.11.02.002","Sardine oil",,,,"P9",
"A.07.02","Fish products","A.07.02.001","Fish balls","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.07.02","Fish products","A.07.02.003","Fish fingers","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.07.02","Fish products","A.07.02.004","Fish paste","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.07.02","Fish products","A.07.02.005","Fish pâté","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.07.02","Fish products","A.07.02.002","Fishcakes","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.16.09","Flavourings or essences","A.16.09.001","Almond essence",,,"Assuming no energy consuming process",,
"A.16.09","Flavourings or essences","I.16.09.011","Caffeine",,,,,
"A.16.09","Flavourings or essences","I.16.09.012","Caramel color",,,,,
"A.16.09","Flavourings or essences","A.16.09.007","Carob flavouring",,,,,
"A.16.09","Flavourings or essences","I.16.09.009","Citric acid",,,,,
"A.16.09","Flavourings or essences","A.16.09.005","Lemon essence",,,,,
"A.16.09","Flavourings or essences","A.16.09.008","Liquorice (Glycyrrhiza glabra)",,,,,
"A.16.09","Flavourings or essences","A.16.09.004","Orange essence",,,,,
"A.16.09","Flavourings or essences","I.16.09.013","Phosphoric acid",,,,,
"A.16.09","Flavourings or essences","I.16.09.010","Quinine essence",,,,,
"A.16.09","Flavourings or essences","A.16.09.006","Rum essence",,,,,
"A.16.09","Flavourings or essences","A.16.09.002","Vanilla essence",,,,,
"A.16.09","Flavourings or essences","A.16.09.003","Vanilla pods (Vanilla fragrans syn. Vanilla planifolia)",,,,,
"A.17.04","Follow-on formulae, liquid","A.17.04.005","Follow-on formula, based on protein hydrolysates, liquid",,,"Assuming just mixing","P5",
"A.17.04","Follow-on formulae, liquid","A.17.04.002","Follow-on formula, hypoallergenic, liquid",,,,"P5",
"A.17.04","Follow-on formulae, liquid","A.17.04.004","Follow-on formula, milk and soya-based, liquid",,,,"P5",
"A.17.04","Follow-on formulae, liquid","A.17.04.001","Follow-on formula, milk-based, liquid",,,,"P5",
"A.17.04","Follow-on formulae, liquid","A.17.04.003","Follow-on formula, soya-based, liquid",,,,"P5",
"A.17.03","Follow-on formulae, powder","A.17.03.005","Follow-on formula, based on protein hydrolysates, powder",,,"F28.A0C0R processing included ","P5",
"A.17.03","Follow-on formulae, powder","A.17.03.002","Follow-on formula, hypoallergenic, powder",,,,"P5",
"A.17.03","Follow-on formulae, powder","A.17.03.004","Follow-on formula, milk and soya-based, powder",,,,"P5",
"A.17.03","Follow-on formulae, powder","A.17.03.001","Follow-on formula, milk-based, powder",,,,"P5",
"A.17.03","Follow-on formulae, powder","A.17.03.003","Follow-on formula, soya-based, powder",,,,"P5",
"A.18.03","Food for sports people (labelled as such)","A.18.03.002","Carbohydrate-electrolyte solutions for sports people",,,"Assuming no energy consuming process","P5",
"A.18.03","Food for sports people (labelled as such)","A.18.03.001","Carbohydrate-rich energy food products for sports people",,,,"P5",
"A.18.03","Food for sports people (labelled as such)","A.18.03.005","Carnitine-based supplement for sports people",,,,"P5",
"A.18.03","Food for sports people (labelled as such)","A.18.03.004","Micronutrients supplement for sports people",,,,"P5",
"A.18.03","Food for sports people (labelled as such)","A.18.03.003","Protein and protein components for sports people",,,,"P5",
"A.18.01","Food for weight reduction","A.18.01.002","Products presented as a replacement for one or more meals of the daily diet","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.18.01","Food for weight reduction","A.18.01.001","Products presented as a replacement for the whole of the daily diet","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.14.03","Fortified and liqueur wines (e.g. Vermouth, Sherry, Madeira)","A.14.03.002","Sherry",,,"F28.A07MF distillation included already (for Brandy)","P4",
"A.14.03","Fortified and liqueur wines (e.g. Vermouth, Sherry, Madeira)","A.14.03.001","Vermouth",,,,"P4",
"A.12.01","Fruit juice","A.12.01.001","Juice, Apple",,,"F28.A07LN - juicing already included","P4",
"A.12.01","Fruit juice","A.12.01.013","Juice, Apricot",,,,"P4",
"A.12.01","Fruit juice","A.12.01.015","Juice, Blackberry",,,,"P4",
"A.12.01","Fruit juice","A.12.01.016","Juice, Blackcurrant",,,,"P4",
"A.12.01","Fruit juice","I.12.01.027","Juice, Blueberry",,,,"P4",
"A.12.01","Fruit juice","I.12.01.023","Juice, Cherry",,,,"P4",
"A.12.01","Fruit juice","A.12.01.007","Juice, Cranberry",,,,"P4",
"A.12.01","Fruit juice","A.12.01.019","Juice, Elderberry",,,,"P4",
"A.12.01","Fruit juice","A.12.01.006","Juice, Grape",,,,"P4",
"A.12.01","Fruit juice","A.12.01.003","Juice, Grapefruit",,,,"P4",
"A.12.01","Fruit juice","A.12.01.021","Juice, Guava",,,,"P4",
"A.12.01","Fruit juice","I.12.01.026","Juice, Kiwi",,,,"P4",
"A.12.01","Fruit juice","A.12.01.010","Juice, Lemon",,,,"P4",
"A.12.01","Fruit juice","A.12.01.011","Juice, Lime",,,,"P4",
"A.12.01","Fruit juice","I.12.01.025","Juice, Mandarin",,,,"P4",
"A.12.01","Fruit juice","A.12.01.005","Juice, Mango",,,,"P4",
"A.12.01","Fruit juice","A.12.01.022","Juice, Mixed fruit",,,,"P4",
"A.12.01","Fruit juice","A.12.01.014","Juice, Nectarine",,,,"P4",
"A.12.01","Fruit juice","A.12.01.002","Juice, Orange",,,,"P4",
"A.12.01","Fruit juice","A.12.01.020","Juice, Passion fruit",,,,"P4",
"A.12.01","Fruit juice","A.12.01.009","Juice, Peach",,,,"P4",
"A.12.01","Fruit juice","A.12.01.012","Juice, Pear",,,,"P4",
"A.12.01","Fruit juice","A.12.01.004","Juice, Pineapple",,,,"P4",
"A.12.01","Fruit juice","A.12.01.008","Juice, Pomegranate",,,,"P4",
"A.12.01","Fruit juice","A.12.01.017","Juice, Prune",,,,"P4",
"A.12.01","Fruit juice","I.12.01.022","Juice, Raspberry",,,,"P4",
"A.12.01","Fruit juice","A.12.01.018","Juice, Redcurrant",,,,"P4",
"A.12.01","Fruit juice","I.12.01.024","Juice, Strawberry",,,,"P4",
"A.17.08","Fruit juice and herbal tea for infants and young children","A.17.08.001","Fruit juice for infants and young children",,,"Assuming F28.A07LN - juicing already included, but have not checked","P5",
"A.17.08","Fruit juice and herbal tea for infants and young children","A.17.08.002","Fruit nectar for infants and young children",,,,"P5",
"A.17.08","Fruit juice and herbal tea for infants and young children","A.17.08.004","Tee and juice mixture for infants and young children",,,,"P5",
"A.17.08","Fruit juice and herbal tea for infants and young children","A.17.08.003","Tee for infants and young children",,,,"P5",
"A.12.03","Fruit nectar","A.12.03.007","Nectar, Apple",,,"Includes juice (that already has juicing) and sugar, so only mixing","P4",
"A.12.03","Fruit nectar","I.12.03.008","Nectar, Apricot",,,,"P4",
"A.12.03","Fruit nectar","A.12.03.006","Nectar, Banana",,,,"P4",
"A.12.03","Fruit nectar","I.12.03.009","Nectar, Blackcurrant",,,,"P4",
"A.12.03","Fruit nectar","I.12.03.010","Nectar, Cherry",,,,"P4",
"A.12.03","Fruit nectar","I.12.03.011","Nectar, Cranberry",,,,"P4",
"A.12.03","Fruit nectar","I.12.03.012","Nectar, Grape",,,,"P4",
"A.12.03","Fruit nectar","I.12.03.013","Nectar, Lemon",,,,"P4",
"A.12.03","Fruit nectar","A.12.03.001","Nectar, Mango",,,,"P4",
"A.12.03","Fruit nectar","I.12.03.015","Nectar, Mixed fruit",,,,"P4",
"A.12.03","Fruit nectar","A.12.03.004","Nectar, Orange",,,,"P4",
"A.12.03","Fruit nectar","I.12.03.016","Nectar, Other",,,,"P4",
"A.12.03","Fruit nectar","A.12.03.002","Nectar, Peach",,,,"P4",
"A.12.03","Fruit nectar","A.12.03.003","Nectar, Pear",,,,"P4",
"A.12.03","Fruit nectar","A.12.03.005","Nectar, Pineapple",,,,"P4",
"A.12.03","Fruit nectar","I.12.03.014","Nectar, Redcurrant",,,,"P4",
"A.02.03","Fruiting vegetables","A.02.03.004","Aubergines (egg plants) (Solanum melongena)",,,"No process - raw commodity","P3",
"A.02.03","Fruiting vegetables","A.02.03.003","Chilli pepper (Capsicum frutescens)",,,,"P3",
"A.02.03","Fruiting vegetables","A.02.03.008","Courgettes (Zucchini) (Cucurbita pepo var. melopepo)",,,,"P3",
"A.02.03","Fruiting vegetables","A.02.03.006","Cucumbers (Cucumis sativus)",,,,"P3",
"A.02.03","Fruiting vegetables","A.02.03.007","Gherkins (Cucumis sativus)",,,,"P3",
"A.02.03","Fruiting vegetables","A.02.03.009","Melons (Cucumis melo)",,,,"P3",
"A.02.03","Fruiting vegetables","A.02.03.005","Okra, lady’s fingers (Hibiscus esculentus)",,,,"P3",
"A.02.03","Fruiting vegetables","A.02.03.002","Peppers, paprika (Capsicum annuum, var. grossum and var. longum)",,,,"P3",
"A.02.03","Fruiting vegetables","A.02.03.010","Pumpkins (Cucurbita maxima)",,,,"P3",
"A.02.03","Fruiting vegetables","A.02.03.012","Sweet corn (Zea mays var. saccharata)",,,,"P3",
"A.02.03","Fruiting vegetables","A.02.03.001","Tomatoes (Lycopersicum esculentum)",,,,"P3",
"A.02.03","Fruiting vegetables","A.02.03.011","Watermelons (Citrullus lanatus)",,,,"P3",
"A.02.15","Fungi, cultivated","A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)",,,"No process - raw commodity","P3",
"A.02.15","Fungi, cultivated","A.02.15.002","Oyster mushroom (Pleurotus ostreatus)",,,,"P3",
"A.02.15","Fungi, cultivated","A.02.15.003","Shiitake mushroom (Lentinus edodes)",,,,"P3",
"A.02.15","Fungi, cultivated","A.02.15.004","Straw mushroom (Volvaria volvaria)",,,,"P3",
"A.02.16","Fungi, wild, edible","A.02.16.003","Boletus (Boletus (and other) spp.)",,,"No process - raw commodity","P3",
"A.02.16","Fungi, wild, edible","A.02.16.006","Cantharelle (Cantharellus cibarius)",,,,"P3",
"A.02.16","Fungi, wild, edible","A.02.16.001","Field mushroom (Agaricus campestris)",,,,"P3",
"A.02.16","Fungi, wild, edible","A.02.16.008","Gypsy mushroom (Cortinarius caperatus)",,,,"P3",
"A.02.16","Fungi, wild, edible","A.02.16.002","Honey mushroom (Armillaria mellea)",,,,"P3",
"A.02.16","Fungi, wild, edible","A.02.16.005","Morel (Morchella esculanta)",,,,"P3",
"A.02.16","Fungi, wild, edible","A.02.16.007","Orange agaric (Lactarius deliciosus)",,,,"P3",
"A.02.16","Fungi, wild, edible","A.02.16.004","Truffle (Tuber spp.)",,,,"P3",
"A.06.04","Game birds","A.06.04.007","Grouse meat (Lagopus scroticus)",,,"No process - raw commodity",,
"A.06.04","Game birds","A.06.04.003","Mallard (Anas platyrhynchos)",,,,,
"A.06.04","Game birds","A.06.04.004","Partridge meat (Perdix perdix)",,,,,
"A.06.04","Game birds","A.06.04.001","Pheasant meat (Phasianus colchius)",,,,,
"A.06.04","Game birds","A.06.04.008","Ptarmigan meat (Lagopus mutus)",,,,,
"A.06.04","Game birds","A.06.04.005","Quail meat (Coturnix coturnix)",,,,,
"A.06.04","Game birds","A.06.04.006","Snipe meat (Gallinago gallinago)",,,,,
"A.06.04","Game birds","A.06.04.002","Wild goose meat (Anser anser)",,,,,
"A.06.03","Game mammals","A.06.03.001","Boar meat (wild pig) (Sus scrofa)",,,"No process - raw commodity",,
"A.06.03","Game mammals","A.06.03.005","Chamois meat (Rupicapra rupicapra)",,,,,
"A.06.03","Game mammals","A.06.03.003","Elk meat (Alces alces)",,,,,
"A.06.03","Game mammals","A.06.03.006","Hare meat (Lepus europaeus)",,,,,
"A.06.03","Game mammals","A.06.03.004","Reindeer meat (Rangifer tarandus)",,,,,
"A.06.03","Game mammals","A.06.03.002","Venison meat (Cervus spp.)",,,,,
"A.01.03","Grain milling products","A.01.03.003","Buckwheat milling products",,,"Milling included when this is used for flour, so no need of more processes","P3",
"A.01.03","Grain milling products","A.01.03.004","Corn milling products",,,,"P3",
"A.01.03","Grain milling products","A.01.03.005","Oat milling products",,,,"P3",
"A.01.03","Grain milling products","A.01.03.008","Other milling products",,,,"P3",
"A.01.03","Grain milling products","A.01.03.006","Rice milling products",,,,"P3",
"A.01.03","Grain milling products","A.01.03.002","Rye milling products",,,,"P3",
"A.01.03","Grain milling products","A.01.03.007","Spelt milling products",,,,"P3",
"A.01.03","Grain milling products","A.01.03.001","Wheat milling products",,,,"P3",
"A.01.01","Grains as crops","A.01.01.002","Barley grain",,,"Missing!","P3",
"A.01.01","Grains as crops","A.01.01.006","Buckwheat grain",,,,"P3",
"A.01.01","Grains as crops","A.01.01.003","Corn grain",,,,"P3",
"A.01.01","Grains as crops","A.01.01.007","Millet grain",,,,"P3",
"A.01.01","Grains as crops","A.01.01.008","Oats, grain",,,,"P3",
"A.01.01","Grains as crops","A.01.01.010","Other grains",,,,"P3",
"A.01.01","Grains as crops","A.01.01.009","Rice",,,,"P3",
"A.01.01","Grains as crops","A.01.01.004","Rye grain",,,,"P3",
"A.01.01","Grains as crops","A.01.01.005","Spelt grain",,,,"P3",
"A.01.01","Grains as crops","A.01.01.001","Wheat grain crop",,,,"P3",
"A.01.02","Grains for human consumption","A.01.02.002","Barley grain",,,"F28.A0BZVpolishing included already","P3",
"A.01.02","Grains for human consumption","A.01.02.006","Buckwheat grain",,,,"P3",
"A.01.02","Grains for human consumption","A.01.02.003","Corn grain",,,,"P3",
"A.01.02","Grains for human consumption","A.01.02.007","Millet grain",,,,"P3",
"A.01.02","Grains for human consumption","A.01.02.008","Oats, grain",,,,"P3",
"A.01.02","Grains for human consumption","A.01.02.010","Other grains",,,,"P3",
"A.01.02","Grains for human consumption","A.01.02.009","Rice",,,,"P3",
"A.01.02","Grains for human consumption","A.01.02.004","Rye grain",,,,"P3",
"A.01.02","Grains for human consumption","A.01.02.005","Spelt grain",,,,"P3",
"A.01.02","Grains for human consumption","A.01.02.001","Wheat grain",,,,"P3",
"A.16.03","Herb and spice mixtures","A.16.03.004","Bouquet garni",,,"Assuming no energy consuming process","P3",
"A.16.03","Herb and spice mixtures","A.16.03.002","Curry powder",,,,"P3",
"A.16.03","Herb and spice mixtures","A.16.03.005","Garam masala",,,,"P3",
"A.16.03","Herb and spice mixtures","A.16.03.001","Mixed herbs",,,,"P3",
"A.16.03","Herb and spice mixtures","A.16.03.003","Mixed spices",,,,"P3",
"A.16.03","Herb and spice mixtures","A.16.03.006","Pickling spice",,,,"P3",
"A.16.01","Herbs","I.16.01.025","Basil, dried",,,"No process - raw commodity","P3",
"A.16.01","Herbs","A.16.01.009","Basil, herb (Ocimum basilicum)",,,,"P3",
"A.16.01","Herbs","A.16.01.010","Bay leaves (laurel) (Laurus nobilis)",,,,"P3",
"A.16.01","Herbs","I.16.01.026","Bay leaves (laurel), dried",,,,"P3",
"A.16.01","Herbs","A.16.01.004","Celery leaves (Apium graveolens var. seccalinum)",,,,"P3",
"A.16.01","Herbs","A.16.01.001","Chervil, herb (Anthriscus cerefolium)",,,,"P3",
"A.16.01","Herbs","I.16.01.019","Chives, dried",,,,"P3",
"A.16.01","Herbs","A.16.01.002","Chives, herb (Allium schoenoprasum)",,,,"P3",
"A.16.01","Herbs","I.16.01.015","Coriander leaves",,,,"P3",
"A.16.01","Herbs","I.16.01.031","Coriander leaves, dried",,,,"P3",
"A.16.01","Herbs","I.16.01.020","Dill, dried",,,,"P3",
"A.16.01","Herbs","A.16.01.003","Dill, herb (Anethum graveolens)",,,,"P3",
"A.16.01","Herbs","I.16.01.018","Herbs, dried",,,,"P3",
"A.16.01","Herbs","I.16.01.016","Lovage leaves",,,,"P3",
"A.16.01","Herbs","I.16.01.012","Marjoram",,,,"P3",
"A.16.01","Herbs","I.16.01.028","Marjoram, dried",,,,"P3",
"A.16.01","Herbs","I.16.01.014","Mint",,,,"P3",
"A.16.01","Herbs","I.16.01.030","Mint, dried",,,,"P3",
"A.16.01","Herbs","I.16.01.013","Origano",,,,"P3",
"A.16.01","Herbs","I.16.01.029","Origano, dried",,,,"P3",
"A.16.01","Herbs","I.16.01.021","Parsley, dried",,,,"P3",
"A.16.01","Herbs","A.16.01.005","Parsley, herb (Petroselinum crispum)",,,,"P3",
"A.16.01","Herbs","I.16.01.023","Rosemary, dried",,,,"P3",
"A.16.01","Herbs","A.16.01.007","Rosemary, herb (Rosmarinus officinalis)",,,,"P3",
"A.16.01","Herbs","I.16.01.022","Sage, dried",,,,"P3",
"A.16.01","Herbs","A.16.01.006","Sage, herb (Salvia officinalis)",,,,"P3",
"A.16.01","Herbs","I.16.01.027","Tarragon, dried",,,,"P3",
"A.16.01","Herbs","A.16.01.011","Tarragon, herb (Artemisia dracunculus)",,,,"P3",
"A.16.01","Herbs","I.16.01.024","Thyme, dried",,,,"P3",
"A.16.01","Herbs","A.16.01.008","Thyme, herb (Thymus spp.)",,,,"P3",
"A.16.01","Herbs","I.16.01.017","Winter savory",,,,"P3",
"A.16.01","Herbs","I.16.01.032","Winter savory, dried",,,,"P3",
"A.10.07","Honey","A.10.07.005","Comb honey",,,"Missing!","P3",
"A.10.07","Honey","A.10.07.003","Honey, blended",,,,"P5",
"A.10.07","Honey","A.10.07.001","Honey, monofloral",,,,"P5",
"A.10.07","Honey","A.10.07.002","Honey, polyfloral",,,,"P5",
"A.10.07","Honey","A.10.07.004","Honeydew honey",,,,"P5",
"A.20.02","Ices and desserts","I.20.02.008","Chocolate mousse",,,"Missing!","P5",
"A.20.02","Ices and desserts","A.20.02.004","Custard",,,,"P5",
"A.20.02","Ices and desserts","A.20.02.006","Gelatine dessert",,,,"P5",
"A.20.02","Ices and desserts","A.20.02.007","Granita",,,,"P5",
"A.20.02","Ices and desserts","A.20.02.001","Ice cream, milk-based",,,,"P6",
"A.20.02","Ices and desserts","A.20.02.002","Ice cream, not milk-based",,,,"P5",
"A.20.02","Ices and desserts","A.20.02.005","Sorbet",,,,"P5",
"A.20.02","Ices and desserts","A.20.02.003","Starchy pudding",,,,"P5",
"A.20.02","Ices and desserts","I.20.02.009","Tiramisù",,,,"P5",
"A.17.02","Infant formulae, liquid","A.17.02.005","Infant formula, based on protein hydrolysates, liquid",,,"Liquid made out of powered, in powered F28.A0C0R (processing) included so no need for extra processes, but maybe it should be concentration rather than processing here?","P5",
"A.17.02","Infant formulae, liquid","A.17.02.002","Infant formula, hypoallergenic, liquid",,,,"P5",
"A.17.02","Infant formulae, liquid","A.17.02.004","Infant formula, milk and soya-based, liquid",,,,"P5",
"A.17.02","Infant formulae, liquid","A.17.02.001","Infant formula, milk-based, liquid",,,,"P5",
"A.17.02","Infant formulae, liquid","A.17.02.003","Infant formula, soya-based, liquid",,,,"P5",
"A.17.01","Infant formulae, powder","A.17.01.005","Infant formula, based on protein hydrolysates, powder",,,,"P5",
"A.17.01","Infant formulae, powder","A.17.01.002","Infant formula, hypoallergenic, powder",,,,"P5",
"A.17.01","Infant formulae, powder","A.17.01.004","Infant formula, milk and soya-based, powder",,,,"P5",
"A.17.01","Infant formulae, powder","A.17.01.001","Infant formula, milk-based, powder",,,,"P5",
"A.17.01","Infant formulae, powder","A.17.01.003","Infant formula, soya-based, powder",,,,"P5",
"A.05.08","Jam, marmalade and other fruit spreads","A.05.08.001","Jam",,,"F28.A0BA1 cooking included already","P5",
"A.05.08","Jam, marmalade and other fruit spreads","A.05.08.002","Marmalade",,,,"P5",
"A.05.08","Jam, marmalade and other fruit spreads","A.05.08.003","Other fruit spreads",,,,"P5",
"A.02.05","Leaf vegetables","A.02.05.022","Alfalfa spouts, fresh (Medicago sativa)",,,"No process - raw commodity","P3",
"A.02.05","Leaf vegetables","I.02.05.023","Bean sprout",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.013","Beet leaves (Beta vulgaris)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.005","Cress (Lepidium sativum)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.019","Dandelion leaf (Taraxacum officinalis)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.004","Endive, scarole (broad-leaf endive) (Cichorium endiva)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.017","Garden orache (Atriplex hortensis)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.003","Iceberg-type lettuce",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.001","Lamb's lettuce (Valerianella locusta)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.006","Land cress (Barbarea verna)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.009","Leaves and sprouts of Brassica spp (Brassica spp.)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.002","Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.018","Mustard seedling (Sinapis alba)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.020","Nettle (Urtica dioica)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.012","Purslane (Portulaca oleracea)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.008","Red mustard (Brassica juncea var. rugosa)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.007","Rocket, Rucola (Eruca sativa, Diplotaxis spec.)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.021","Sorrel (Rumex spp.)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.011","Spinach  (Spinacia oleracea), preserved, deep-frozen or frozen",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.010","Spinach (fresh) (Spinacia oleracea)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.014","Vine leaves (grape leaves) (Vitis euvitis)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.015","Water cress (Nasturtium officinale)",,,,"P3",
"A.02.05","Leaf vegetables","A.02.05.016","Witloof (Cichorium intybus. var. foliosum)",,,,"P3",
"A.02.06","Legume vegetables","A.02.06.001","Beans, with pods (Phaseolus vulgaris)",,,"No process - raw commodity","P3",
"A.02.06","Legume vegetables","A.02.06.002","Peas, with pods (Pisum sativum)",,,,"P3",
"A.04.02","Legumes, beans, dried","I.04.02.022","Beans (dry), soaked/boiled/canned",,,"F28.A0BA1 cooking included already","P3",
"A.04.02","Legumes, beans, dried","A.04.02.001","Beans (Phaseolus vulgaris)",,,"No process - raw commodity","P3",
"A.04.02","Legumes, beans, dried","A.04.02.011","Black eye bean (Vigna unguiculata)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.016","Black gram, Urad (Vigna mungo)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.007","Broad bean (Vicia faba)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.014","Carob fruit (Ceratonia siliqua)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.005","Chick pea (Cicer arietinum)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.006","Chick pea flour",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.015","Horse bean (Vicia faba equina)",,,,"P3",
"A.04.02","Legumes, beans, dried","I.04.02.023","Lentils (dry), soaked/boiled/canned",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.002","Lentils (Lens culinaris syn. L. esculenta)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.008","Lima bean (Phaseolus lunatis)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.004","Lupins (Lupinus spp.)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.009","Mung bean (Phaseolus aureus)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.021","Peanut (Arachis hypogea)",,,,"P3",
"A.04.02","Legumes, beans, dried","I.04.02.024","Peas (dry), soaked/boiled/canned",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.003","Peas (Pisum sativum)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.019","Pigeon pea, (Cajanus cajan)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.018","Rice bean (Vigna umbellata)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.017","Scarlet runner bean (Phaseolus coccineus)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.012","Soya beans (Glycine max)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.013","Soya beans flour",,,,"P3",
"A.04.02","Legumes, beans, dried","I.04.02.025","Soya beans, soaked/boiled/canned",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.010","Urd bean (Phaseolus mungo)",,,,"P3",
"A.04.02","Legumes, beans, dried","A.04.02.020","Yam bean (Pachyrrizus erosus)",,,,"P3",
"A.04.01","Legumes, beans, green, without pods","A.04.01.001","Beans, green, without pods (Phaseolus vulgaris)",,,"No process - raw commodity","P3",
"A.04.01","Legumes, beans, green, without pods","A.04.01.003","Lentils, green (Lens culinaris syn. L. esculenta)",,,,"P3",
"A.04.01","Legumes, beans, green, without pods","A.04.01.002","Peas, green, without pods (Pisum sativum)",,,,"P3",
"A.14.05","Liqueur","A.14.05.003","Chocolate liqueur",,,"Missing!","P4",
"A.14.05","Liqueur","A.14.05.006","Cocos cream liqueur",,,"F28.A07MF Distillation included already (for Rum)","P4",
"A.14.05","Liqueur","A.14.05.004","Coffee liqueur",,,,"P4",
"A.14.05","Liqueur","A.14.05.007","Cream liqueur",,,,"P4",
"A.14.05","Liqueur","A.14.05.005","Egg liqueur",,,,"P4",
"A.14.05","Liqueur","A.14.05.001","Fruit liqueur",,,,"P4",
"A.14.05","Liqueur","A.14.05.002","Herb liqueur",,,,"P4",
"A.14.05","Liqueur","A.14.05.008","Milk liqueur",,,,"P4",
"A.08.01","Liquid milk","A.08.01.007","Ass milk",,,"Look this up!","P6",
"A.08.01","Liquid milk","A.08.01.003","Buffalo milk",,,,"P6",
"A.08.01","Liquid milk","A.08.01.008","Camel milk",,,,"P6",
"A.08.01","Liquid milk","A.08.01.001","Cow milk",,,,"P6",
"A.08.01","Liquid milk","A.08.01.005","Goat milk",,,,"P6",
"A.08.01","Liquid milk","A.08.01.006","Horse milk",,,,"P6",
"A.08.01","Liquid milk","A.08.01.009","Human milk",,,,"P6",
"A.08.01","Liquid milk","A.08.01.002","Sheep milk",,,,"P6",
"A.06.01","Livestock meat","A.06.01.001","Beef meat (Bos spp.)",,,"No process - raw commodity","P7",
"A.06.01","Livestock meat","A.06.01.005","Goat / kid meat (Capra hircus)",,,,"P7",
"A.06.01","Livestock meat","A.06.01.006","Horse, asses, mules or hinnies meat (Equus spp.)",,,,"P7",
"A.06.01","Livestock meat","A.06.01.004","Mutton / lamb meat (Ovis aries)",,,,"P7",
"A.06.01","Livestock meat","A.06.01.003","Pork / piglet meat (Sus scrofa)",,,,"P7",
"A.06.01","Livestock meat","A.06.01.007","Rabbit meat (Lepus cuniculus)",,,,"P7",
"A.06.01","Livestock meat","A.06.01.002","Veal meat",,,,"P7",
"A.11.06","Margarine and similar products","A.11.06.004","Fat emulsions","F28.A0C0R","Processed","Can be updated to a more precise process","P5",
"A.11.06","Margarine and similar products","A.11.06.003","Margarine with other ingredients","F28.A0C0R","Processed",,"P5",
"A.11.06","Margarine and similar products","A.11.06.002","Margarine, low fat","F28.A0C0R","Processed",,"P5",
"A.11.06","Margarine and similar products","A.11.06.001","Margarine, normal fat","F28.A0C0R","Processed",,"P5",
"A.06.12","Meat imitates","A.06.12.002","Quorn (mycoprotein)",,,"F28.A0C0R processing already included, can be updated with a more precise process","P5",
"A.06.12","Meat imitates","A.06.12.001","Textured soy protein","F28.A0C0R","Processed",,"P5",
"A.06.10","Meat specialities","A.06.10.002","Beef loaf","F28.A07GY","Roasting",,"P7",
