"SLV-code","Livsmedelsnamn","Råvara nivå 1","Andel","Inkluderar","Tillagningsprocess nivå 1","Konverteringsfaktor nivå 1","Publikation nivå 1","Foodex2 nivå 1","Rå mängd beräknad","Beräkning rå mängd","Råvara nivå 2","Tillagningsprocess nivå 2","Konverteringsfaktor nivå 2","Publikation nivå 2","Foodex2 nivå 2","Kommentar"
"4","Kokosfett","Olja kokosolja kokosfett",100,"kokosolja, kokosfett","Rå","1","SLV - Riktlinjer för livsmedel","A037M","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"10","Flytande margarin fett 82% berikad typ Milda culinesse","Fett vegetabiliskt fett och olja",82,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","82","82 * 1,00",NA,NA,NA,NA,NA,NA
"10","Flytande margarin fett 82% berikad typ Milda culinesse","Vatten",17,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","17","17 * 1,00",NA,NA,NA,NA,NA,NA
"10","Flytande margarin fett 82% berikad typ Milda culinesse","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"21","Majonnäs fett 90% hemlagad","Olja rapsolja",78,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","78","78 * 1,00",NA,NA,NA,NA,NA,NA
"21","Majonnäs fett 90% hemlagad","Äggula",8,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A031S","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"21","Majonnäs fett 90% hemlagad","Olja olivolja",5,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036P","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"21","Majonnäs fett 90% hemlagad","Vatten",3,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"21","Majonnäs fett 90%","Citron",2,NA,"Rå","1","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A03AH","2","2 * 1,60",NA,NA,NA,NA,NA,NA
"21","Majonnäs fett 90% hemlagad","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"21","Majonnäs fett 90% hemlagad","Salt",1,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"21","Majonnäs fett 90% hemlagad","Senapsfrön",1,NA,"Rå","1","-","A015S","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"21","Majonnäs fett 90% hemlagad","Vinäger",1,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"23","Gravlaxsås hovmästarsås hemlagad","Olja rapsolja",40,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","40","40 * 1,00",NA,NA,NA,NA,NA,NA
"23","Gravlaxsås hovmästarsås hemlagad","Dill",16,NA,"Rå, tillagad","1","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A00XH","16","16 * 1,00",NA,NA,NA,NA,NA,NA
"23","Gravlaxsås hovmästarsås hemlagad","Vatten",16,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","16","16 * 1,00",NA,NA,NA,NA,NA,NA
"23","Gravlaxsås hovmästarsås hemlagad","Vinäger",10,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"23","Gravlaxsås hovmästarsås hemlagad","Senapsfrön",8,NA,"Rå","1","-","A015S","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"23","Gravlaxsås hovmästarsås hemlagad","Socker",8,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"23","Gravlaxsås hovmästarsås hemlagad","Salt",2,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"23","Gravlaxsås hovmästarsås hemlagad","Övrigt",0,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","0","0 * 1,00",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Olja rapsolja",44,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","44","44 * 1,00",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Olja olivolja",32,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036P","32","32 * 1,00",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Äggula",7,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A031S","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Gurka",7,NA,"Tillagad","1.1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00JM","7.7","7 * 1,10",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Vatten",3,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Citron",2,NA,"Rå","1","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A03AH","2","2 * 1,60",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Salt",1,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Senapsfrön",1,NA,"Rå","1","-","A015S","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Gräslök",1,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A00XD","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"25","Remouladsås","Persilja",1,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A00YE","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"26","Dressing vinägrett fett 45%","Olja rapsolja",44,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","44","44 * 1,00",NA,NA,NA,NA,NA,NA
"26","Dressing vinägrett fett 45%","Vinäger",30,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","30","30 * 1,00",NA,NA,NA,NA,NA,NA
"26","Dressing vinägrett fett 45%","Vatten",19,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","19","19 * 1,00",NA,NA,NA,NA,NA,NA
"26","Dressing vinägrett fett 45%","Salt",3,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"26","Dressing vinägrett fett 45%","Senapsfrön",2,NA,"Rå","1","-","A015S","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"26","Dressing vinägrett fett 45%","Vitlök",2,NA,"Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00GZ","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"26","Dressing vinägrett fett 45%","Övrigt",0,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","0","0 * 1,00",NA,NA,NA,NA,NA,NA
"29","Smör fett 80%","Smör",99,NA,"Rå","1","Användarhjälp - Riktlinjer för beräknade livsmedel","A039C","99","99 * 1,00",NA,NA,NA,NA,NA,NA
"29","Smör fett 80%","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"30","Smör extrasaltat fett 80%","Smör",98,NA,"Rå","1","Användarhjälp - Riktlinjer för beräknade livsmedel","A039C","98","98 * 1,00",NA,NA,NA,NA,NA,NA
"30","Smör extrasaltat fett 80%","Övrigt",2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"31","Smör osaltat fett 80%","Smör",100,NA,"Rå","1","Användarhjälp - Riktlinjer för beräknade livsmedel","A039C","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"34","Majsolja","Olja majsolja",100,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036Y","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"35","Olivolja","Olja olivolja",100,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036P","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"38","Sesamolja","Olja sesamolja",100,NA,"Rå","1","-","A037C","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"39","Sojaolja","Olja sojaolja",100,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036X","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"40","Solrosolja","Olja solrosolja",100,NA,"Rå","1","Användarhjälp - Riktlinjer för beräknade livsmedel","A037D","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"49","Dressing fett 0%","Vatten",74,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","74","74 * 1,00",NA,NA,NA,NA,NA,NA
"49","Dressing fett 0%","Vinäger",12,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","12","12 * 1,00",NA,NA,NA,NA,NA,NA
"49","Dressing fett 0%","Socker",9,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","9","9 * 1,00",NA,NA,NA,NA,NA,NA
"49","Dressing fett 0%","Salt",2,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"49","Dressing fett 0%","Persilja",1,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A00YE","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"49","Dressing fett 0%","Dill",1,NA,"Rå, tillagad","1","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A00XH","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"49","Dressing fett 0%","Paprika",1,NA,"Torkad","9","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A00JA","9","1 * 9,00",NA,NA,NA,NA,NA,NA
"50","Majonnäs fett 80%","Olja rapsolja",78,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","78","78 * 1,00",NA,NA,NA,NA,NA,NA
"50","Majonnäs fett 80%","Vatten",10,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"50","Majonnäs fett 80%","Äggula",8,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A031S","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"50","Majonnäs fett 80%","Senapsfrön",2,NA,"Rå","1","-","A015S","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"50","Majonnäs fett 80%","Vinäger",2,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Gurka",33,NA,"Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00JM","33","33 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Olja rapsolja",18,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","18","18 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Socker",11,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","11","11 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Äggula",10,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A031S","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Vatten",9,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","9","9 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Paprika",5,NA,"Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00JA","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Lök (gul, röd)",5,NA,"Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Vinäger",4,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Majs, stärkelse",2,"majsstärkelse, maizena","Rå, tillagad","1.5","Food in Europe - production, processing and composition, ed Aldén KI och Algers A","A002R","3","2 * 1,50",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Senapsfrön",1,NA,"Rå","1","-","A015S","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Salt",1,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"51","Gurkmajonnäs gurksallad gatukök","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"52","Räkmajonnäs räksallad gatukök","Olja rapsolja",40,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","40","40 * 1,00",NA,NA,NA,NA,NA,NA
"52","Räkmajonnäs räksallad gatukök","Rödbeta",25,"Vitbeta, gulbeta","Tillagad","1.2","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00QG","30","25 * 1,20",NA,NA,NA,NA,NA,NA
"52","Räkmajonnäs räksallad gatukök","Räkor",20,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A02GB","20","20 * 1,00",NA,NA,NA,NA,NA,NA
"52","Räkmajonnäs räksallad gatukök","Äggula",5,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A031S","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"52","Räkmajonnäs räksallad gatukök","Äpple",4,"kvitten, rosenkvitten","Rå","1","SLV - Riktlinjer för livsmedel","A01DH","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"52","Räkmajonnäs räksallad gatukök","Övrigt",2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"52","Räkmajonnäs räksallad gatukök","Socker",1,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"52","Räkmajonnäs räksallad gatukök","Salt",1,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"52","Räkmajonnäs räksallad gatukök","Senapsfrön",1,NA,"Rå","1","-","A015S","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"52","Räkmajonnäs räksallad gatukök","Vinäger",1,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"53","Majonnäs lätt fett 30%","Vatten",55,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","55","55 * 1,00",NA,NA,NA,NA,NA,NA
"53","Majonnäs lätt fett 30%","Olja rapsolja",30,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","30","30 * 1,00",NA,NA,NA,NA,NA,NA
"53","Majonnäs lätt fett 30%","Socker",4,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"53","Majonnäs lätt fett 30%","Vinäger",3,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"53","Majonnäs lätt fett 30%","Mjölkpulver",2,NA,"Rå, tillagad","1","-","A02PK","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"53","Majonnäs lätt fett 30%","Äggula",2,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A031S","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"53","Majonnäs lätt fett 30%","Övrigt",2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"53","Majonnäs lätt fett 30%","Salt",1,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"53","Majonnäs lätt fett 30%","Senapsfrön",1,NA,"Rå","1","-","A015S","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Äpple",24,"kvitten, rosenkvitten","Rå","1","SLV - Riktlinjer för livsmedel","A01DH","24","24 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Apelsin",24,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A01CP","24","24 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Nektarin",13,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A01GL","13","13 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Persika",13,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A01GL","13","13 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Grädde fett >31%",9,"vispgrädde","Rå, tillagad","1","-","A02MK#F07.A074F","9","9 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Vindruvor",8,NA,"Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A01DX","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Olja rapsolja",4,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Olja olivolja",3,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036P","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Äggula",1,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A031S","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Salt",0,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","0","0 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Senapsfrön",0,NA,"Rå","1","-","A015S","0","0 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Vinäger",0,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","0","0 * 1,00",NA,NA,NA,NA,NA,NA
"55","Mimosasallad","Citron",0,NA,"Rå","1","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A03AH","0","0 * 1,60",NA,NA,NA,NA,NA,NA
"56","Rödbetssallad m. gräddfil","Rödbeta",47,"Vitbeta, gulbeta","Tillagad","1.2","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00QG","56.4","47 * 1,20",NA,NA,NA,NA,NA,NA
"56","Rödbetssallad m. gräddfil","Äpple",20,"kvitten, rosenkvitten","Rå","1","SLV - Riktlinjer för livsmedel","A01DH","20","20 * 1,00",NA,NA,NA,NA,NA,NA
"56","Rödbetssallad m. gräddfil","Grädde fett <15%",16,"matlagningsgrädde","Rå, tillagad","1","SLV - Riktlinjer för livsmedel","A02MK#F07.A074F","16","16 * 1,00",NA,NA,NA,NA,NA,NA
"56","Rödbetssallad m. gräddfil","Lök (gul, röd)",8,NA,"Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"56","Rödbetssallad m. gräddfil","Gurka",4,NA,"Tillagad","1.1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00JM","4.4","4 * 1,10",NA,NA,NA,NA,NA,NA
"56","Rödbetssallad m. gräddfil","Vatten",2,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"56","Rödbetssallad m. gräddfil","Salt",1,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"56","Rödbetssallad m. gräddfil","Vinäger",1,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"56","Rödbetssallad m. gräddfil","Socker",1,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"58","Bearnaisesås hemlagad","Fett matfettsblandning",52,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A04RT","52","52 * 1,00",NA,NA,NA,NA,NA,NA
"58","Bearnaisesås hemlagad","Vatten",20,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","20","20 * 1,00",NA,NA,NA,NA,NA,NA
"58","Bearnaisesås hemlagad","Äggula",14,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A031S","14","14 * 1,00",NA,NA,NA,NA,NA,NA
"58","Bearnaisesås hemlagad","Vinäger",10,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"58","Bearnaisesås hemlagad","Lök (gul, röd)",3,NA,"Rå","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"58","Bearnaisesås hemlagad","Persilja",1,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A00YE","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"58","Bearnaisesås hemlagad","Salt",0,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","0","0 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Grädde fett <15%",24,"matlagningsgrädde","Rå, tillagad","1","SLV - Riktlinjer för livsmedel","A02MK#F07.A074F","24","24 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Grädde fett >31%",16,"vispgrädde","Rå, tillagad","1","-","A02MK#F07.A074F","16","16 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Olja rapsolja",15,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","15","15 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Tomat krossad",14,"tomatkross, krossad tomat,","Tillagad","1.2","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HQ","16.8","14 * 1,20",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Olja olivolja",11,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036P","11","11 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Tomat",8,NA,"Pure","3.2","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HQ","25.6","8 * 3,20",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Socker",3,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Övrigt",2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Vinäger",2,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad","1","-","A044M","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Äggula",2,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A031S","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Salt",1,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Vatten",1,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"60","Rhode Islandsås hemlagad","Citron",1,NA,"Rå","1","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A03AH","1","1 * 1,60",NA,NA,NA,NA,NA,NA
"66","Mesost fett ca 30%","Vassle",73,NA,"Rå, tillagad","1","SLV - Riktlinjer för livsmedel","A02MR_R","73","73 * 1,00",NA,NA,NA,NA,NA,NA
"66","Mesost fett ca 30%","Mjölk, get",15,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A02MB","15","15 * 1,00",NA,NA,NA,NA,NA,NA
"66","Mesost fett ca 30%","Grädde fett >31%",6,"vispgrädde","Rå, tillagad","1","-","A02MK#F07.A074F","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"66","Mesost fett ca 30%","Mjölk fett 1-2,5 %",6,NA,"Rå, tillagad","1","-","A02LZ","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"68","Messmör fett 5% berikad","Vassle",94,NA,"Rå, tillagad","1","SLV - Riktlinjer för livsmedel","A02MR_R","94","94 * 1,00",NA,NA,NA,NA,NA,NA
"68","Messmör fett 5% berikad","Socker",5,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"68","Messmör fett 5% berikad","Smör",1,NA,"Rå","1","Användarhjälp - Riktlinjer för beräknade livsmedel","A039C","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"94","Salladsost fett 22%","Ost, salladsost",100,"fetaost","Rå","1","SLV - Riktlinjer för livsmedel","A02RC","100","100 * 1,00",NA,NA,NA,NA,NA,NA
