"SLV-code","Livsmedelsnamn","Råvara nivå 1","Andel","Inkluderar","Tillagningsprocess nivå 1","Konverteringsfaktor nivå 1","Publikation nivå 1","Foodex2 nivå 1","Rå mängd beräknad","Beräkning rå mängd","Råvara nivå 2","Tillagningsprocess nivå 2","Konverteringsfaktor nivå 2","Publikation nivå 2","Foodex2 nivå 2","Kommentar"
"1209","Kycklingsoppa tillagad redd pulver m. vatten","Stärkelse",4,"47% majs, 38% vete och 15% potatis.  0% Tapiocasträrkelse","Rå, tillagad","1","SLV - Riktlinjer för livsmedel","A011F","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"1209","Kycklingsoppa tillagad redd pulver m. vatten","Övrigt",2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1209","Kycklingsoppa tillagad redd pulver m. vatten","Fett vegetabiliskt fett och olja",1,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1209","Kycklingsoppa tillagad redd pulver m. vatten","Kyckling",1,"Fasan, groda, ripa","Tillagad","1.4","USDA table of cooking yields for meat and poultry (2012)","A01SP","1.4","1 * 1,40",NA,NA,NA,NA,NA,NA
"1209","Kycklingsoppa tillagad redd pulver m. vatten","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1223","Köttbuljong ätf.","Vatten",97,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","97","97 * 1,00",NA,NA,NA,NA,NA,NA
"1223","Köttbuljong ätf.","Nöt/ko",2,NA,"Rå","1","Okänd","A022M","2","2 * 2,10",NA,NA,NA,NA,NA,NA
"1223","Köttbuljong ätf.","Salt",1,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1224","Hönsbuljong ätf.","Vatten",98,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","98","98 * 1,00",NA,NA,NA,NA,NA,NA
"1224","Hönsbuljong ätf.","Salt",1,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1224","Hönsbuljong ätf.","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1225","Ägg rått","Ägg, höna",100,"Helt ägg höna","Rå","1","SLV - Riktlinjer för livsmedel","A031G","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"1229","Fransk omelett m. grädde","Ägg, höna",71,"Helt ägg höna","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A031G","71","71 * 1,00",NA,NA,NA,NA,NA,NA
"1229","Fransk omelett m. grädde","Grädde fett >31%",22,"vispgrädde","Rå, tillagad","1","-","A02MK#F07.A074F","22","22 * 1,00",NA,NA,NA,NA,NA,NA
"1229","Fransk omelett m. grädde","Fett matfettsblandning",7,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A04RT","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"1230","Fransk omelett m. vatten","Ägg, höna",71,"Helt ägg höna","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A031G","71","71 * 1,00",NA,NA,NA,NA,NA,NA
"1230","Fransk omelett m. vatten","Vatten",22,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","22","22 * 1,00",NA,NA,NA,NA,NA,NA
"1230","Fransk omelett m. vatten","Fett matfettsblandning",7,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A04RT","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"1233","Ägg stekt","Ägg, höna",94,"Helt ägg, höna","Tillagad","1","SLV - Riktlinjer för livsmedel","A031G","94","94 * 1,00",NA,NA,NA,NA,NA,NA
"1233","Ägg stekt","Fett matfettsblandning",6,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A04RT","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"1252","Sik urtagen varmrökt","Sik",100,NA,"Tillagad","1.1","-","A029Q","110","100 * 1,10",NA,NA,NA,NA,NA,NA
"1269","Lax kallrökt","Lax",97,NA,"Tillagad","1.2","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A0C75","116.4","97 * 1,20",NA,NA,NA,NA,NA,NA
"1269","Lax kallrökt","Salt",3,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"1271","Sardiner i olja konserv.","Sardiner",92,NA,"Tillagad","1.2","-","A02DA","110.4","92 * 1,20",NA,NA,NA,NA,NA,NA
"1271","Sardiner i olja konserv.","Fett vegetabiliskt fett och olja",8,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"1272","Sardiner i tomatsås konserv.","Sardiner",70,NA,"Tillagad","1.2","-","A02DA","84","70 * 1,20",NA,NA,NA,NA,NA,NA
"1272","Sardiner i tomatsås konserv.","Vatten",15,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","15","15 * 1,00",NA,NA,NA,NA,NA,NA
"1272","Sardiner i tomatsås konserv.","Tomat",10,NA,"Pure","3.2","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HQ","32","10 * 3,20",NA,NA,NA,NA,NA,NA
"1272","Sardiner i tomatsås konserv.","Olja rapsolja",4,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"1272","Sardiner i tomatsås konserv.","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1285","Lax gravad","Lax",93,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A0C75","93","93 * 1,00",NA,NA,NA,NA,NA,NA
"1285","Lax gravad","Salt",3,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"1285","Lax gravad","Socker",2,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1285","Lax gravad","Övrigt",1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Rå","1","SLV - Riktlinjer för livsmedel","A042Z_R","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1285","Lax gravad","Dill",1,NA,"Rå, tillagad","1","Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011","A00XH","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1288","Lax varmrökt urtagen","Lax",98,NA,"Tillagad","1.2","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A0C75","117.6","98 * 1,20",NA,NA,NA,NA,NA,NA
"1288","Lax varmrökt urtagen","Salt",2,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1292","Röding urtagen varmrökt","Röding Sverige",98,NA,"Tillagad","1.3","-","A029M","127.4","98 * 1,30",NA,NA,NA,NA,NA,NA
"1292","Röding urtagen varmrökt","Salt",2,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1294","Fiskpinnar stekta","Fisk vit",59,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BV","59","59 * 1,00",NA,NA,NA,NA,NA,NA
"1294","Fiskpinnar stekta","Vete, siktat",20,NA,"Tillagad, adderad","1","-","A003Y","20","20 * 1,00",NA,NA,NA,NA,NA,NA
"1294","Fiskpinnar stekta","Olja rapsolja",10,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"1294","Fiskpinnar stekta","Vatten",5,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"1294","Fiskpinnar stekta","Salt",2,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1294","Fiskpinnar stekta","Majs, siktat",2,"polenta","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A002Q","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1294","Fiskpinnar stekta","Jäst",1,"jästextrakt","Rå, tillagad","1","-","A049A","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1294","Fiskpinnar stekta","Vete, stärkelse",1,NA,"Tillagad, adderad","1","Food in Europe - production, processing and composition, ed Aldén KI och Algers A","A004M","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1296","Makrill filé i tomatsås konserv.","Makrill",64,NA,"Tillagad","1.3","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A02CT","83.2","64 * 1,30",NA,NA,NA,NA,NA,NA
"1296","Makrill filé i tomatsås konserv.","Tomat",16,NA,"Pure","3.2","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HQ","51.2","16 * 3,20",NA,NA,NA,NA,NA,NA
"1296","Makrill filé i tomatsås konserv.","Vatten",13,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A03DL","13","13 * 1,00",NA,NA,NA,NA,NA,NA
"1296","Makrill filé i tomatsås konserv.","Olja rapsolja",4,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A036V","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"1296","Makrill filé i tomatsås konserv.","Socker",2,"Råsocker, farinsocker, invertsocker, sockerkulör","Rå","1","SLV - Riktlinjer för livsmedel","A032H","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1296","Makrill filé i tomatsås konserv.","Salt",1,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1297","Surströmming","Strömming",91,NA,"Tillagad","1.2","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A02DE","109.2","91 * 1,20",NA,NA,NA,NA,NA,NA
"1297","Surströmming","Salt",9,"Havssalt, mineralsalt","Rå","1","SLV - Riktlinjer för livsmedel","A042P","9","9 * 1,00",NA,NA,NA,NA,NA,NA
"1299","Saltsill panerad stekt hemlagad","Sill",83,"Herring, atlantic","Tillagad","1.2","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A02DE","99.6","83 * 1,20",NA,NA,NA,NA,NA,NA
"1299","Saltsill panerad stekt hemlagad","Fett matfettsblandning",6,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A04RT","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"1299","Saltsill panerad stekt hemlagad","Salt",4,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"1299","Saltsill panerad stekt hemlagad","Råg, fullkorn",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A003M","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1299","Saltsill panerad stekt hemlagad","Vete, siktat",2,NA,"Tillagad, adderad","1","-","A003Y","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1299","Saltsill panerad stekt hemlagad","Vete, fullkorn",2,NA,"Tillagad, adderad","1","-","A004B","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1299","Saltsill panerad stekt hemlagad","Vete, siktat",1,"kokt pasta, kokta nudlar","Tillagad, adderad","0.5","Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar","A003Y","0.5","1 * 0,50",NA,NA,NA,NA,NA,NA
"1303","Ål ugnsstekt hemlagad","Ål",100,NA,"Tillagad","1.4","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A028G","140","100 * 1,40",NA,NA,NA,NA,NA,NA
"1306","Fisk friterad","Fisk",46,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BV","46","46 * 1,00",NA,NA,NA,NA,NA,NA
"1306","Fisk friterad","Fett vegetabiliskt fett och olja",28,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","28","28 * 1,00",NA,NA,NA,NA,NA,NA
"1306","Fisk friterad","Vete, siktat",10,NA,"Tillagad, adderad","1","-","A003Y","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"1306","Fisk friterad","Öl korn",7,"Humle, malt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A043N","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"1306","Fisk friterad","Vatten",5,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"1306","Fisk friterad","Äggvita",3,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A031T","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"1306","Fisk friterad","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1316","Lax stekt m. salt","Lax",100,NA,"Tillagad","1.2","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A0C75","120","100 * 1,20",NA,NA,NA,NA,NA,NA
"1325","Sik kokt m. salt","Sik",100,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A029Q","100","100 * 1,00",NA,NA,NA,NA,NA,NA
"1326","Sik panerad stekt","Sik",78,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A029Q","78","78 * 1,00",NA,NA,NA,NA,NA,NA
"1326","Sik panerad stekt","Ägg, höna",7,"Helt ägg höna","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A031G","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"1326","Sik panerad stekt","Vete, siktat",7,NA,"Tillagad, adderad","1","-","A003Y","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"1326","Sik panerad stekt","Fett matfettsblandning",6,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A04RT","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"1326","Sik panerad stekt","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1326","Sik panerad stekt","Råg, fullkorn",1,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A003M","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1328","Sill panerad stekt m. salt","Sill",85,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02DE","85","85 * 1,00",NA,NA,NA,NA,NA,NA
"1328","Sill panerad stekt m. salt","Fett matfettsblandning",6,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A04RT","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"1328","Sill panerad stekt m. salt","Vete, siktat",3,NA,"Tillagad, adderad","1","-","A003Y","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"1328","Sill panerad stekt m. salt","Vete, fullkorn",2,NA,"Tillagad, adderad","1","-","A004B","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1328","Sill panerad stekt m. salt","Råg, fullkorn",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A003M","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1328","Sill panerad stekt m. salt","Salt",2,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1333","Strömming filé stekt m. salt","Strömming",100,NA,"Tillagad","1.2","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A02DE","120","100 * 1,20",NA,NA,NA,NA,NA,NA
"1344","Fiskbullar konserv. u. buljong","Fisk",55,NA,"Tillagad","1.2","Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar","A02BV","66","55 * 1,20",NA,NA,NA,NA,NA,NA
"1344","Fiskbullar konserv. u. buljong","Vatten",14,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","14","14 * 1,00",NA,NA,NA,NA,NA,NA
"1344","Fiskbullar konserv. u. buljong","Mjölk fett 1-2,5 %",14,NA,"Rå, tillagad","1","-","A02LZ","14","14 * 1,00",NA,NA,NA,NA,NA,NA
"1344","Fiskbullar konserv. u. buljong","Potatismjöl",10,"potatisflingor, potatisstärkelse","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A011F","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"1344","Fiskbullar konserv. u. buljong","Grädde",4,NA,"Rå","1","SLV - Riktlinjer för livsmedel","A02PM","4","4 * 1,70",NA,NA,NA,NA,NA,NA
"1344","Fiskbullar konserv. u. buljong","Olja rapsolja",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1344","Fiskbullar konserv. u. buljong","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Vatten",37,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","37","37 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Mjölk fett 1-2,5 %",11,NA,"Rå, tillagad","1","-","A02LZ","11","11 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Grädde fett >31%",9,"vispgrädde","Rå, tillagad","1","-","A02MK#F07.A074F","9","9 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Kummel",8,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02CB","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Kolja",8,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BV","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Sej",8,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BV","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Torsk",8,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BV","8","8 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Olja rapsolja",4,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Potatismjöl",3,"potatisflingor, potatisstärkelse","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A011F","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Stärkelse",2,"47% majs, 38% vete och 15% potatis.  0% Tapiocasträrkelse","Rå, tillagad","1","SLV - Riktlinjer för livsmedel","A011F","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Hummer",1,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02FR","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1345","Fiskbullar m. hummersås konserv. tillagad","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Vatten",30,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","30","30 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Mjölk fett 1-2,5 %",9,NA,"Rå, tillagad","1","-","A02LZ","9","9 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Grädde fett >31%",7,"vispgrädde","Rå, tillagad","1","-","A02MK#F07.A074F","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Vete, siktat",7,NA,"Tillagad, adderad","1","-","A003Y","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Ägg, höna",7,"Helt ägg höna","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A031G","7","7 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Fett matfettsblandning",6,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A04RT","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Sej",6,NA,"Tillagad","1.3","-","A02BV","7.8","6 * 1,30",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Torsk",6,NA,"Tillagad","1.3","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A02BV","7.8","6 * 1,30",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Kummel",6,NA,"Tillagad","1.3","-","A02CB","7.8","6 * 1,30",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Kolja",6,NA,"Tillagad","1.2","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A02BV","7.2","6 * 1,20",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Olja rapsolja",3,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A036V","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Stärkelse",2,"47% majs, 38% vete och 15% potatis.  0% Tapiocasträrkelse","Rå, tillagad","1","SLV - Riktlinjer för livsmedel","A011F","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Potatismjöl",2,"potatisflingor, potatisstärkelse","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A011F","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Råg, fullkorn",1,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A003M","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Salt",1,"Havssalt, mineralsalt","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042P","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1351","Fiskbullar panerade stekta","Hummer",1,NA,"Tillagad","1.1","Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar","A02FR","1.1","1 * 1,10",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Vatten",39,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03DL","39","39 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Tomat krossad",13,"tomatkross, krossad tomat,","Tillagad","1.2","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HQ","15.6","13 * 1,20",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Lax",13,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A0C75","13","13 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Musslor",6,NA,"Tillagad","1","Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar","A02HF","6","6 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Vin",5,"glögg","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A03MV","5","5 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Torsk",4,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BV","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Lök (gul, röd)",4,NA,"Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00HC","4","4 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Räkor",3,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02GB","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Pangasiusmal",3,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A027J","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Alaska pollock",3,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BV","3","3 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Sej",2,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BV","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Övrigt",2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A042Z_R","2","2 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Rödspätta",1,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BC","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Hoki",1,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BV","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1354","Fisksoppa bouillabaisse","Regnbågslax",1,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A0C75","1","1 * 1,00",NA,NA,NA,NA,NA,NA
"1356","Fiskpaté m. räkor","Fisk vit",36,NA,"Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A02BV","36","36 * 1,00",NA,NA,NA,NA,NA,NA
"1356","Fiskpaté m. räkor","Grädde fett >31%",21,"vispgrädde","Rå, tillagad","1","-","A02MK#F07.A074F","21","21 * 1,00",NA,NA,NA,NA,NA,NA
"1356","Fiskpaté m. räkor","Spenat",10,"nässlor","Tillagad, adderad","1","Conversion FOODEX to e-RAC 8 juli 2011_NL.xls","A00MJ","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"1356","Fiskpaté m. räkor","Räkor",10,NA,"Tillagad","1","Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar","A02GB","10","10 * 1,00",NA,NA,NA,NA,NA,NA
"1356","Fiskpaté m. räkor","Lax",9,NA,"Tillagad","1.2","Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V","A0C75","10.8","9 * 1,20",NA,NA,NA,NA,NA,NA
"1356","Fiskpaté m. räkor","Ägg, höna",8,"Helt ägg höna","Tillagad, adderad","1","SLV - Riktlinjer för livsmedel","A031G","8","8 * 1,00",NA,NA,NA,NA,NA,NA
