Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","kg/ha","5257.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","kg/ha","5245","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","kg/ha","5232.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01323","Oranges","2020","2020","kg/ha","15428.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01323","Oranges","2021","2021","kg/ha","15445.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01323","Oranges","2022","2022","kg/ha","15444.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01323","Oranges","2023","2023","kg/ha","15450.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01323","Oranges","2024","2024","kg/ha","15457.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01241.90","Other beans, green","2020","2020","kg/ha","4355.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01241.90","Other beans, green","2021","2021","kg/ha","4387.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01241.90","Other beans, green","2022","2022","kg/ha","4415.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01241.90","Other beans, green","2023","2023","kg/ha","4437.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01241.90","Other beans, green","2024","2024","kg/ha","4460.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01359.90","Other fruits, n.e.c.","2020","2020","kg/ha","7957.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01359.90","Other fruits, n.e.c.","2021","2021","kg/ha","7949.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01359.90","Other fruits, n.e.c.","2022","2022","kg/ha","8024.2","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01359.90","Other fruits, n.e.c.","2023","2023","kg/ha","8069.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01359.90","Other fruits, n.e.c.","2024","2024","kg/ha","8115.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01449.90","Other oil seeds, n.e.c.","2020","2020","kg/ha","1043.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01449.90","Other oil seeds, n.e.c.","2021","2021","kg/ha","1057.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01449.90","Other oil seeds, n.e.c.","2022","2022","kg/ha","1060.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01449.90","Other oil seeds, n.e.c.","2023","2023","kg/ha","1071.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01449.90","Other oil seeds, n.e.c.","2024","2024","kg/ha","1082.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01709.90","Other pulses n.e.c.","2020","2020","kg/ha","399","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01709.90","Other pulses n.e.c.","2021","2021","kg/ha","398.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01709.90","Other pulses n.e.c.","2022","2022","kg/ha","398.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01709.90","Other pulses n.e.c.","2023","2023","kg/ha","400","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01709.90","Other pulses n.e.c.","2024","2024","kg/ha","400.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","kg/ha","734.7","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2021","2021","kg/ha","737.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","kg/ha","741.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2023","2023","kg/ha","743.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","kg/ha","746.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2020","2020","kg/ha","6070.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2021","2021","kg/ha","6079.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2022","2022","kg/ha","6102.7","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2023","2023","kg/ha","6119.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2024","2024","kg/ha","6136.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01317","Papayas","2020","2020","kg/ha","16957.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01317","Papayas","2021","2021","kg/ha","16966","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01317","Papayas","2022","2022","kg/ha","16951.2","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01317","Papayas","2023","2023","kg/ha","16954.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01317","Papayas","2024","2024","kg/ha","16957.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01705","Peas, dry","2020","2020","kg/ha","405.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01705","Peas, dry","2021","2021","kg/ha","406.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01705","Peas, dry","2022","2022","kg/ha","405.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01705","Peas, dry","2023","2023","kg/ha","405.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01705","Peas, dry","2024","2024","kg/ha","406.2","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01707","Pigeon peas, dry","2020","2020","kg/ha","624","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01707","Pigeon peas, dry","2021","2021","kg/ha","614.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01707","Pigeon peas, dry","2022","2022","kg/ha","607.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01707","Pigeon peas, dry","2023","2023","kg/ha","604","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01707","Pigeon peas, dry","2024","2024","kg/ha","601.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01318","Pineapples","2020","2020","kg/ha","24417.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01318","Pineapples","2021","2021","kg/ha","24388.7","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01318","Pineapples","2022","2022","kg/ha","24338.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01318","Pineapples","2023","2023","kg/ha","24283.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01318","Pineapples","2024","2024","kg/ha","24228.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01313","Plantains and cooking bananas","2020","2020","kg/ha","4484.2","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01313","Plantains and cooking bananas","2021","2021","kg/ha","4485.2","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01313","Plantains and cooking bananas","2022","2022","kg/ha","4494.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01313","Plantains and cooking bananas","2023","2023","kg/ha","4494.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01313","Plantains and cooking bananas","2024","2024","kg/ha","4494.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01321","Pomelos and grapefruits","2020","2020","kg/ha","14991.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01321","Pomelos and grapefruits","2021","2021","kg/ha","15040.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01321","Pomelos and grapefruits","2022","2022","kg/ha","15107.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01321","Pomelos and grapefruits","2023","2023","kg/ha","15105.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01321","Pomelos and grapefruits","2024","2024","kg/ha","15103.2","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01510","Potatoes","2020","2020","kg/ha","4551.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01510","Potatoes","2021","2021","kg/ha","4562.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01510","Potatoes","2022","2022","kg/ha","4578.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01510","Potatoes","2023","2023","kg/ha","4575.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01510","Potatoes","2024","2024","kg/ha","4573.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01235","Pumpkins, squash and gourds","2020","2020","kg/ha","10606.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01235","Pumpkins, squash and gourds","2021","2021","kg/ha","10651.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01235","Pumpkins, squash and gourds","2022","2022","kg/ha","10724.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01235","Pumpkins, squash and gourds","2023","2023","kg/ha","10706.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01235","Pumpkins, squash and gourds","2024","2024","kg/ha","10688","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0113","Rice","2020","2020","kg/ha","1118.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0113","Rice","2021","2021","kg/ha","1188.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0113","Rice","2022","2022","kg/ha","996.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0113","Rice","2023","2023","kg/ha","1031.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0113","Rice","2024","2024","kg/ha","1051.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01921.01","Seed cotton, unginned","2020","2020","kg/ha","424.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01921.01","Seed cotton, unginned","2021","2021","kg/ha","423.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01921.01","Seed cotton, unginned","2022","2022","kg/ha","421.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01921.01","Seed cotton, unginned","2023","2023","kg/ha","422","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01921.01","Seed cotton, unginned","2024","2024","kg/ha","422.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01444","Sesame seed","2020","2020","kg/ha","426.2","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01444","Sesame seed","2021","2021","kg/ha","427.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01444","Sesame seed","2022","2022","kg/ha","428.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01444","Sesame seed","2023","2023","kg/ha","426.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01444","Sesame seed","2024","2024","kg/ha","425.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0114","Sorghum","2020","2020","kg/ha","673.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0114","Sorghum","2021","2021","kg/ha","675.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0114","Sorghum","2022","2022","kg/ha","679.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0114","Sorghum","2023","2023","kg/ha","686.2","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0114","Sorghum","2024","2024","kg/ha","693","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0141","Soya beans","2020","2020","kg/ha","513.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0141","Soya beans","2021","2021","kg/ha","537.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0141","Soya beans","2022","2022","kg/ha","540.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0141","Soya beans","2023","2023","kg/ha","553.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0141","Soya beans","2024","2024","kg/ha","556.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01802","Sugar cane","2020","2020","kg/ha","42308.2","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01802","Sugar cane","2021","2021","kg/ha","39766.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01802","Sugar cane","2022","2022","kg/ha","37712.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01802","Sugar cane","2023","2023","kg/ha","36167.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01802","Sugar cane","2024","2024","kg/ha","34971.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01530","Sweet potatoes","2020","2020","kg/ha","5024.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01530","Sweet potatoes","2021","2021","kg/ha","5024.1","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01530","Sweet potatoes","2022","2022","kg/ha","5008.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01530","Sweet potatoes","2023","2023","kg/ha","5010.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01530","Sweet potatoes","2024","2024","kg/ha","5012","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01550","Taro","2020","2020","kg/ha","3658.2","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01550","Taro","2021","2021","kg/ha","3683.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01550","Taro","2022","2022","kg/ha","3724.8","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01550","Taro","2023","2023","kg/ha","3707.7","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01550","Taro","2024","2024","kg/ha","3690.7","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01620","Tea leaves","2020","2020","kg/ha","111.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01620","Tea leaves","2021","2021","kg/ha","113.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01620","Tea leaves","2022","2022","kg/ha","113.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01620","Tea leaves","2023","2023","kg/ha","113.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01620","Tea leaves","2024","2024","kg/ha","60.7","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01234","Tomatoes","2020","2020","kg/ha","7700","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01234","Tomatoes","2021","2021","kg/ha","7576.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01234","Tomatoes","2022","2022","kg/ha","7536.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01234","Tomatoes","2023","2023","kg/ha","7538.9","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01234","Tomatoes","2024","2024","kg/ha","7541.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01970","Unmanufactured tobacco","2020","2020","kg/ha","465.5","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01970","Unmanufactured tobacco","2021","2021","kg/ha","481.7","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01970","Unmanufactured tobacco","2022","2022","kg/ha","464.4","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01970","Unmanufactured tobacco","2023","2023","kg/ha","466.3","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01970","Unmanufactured tobacco","2024","2024","kg/ha","464","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0111","Wheat","2020","2020","kg/ha","1125","X","Figure from external organization",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0111","Wheat","2021","2021","kg/ha","1125","X","Figure from external organization",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0111","Wheat","2022","2022","kg/ha","1125","X","Figure from external organization",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0111","Wheat","2023","2023","kg/ha","1125","X","Figure from external organization",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","0111","Wheat","2024","2024","kg/ha","1125","X","Figure from external organization",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01540","Yams","2020","2020","kg/ha","4632","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01540","Yams","2021","2021","kg/ha","4561.7","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01540","Yams","2022","2022","kg/ha","4608.6","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01540","Yams","2023","2023","kg/ha","4621.7","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5412","Yield","01540","Yams","2024","2024","kg/ha","4631.5","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01341","Apples","2020","2020","kg/ha","29000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01341","Apples","2021","2021","kg/ha","21828.6","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01341","Apples","2022","2022","kg/ha","14434.2","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01341","Apples","2023","2023","kg/ha","9013.8","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01341","Apples","2024","2024","kg/ha","12591.8","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01211","Asparagus","2020","2020","kg/ha","1523.8","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01211","Asparagus","2021","2021","kg/ha","1571.4","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01211","Asparagus","2022","2022","kg/ha","1550","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01211","Asparagus","2023","2023","kg/ha","1523.8","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01211","Asparagus","2024","2024","kg/ha","1523.8","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","0115","Barley","2020","2020","kg/ha","6363.3","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","0115","Barley","2021","2021","kg/ha","5569.8","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","0115","Barley","2022","2022","kg/ha","6708.9","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","0115","Barley","2023","2023","kg/ha","4530.5","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","0115","Barley","2024","2024","kg/ha","5497.3","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01355.01","Blueberries","2020","2020","kg/ha","1100","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01355.01","Blueberries","2021","2021","kg/ha","1200","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01355.01","Blueberries","2022","2022","kg/ha","1500","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01355.01","Blueberries","2023","2023","kg/ha","1428.6","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01355.01","Blueberries","2024","2024","kg/ha","1428.6","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01702","Broad beans and horse beans, dry","2020","2020","kg/ha","4082.3","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01702","Broad beans and horse beans, dry","2021","2021","kg/ha","3662.9","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01702","Broad beans and horse beans, dry","2022","2022","kg/ha","4203.7","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01702","Broad beans and horse beans, dry","2023","2023","kg/ha","3227.4","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01702","Broad beans and horse beans, dry","2024","2024","kg/ha","3985.9","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01212","Cabbages","2020","2020","kg/ha","29180","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01212","Cabbages","2021","2021","kg/ha","27741.1","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01212","Cabbages","2022","2022","kg/ha","28071.4","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01212","Cabbages","2023","2023","kg/ha","28910","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01212","Cabbages","2024","2024","kg/ha","26254.9","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01251","Carrots and turnips","2020","2020","kg/ha","46762.4","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01251","Carrots and turnips","2021","2021","kg/ha","35969.4","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01251","Carrots and turnips","2022","2022","kg/ha","35870.2","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01251","Carrots and turnips","2023","2023","kg/ha","35947.9","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01251","Carrots and turnips","2024","2024","kg/ha","35883.9","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01213","Cauliflowers and broccoli","2020","2020","kg/ha","7125","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01213","Cauliflowers and broccoli","2021","2021","kg/ha","10058.1","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01213","Cauliflowers and broccoli","2022","2022","kg/ha","9870.1","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01213","Cauliflowers and broccoli","2023","2023","kg/ha","9918.9","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01213","Cauliflowers and broccoli","2024","2024","kg/ha","9937.5","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01344.02","Cherries","2020","2020","kg/ha","3842.1","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01344.02","Cherries","2021","2021","kg/ha","3888.9","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01344.02","Cherries","2022","2022","kg/ha","3842.1","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01344.02","Cherries","2023","2023","kg/ha","4058.8","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01344.02","Cherries","2024","2024","kg/ha","3882.4","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01232","Cucumbers and gherkins","2020","2020","kg/ha","328000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01232","Cucumbers and gherkins","2021","2021","kg/ha","260833.3","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5412","Yield","01232","Cucumbers and gherkins","2022","2022","kg/ha","312600","A","Official figure",""
